part,fam,size,ui,cl_a,cl_b,cl_c,cl_d,ds_a,ds_b,ds_c,ds_d,cal_bpk_g,cal_f_khz,cal_cl_nom_mw_cm3,cal_h_oe,cal_perm_nom_pct,cal_perm_min_pct
FS-014014-8,FS,014,14,1e+06,6.131e+07,2.047e+06,6.095e-14,0.01,2.6e-07,1.557,0,300.0,100.0,399.0,200.0,90.9,88.3
FS-014026-8,FS,014,26,1e+06,1.812e+08,3.251e+06,6.158e-14,0.01,9.21e-08,1.912,0,300.0,100.0,214.0,200.0,81.2,75.3
FS-014040-8,FS,014,40,1e+06,3.071e+08,3.524e+06,5.634e-14,0.01,6.314e-08,2.151,0,1000.0,50.0,780.0,200.0,64.0,54.5
FS-014060-8,FS,014,60,1e+06,3.903e+08,3.785e+06,5.229e-14,0.01,1.949e-07,2.099,0,1000.0,50.0,676.0,150.0,58.1,48.6
FS-014075-8,FS,014,75,2.188e+09,4.371e+08,3.489e+06,4.492e-14,0.01,1.452e-07,2.33,0,1000.0,50.0,631.0,80.0,71.7,62.4
FS-014090-8,FS,014,90,4.222e+08,6.073e+08,2.905e+06,4.589e-14,0.01,9.719e-07,1.995,0,1000.0,50.0,571.0,50.0,80.7,74.4
FS-200014-2,FS,200,14,1e+06,6.131e+07,2.047e+06,6.095e-14,0.01,2.6e-07,1.557,0,300.0,100.0,399.0,200.0,90.9,88.3
FS-200026-2,FS,200,26,1e+06,1.812e+08,3.251e+06,6.158e-14,0.01,9.21e-08,1.912,0,300.0,100.0,214.0,200.0,81.2,75.3
FS-200040-2,FS,200,40,1e+06,3.071e+08,3.524e+06,5.634e-14,0.01,6.314e-08,2.151,0,1000.0,50.0,780.0,200.0,64.0,54.5
FS-200060-2,FS,200,60,1e+06,3.903e+08,3.785e+06,5.229e-14,0.01,1.949e-07,2.099,0,1000.0,50.0,676.0,150.0,58.1,48.6
FS-200075-2,FS,200,75,2.188e+09,4.371e+08,3.489e+06,4.492e-14,0.01,1.452e-07,2.33,0,1000.0,50.0,631.0,80.0,71.7,62.4
FS-200090-2,FS,200,90,4.222e+08,6.073e+08,2.905e+06,4.589e-14,0.01,9.719e-07,1.995,0,1000.0,50.0,571.0,50.0,80.7,74.4
FS-225014-2,FS,225,14,1e+06,6.131e+07,2.047e+06,6.095e-14,0.01,2.6e-07,1.557,0,300.0,100.0,399.0,200.0,90.9,88.3
FS-225026-2,FS,225,26,1e+06,1.812e+08,3.251e+06,6.158e-14,0.01,9.21e-08,1.912,0,300.0,100.0,214.0,200.0,81.2,75.3
FS-225040-2,FS,225,40,1e+06,3.071e+08,3.524e+06,5.634e-14,0.01,6.314e-08,2.151,0,1000.0,50.0,780.0,200.0,64.0,54.5
FS-225060-2,FS,225,60,1e+06,3.903e+08,3.785e+06,5.229e-14,0.01,1.949e-07,2.099,0,1000.0,50.0,676.0,150.0,58.1,48.6
FS-225075-2,FS,225,75,2.188e+09,4.371e+08,3.489e+06,4.492e-14,0.01,1.452e-07,2.33,0,1000.0,50.0,631.0,80.0,71.7,62.4
FS-225090-2,FS,225,90,4.222e+08,6.073e+08,2.905e+06,4.589e-14,0.01,9.719e-07,1.995,0,1000.0,50.0,571.0,50.0,80.7,74.4
FS-226014-2,FS,226,14,1e+06,6.131e+07,2.047e+06,6.095e-14,0.01,2.6e-07,1.557,0,300.0,100.0,399.0,200.0,90.9,88.3
FS-226026-2,FS,226,26,1e+06,1.812e+08,3.251e+06,6.158e-14,0.01,9.21e-08,1.912,0,300.0,100.0,214.0,200.0,81.2,75.3
FS-226040-2,FS,226,40,1e+06,3.071e+08,3.524e+06,5.634e-14,0.01,6.314e-08,2.151,0,1000.0,50.0,780.0,200.0,64.0,54.5
FS-226060-2,FS,226,60,1e+06,3.903e+08,3.785e+06,5.229e-14,0.01,1.949e-07,2.099,0,1000.0,50.0,676.0,150.0,58.1,48.6
FS-226075-2,FS,226,75,2.188e+09,4.371e+08,3.489e+06,4.492e-14,0.01,1.452e-07,2.33,0,1000.0,50.0,631.0,80.0,71.7,62.4
FS-226090-2,FS,226,90,4.222e+08,6.073e+08,2.905e+06,4.589e-14,0.01,9.719e-07,1.995,0,1000.0,50.0,571.0,50.0,80.7,74.4
FS-250014-2,FS,250,14,1e+06,6.131e+07,2.047e+06,6.095e-14,0.01,2.6e-07,1.557,0,300.0,100.0,399.0,200.0,90.9,88.3
FS-250026-2,FS,250,26,1e+06,1.812e+08,3.251e+06,6.158e-14,0.01,9.21e-08,1.912,0,300.0,100.0,214.0,200.0,81.2,75.3
FS-250040-2,FS,250,40,1e+06,3.071e+08,3.524e+06,5.634e-14,0.01,6.314e-08,2.151,0,1000.0,50.0,780.0,200.0,64.0,54.5
FS-250060-2,FS,250,60,1e+06,3.903e+08,3.785e+06,5.229e-14,0.01,1.949e-07,2.099,0,1000.0,50.0,676.0,150.0,58.1,48.6
FS-250075-2,FS,250,75,2.188e+09,4.371e+08,3.489e+06,4.492e-14,0.01,1.452e-07,2.33,0,1000.0,50.0,631.0,80.0,71.7,62.4
FS-250090-2,FS,250,90,4.222e+08,6.073e+08,2.905e+06,4.589e-14,0.01,9.719e-07,1.995,0,1000.0,50.0,571.0,50.0,80.7,74.4
FS-292014-2,FS,292,14,1e+06,6.131e+07,2.047e+06,6.095e-14,0.01,2.6e-07,1.557,0,300.0,100.0,399.0,200.0,90.9,88.3
FS-292026-2,FS,292,26,1e+06,1.812e+08,3.251e+06,6.158e-14,0.01,9.21e-08,1.912,0,300.0,100.0,214.0,200.0,81.2,75.3
FS-292040-2,FS,292,40,1e+06,3.071e+08,3.524e+06,5.634e-14,0.01,6.314e-08,2.151,0,1000.0,50.0,780.0,200.0,64.0,54.5
FS-292060-2,FS,292,60,1e+06,3.903e+08,3.785e+06,5.229e-14,0.01,1.949e-07,2.099,0,1000.0,50.0,676.0,150.0,58.1,48.6
FS-292075-2,FS,292,75,2.188e+09,4.371e+08,3.489e+06,4.492e-14,0.01,1.452e-07,2.33,0,1000.0,50.0,631.0,80.0,71.7,62.4
FS-292090-2,FS,292,90,4.222e+08,6.073e+08,2.905e+06,4.589e-14,0.01,9.719e-07,1.995,0,1000.0,50.0,571.0,50.0,80.7,74.4
FS-300014-2,FS,300,14,1e+06,6.131e+07,2.047e+06,6.095e-14,0.01,2.6e-07,1.557,0,300.0,100.0,399.0,200.0,90.9,88.3
FS-300026-2,FS,300,26,1e+06,1.812e+08,3.251e+06,6.158e-14,0.01,9.21e-08,1.912,0,300.0,100.0,214.0,200.0,81.2,75.3
FS-300040-2,FS,300,40,1e+06,3.071e+08,3.524e+06,5.634e-14,0.01,6.314e-08,2.151,0,1000.0,50.0,780.0,200.0,64.0,54.5
FS-300060-2,FS,300,60,1e+06,3.903e+08,3.785e+06,5.229e-14,0.01,1.949e-07,2.099,0,1000.0,50.0,676.0,150.0,58.1,48.6
FS-300075-2,FS,300,75,2.188e+09,4.371e+08,3.489e+06,4.492e-14,0.01,1.452e-07,2.33,0,1000.0,50.0,631.0,80.0,71.7,62.4
FS-300090-2,FS,300,90,4.222e+08,6.073e+08,2.905e+06,4.589e-14,0.01,9.719e-07,1.995,0,1000.0,50.0,571.0,50.0,80.7,74.4
FS-301014-2,FS,301,14,1e+06,6.131e+07,2.047e+06,6.095e-14,0.01,2.6e-07,1.557,0,300.0,100.0,399.0,200.0,90.9,88.3
FS-301026-2,FS,301,26,1e+06,1.812e+08,3.251e+06,6.158e-14,0.01,9.21e-08,1.912,0,300.0,100.0,214.0,200.0,81.2,75.3
FS-301040-2,FS,301,40,1e+06,3.071e+08,3.524e+06,5.634e-14,0.01,6.314e-08,2.151,0,1000.0,50.0,780.0,200.0,64.0,54.5
FS-301060-2,FS,301,60,1e+06,3.903e+08,3.785e+06,5.229e-14,0.01,1.949e-07,2.099,0,1000.0,50.0,676.0,150.0,58.1,48.6
FS-301075-2,FS,301,75,2.188e+09,4.371e+08,3.489e+06,4.492e-14,0.01,1.452e-07,2.33,0,1000.0,50.0,631.0,80.0,71.7,62.4
FS-301090-2,FS,301,90,4.222e+08,6.073e+08,2.905e+06,4.589e-14,0.01,9.719e-07,1.995,0,1000.0,50.0,571.0,50.0,80.7,74.4
FS-350014-2,FS,350,14,1e+06,6.131e+07,2.047e+06,6.095e-14,0.01,2.6e-07,1.557,0,300.0,100.0,399.0,200.0,90.9,88.3
FS-350026-2,FS,350,26,1e+06,1.812e+08,3.251e+06,6.158e-14,0.01,9.21e-08,1.912,0,300.0,100.0,214.0,200.0,81.2,75.3
FS-350040-2,FS,350,40,1e+06,3.071e+08,3.524e+06,5.634e-14,0.01,6.314e-08,2.151,0,1000.0,50.0,780.0,200.0,64.0,54.5
FS-350060-2,FS,350,60,1e+06,3.903e+08,3.785e+06,5.229e-14,0.01,1.949e-07,2.099,0,1000.0,50.0,676.0,150.0,58.1,48.6
FS-350075-2,FS,350,75,2.188e+09,4.371e+08,3.489e+06,4.492e-14,0.01,1.452e-07,2.33,0,1000.0,50.0,631.0,80.0,71.7,62.4
FS-350090-2,FS,350,90,4.222e+08,6.073e+08,2.905e+06,4.589e-14,0.01,9.719e-07,1.995,0,1000.0,50.0,571.0,50.0,80.7,74.4
FS-400014-2,FS,400,14,1e+06,6.131e+07,2.047e+06,6.095e-14,0.01,2.6e-07,1.557,0,300.0,100.0,399.0,200.0,90.9,88.3
FS-400026-2,FS,400,26,1e+06,1.812e+08,3.251e+06,6.158e-14,0.01,9.21e-08,1.912,0,300.0,100.0,214.0,200.0,81.2,75.3
FS-400040-2,FS,400,40,1e+06,3.071e+08,3.524e+06,5.634e-14,0.01,6.314e-08,2.151,0,1000.0,50.0,780.0,200.0,64.0,54.5
FS-400060-2,FS,400,60,1e+06,3.903e+08,3.785e+06,5.229e-14,0.01,3.842e-07,2.008,0,1000.0,50.0,676.0,150.0,52.7,43.6
FS-400075-2,FS,400,75,2.188e+09,4.371e+08,3.489e+06,4.492e-14,0.01,1.452e-07,2.33,0,1000.0,50.0,631.0,80.0,71.7,62.4
FS-400090-2,FS,400,90,4.222e+08,6.073e+08,2.905e+06,4.589e-14,0.01,9.719e-07,1.995,0,1000.0,50.0,571.0,50.0,80.7,74.4
FS-401014-2,FS,401,14,1e+06,6.131e+07,2.047e+06,6.095e-14,0.01,2.6e-07,1.557,0,300.0,100.0,399.0,200.0,90.9,88.3
FS-401026-2,FS,401,26,1e+06,1.812e+08,3.251e+06,6.158e-14,0.01,9.21e-08,1.912,0,300.0,100.0,214.0,200.0,81.2,75.3
FS-401040-2,FS,401,40,1e+06,3.071e+08,3.524e+06,5.634e-14,0.01,6.314e-08,2.151,0,1000.0,50.0,780.0,200.0,64.0,54.5
FS-401060-2,FS,401,60,1e+06,3.903e+08,3.785e+06,5.229e-14,0.01,3.842e-07,2.008,0,1000.0,50.0,676.0,150.0,52.7,43.6
FS-401075-2,FS,401,75,2.188e+09,4.371e+08,3.489e+06,4.492e-14,0.01,1.452e-07,2.33,0,1000.0,50.0,631.0,80.0,71.7,62.4
FS-401090-2,FS,401,90,4.222e+08,6.073e+08,2.905e+06,4.589e-14,0.01,9.719e-07,1.995,0,1000.0,50.0,571.0,50.0,80.7,74.4
FS-520014-2,FS,520,14,1e+06,2.165e+08,3.644e+06,4.961e-14,0.01,5.273e-07,1.418,0,300.0,100.0,181.0,200.0,91.2,88.9
FS-520026-2,FS,520,26,3.903e+07,3.722e+08,2.806e+06,6.252e-14,0.01,7.876e-07,1.562,0,300.0,100.0,159.0,200.0,76.3,70.8
FS-520040-2,FS,520,40,1e+06,3.071e+08,3.524e+06,5.634e-14,0.01,6.314e-08,2.151,0,1000.0,50.0,780.0,200.0,64.0,54.5
FS-520060-2,FS,520,60,7.643e+08,4.515e+08,1.118e+06,4.367e-14,0.01,3.374e-06,1.62,0,1000.0,50.0,822.0,150.0,47.0,39.7
FS-520075-2,FS,520,75,9.18e+08,4.946e+08,2.182e+06,4.005e-14,0.01,1.306e-06,1.891,0,1000.0,50.0,670.0,80.0,65.8,57.7
FS-521014-2,FS,521,14,1e+06,2.165e+08,3.644e+06,4.961e-14,0.01,5.273e-07,1.418,0,300.0,100.0,181.0,200.0,91.2,88.9
FS-521026-2,FS,521,26,3.903e+07,3.722e+08,2.806e+06,6.252e-14,0.01,7.876e-07,1.562,0,300.0,100.0,159.0,200.0,76.3,70.8
FS-521040-2,FS,521,40,1e+06,3.071e+08,3.524e+06,5.634e-14,0.01,6.314e-08,2.151,0,1000.0,50.0,780.0,200.0,64.0,54.5
FS-521060-2,FS,521,60,7.643e+08,4.515e+08,1.118e+06,4.367e-14,0.01,3.374e-06,1.62,0,1000.0,50.0,822.0,150.0,47.0,39.7
FS-521075-2,FS,521,75,9.18e+08,4.946e+08,2.182e+06,4.005e-14,0.01,1.306e-06,1.891,0,1000.0,50.0,670.0,80.0,65.8,57.7
FS-600014-2,FS,600,14,1e+06,2.165e+08,3.644e+06,4.961e-14,0.01,5.273e-07,1.418,0,300.0,100.0,181.0,200.0,91.2,88.9
FS-600026-2,FS,600,26,3.903e+07,3.722e+08,2.806e+06,6.252e-14,0.01,7.876e-07,1.562,0,300.0,100.0,159.0,200.0,76.3,70.8
FS-600040-2,FS,600,40,1e+06,3.071e+08,3.524e+06,5.634e-14,0.01,6.314e-08,2.151,0,1000.0,50.0,780.0,200.0,64.0,54.5
FS-600060-2,FS,600,60,7.643e+08,4.515e+08,1.118e+06,4.367e-14,0.01,3.374e-06,1.62,0,1000.0,50.0,822.0,150.0,47.0,39.7
FS-600075-2,FS,600,75,9.18e+08,4.946e+08,2.182e+06,4.005e-14,0.01,1.306e-06,1.891,0,1000.0,50.0,670.0,80.0,65.8,57.7
FS-601014-2,FS,601,14,1e+06,2.165e+08,3.644e+06,4.961e-14,0.01,5.273e-07,1.418,0,300.0,100.0,181.0,200.0,91.2,88.9
FS-601026-2,FS,601,26,3.903e+07,3.722e+08,2.806e+06,6.252e-14,0.01,7.876e-07,1.562,0,300.0,100.0,159.0,200.0,76.3,70.8
FS-601040-2,FS,601,40,1e+06,3.071e+08,3.524e+06,5.634e-14,0.01,6.314e-08,2.151,0,1000.0,50.0,780.0,200.0,64.0,54.5
FS-601060-2,FS,601,60,7.643e+08,4.515e+08,1.118e+06,4.367e-14,0.01,3.374e-06,1.62,0,1000.0,50.0,822.0,150.0,47.0,39.7
FS-601075-2,FS,601,75,9.18e+08,4.946e+08,2.182e+06,4.005e-14,0.01,1.306e-06,1.891,0,1000.0,50.0,670.0,80.0,65.8,57.7
FS-650014-2,FS,650,14,1e+06,2.165e+08,3.644e+06,4.961e-14,0.01,5.273e-07,1.418,0,300.0,100.0,181.0,200.0,91.2,88.9
FS-650026-2,FS,650,26,3.903e+07,3.722e+08,2.806e+06,6.252e-14,0.01,7.876e-07,1.562,0,300.0,100.0,159.0,200.0,76.3,70.8
FS-650060-2,FS,650,60,7.643e+08,4.515e+08,1.118e+06,4.367e-14,0.01,3.374e-06,1.62,0,1000.0,50.0,822.0,150.0,47.0,39.7
FS-775014-2,FS,775,14,1e+06,2.165e+08,3.644e+06,4.961e-14,0.01,5.273e-07,1.418,0,300.0,100.0,181.0,200.0,91.2,88.9
FS-775026-2,FS,775,26,3.903e+07,3.722e+08,2.806e+06,6.252e-14,0.01,7.876e-07,1.562,0,300.0,100.0,159.0,200.0,76.3,70.8
FS-775060-2,FS,775,60,7.643e+08,4.515e+08,1.118e+06,4.367e-14,0.01,3.374e-06,1.62,0,1000.0,50.0,822.0,150.0,47.0,39.7
HF-014014-8,HF,014,14,1e+06,1.673e+08,2.088e+06,1.975e-14,0.01,8.988e-08,1.784,0,300.0,100.0,215.0,200.0,89.7,80.7
HF-014026-8,HF,014,26,1e+06,4.409e+08,2.242e+06,1.023e-14,0.01,1.568e-07,1.833,0,300.0,100.0,103.0,200.0,79.4,69.4
HF-014060-8,HF,014,60,1.389e+09,1.17e+09,2.871e+06,9.446e-15,0.01,1.672e-07,2.111,0,1000.0,50.0,300.0,150.0,60.4,46.9
HF-014125-8,HF,014,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,74.4
HF-014147-8,HF,014,147,4.299e+10,6.671e+08,3.114e+06,8.003e-14,0.01,1.248e-06,2.169,0,1000.0,50.0,509.0,40.0,72.9,64.4
HF-014160-8,HF,014,160,4.299e+10,6.671e+08,3.114e+06,8.003e-14,0.01,1.434e-06,2.169,0,1000.0,50.0,509.0,40.0,70.0,61.1
HF-015125-8,HF,015,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,74.4
HF-018125-8,HF,018,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,74.4
HF-025125-8,HF,025,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,74.4
HF-026125-8,HF,026,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,74.4
HF-027125-8,HF,027,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,74.4
HF-028125-8,HF,028,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,74.4
HF-031125-8,HF,031,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,74.4
HF-038125-8,HF,038,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,74.4
HF-039125-8,HF,039,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,74.4
HF-040125-2,HF,040,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,74.4
HF-044125-2,HF,044,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,74.4
HF-050125-2,HF,050,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,74.4
HF-065125-2,HF,065,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,74.4
HF-068125-2,HF,068,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,74.4
HF-080125-2,HF,080,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,76.4
HF-090125-2,HF,090,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,76.4
HF-092125-2,HF,092,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,76.4
HF-106125-2,HF,106,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,78.4
HF-107125-2,HF,107,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,78.4
HF-108125-2,HF,108,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,78.4
HF-109125-2,HF,109,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,78.4
HF-130125-2,HF,130,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,78.4
HF-131125-2,HF,131,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,78.4
HF-132125-2,HF,132,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,78.4
HF-133125-2,HF,133,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,78.4
HF-134125-2,HF,134,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,78.4
HF-135125-2,HF,135,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,78.4
HF-141125-2,HF,141,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,78.4
HF-157125-2,HF,157,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,78.4
HF-184125-2,HF,184,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,76.4
HF-185125-2,HF,185,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,76.4
HF-200014-2,HF,200,14,1e+06,1.673e+08,2.088e+06,1.975e-14,0.01,8.988e-08,1.784,0,300.0,100.0,215.0,200.0,89.7,82.7
HF-200026-2,HF,200,26,1e+06,4.409e+08,2.242e+06,1.023e-14,0.01,1.568e-07,1.833,0,300.0,100.0,103.0,200.0,79.4,71.4
HF-200060-2,HF,200,60,1.389e+09,1.17e+09,2.871e+06,9.446e-15,0.01,1.672e-07,2.111,0,1000.0,50.0,300.0,150.0,60.4,48.9
HF-200125-2,HF,200,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,76.4
HF-200147-2,HF,200,147,4.299e+10,6.671e+08,3.114e+06,8.003e-14,0.01,1.248e-06,2.169,0,1000.0,50.0,509.0,40.0,72.9,64.4
HF-200160-2,HF,200,160,4.299e+10,6.671e+08,3.114e+06,8.003e-14,0.01,1.434e-06,2.169,0,1000.0,50.0,509.0,40.0,70.0,61.1
HF-225014-2,HF,225,14,1e+06,1.673e+08,2.088e+06,1.975e-14,0.01,8.988e-08,1.784,0,300.0,100.0,215.0,200.0,89.7,82.7
HF-225026-2,HF,225,26,1e+06,4.409e+08,2.242e+06,1.023e-14,0.01,1.568e-07,1.833,0,300.0,100.0,103.0,200.0,79.4,71.4
HF-225060-2,HF,225,60,1.389e+09,1.17e+09,2.871e+06,9.446e-15,0.01,1.672e-07,2.111,0,1000.0,50.0,300.0,150.0,60.4,48.9
HF-225125-2,HF,225,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,76.4
HF-225147-2,HF,225,147,4.299e+10,6.671e+08,3.114e+06,8.003e-14,0.01,1.248e-06,2.169,0,1000.0,50.0,509.0,40.0,72.9,64.4
HF-225160-2,HF,225,160,4.299e+10,6.671e+08,3.114e+06,8.003e-14,0.01,1.434e-06,2.169,0,1000.0,50.0,509.0,40.0,70.0,61.1
HF-226014-2,HF,226,14,1e+06,1.673e+08,2.088e+06,1.975e-14,0.01,8.988e-08,1.784,0,300.0,100.0,215.0,200.0,89.7,82.7
HF-226026-2,HF,226,26,1e+06,4.409e+08,2.242e+06,1.023e-14,0.01,1.568e-07,1.833,0,300.0,100.0,103.0,200.0,79.4,71.4
HF-226060-2,HF,226,60,1.389e+09,1.17e+09,2.871e+06,9.446e-15,0.01,1.672e-07,2.111,0,1000.0,50.0,300.0,150.0,60.4,48.9
HF-226125-2,HF,226,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,76.4
HF-226147-2,HF,226,147,4.299e+10,6.671e+08,3.114e+06,8.003e-14,0.01,1.248e-06,2.169,0,1000.0,50.0,509.0,40.0,72.9,64.4
HF-226160-2,HF,226,160,4.299e+10,6.671e+08,3.114e+06,8.003e-14,0.01,1.434e-06,2.169,0,1000.0,50.0,509.0,40.0,70.0,61.1
HF-250014-2,HF,250,14,1e+06,1.673e+08,2.088e+06,1.975e-14,0.01,8.988e-08,1.784,0,300.0,100.0,215.0,200.0,89.7,82.7
HF-250026-2,HF,250,26,1e+06,4.409e+08,2.242e+06,1.023e-14,0.01,1.568e-07,1.833,0,300.0,100.0,103.0,200.0,79.4,71.4
HF-250060-2,HF,250,60,1.389e+09,1.17e+09,2.871e+06,9.446e-15,0.01,1.672e-07,2.111,0,1000.0,50.0,300.0,150.0,60.4,48.9
HF-250125-2,HF,250,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,76.4
HF-250147-2,HF,250,147,4.299e+10,6.671e+08,3.114e+06,8.003e-14,0.01,1.248e-06,2.169,0,1000.0,50.0,509.0,40.0,72.9,64.4
HF-292014-2,HF,292,14,1e+06,1.673e+08,2.088e+06,1.975e-14,0.01,8.988e-08,1.784,0,300.0,100.0,215.0,200.0,89.7,82.7
HF-292026-2,HF,292,26,1e+06,4.409e+08,2.242e+06,1.023e-14,0.01,1.568e-07,1.833,0,300.0,100.0,103.0,200.0,79.4,71.4
HF-292060-2,HF,292,60,1.389e+09,1.17e+09,2.871e+06,9.446e-15,0.01,1.672e-07,2.111,0,1000.0,50.0,300.0,150.0,60.4,48.9
HF-292125-2,HF,292,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,74.4
HF-300014-2,HF,300,14,1e+06,1.673e+08,2.088e+06,1.975e-14,0.01,8.988e-08,1.784,0,300.0,100.0,215.0,200.0,89.7,82.7
HF-300026-2,HF,300,26,1e+06,4.409e+08,2.242e+06,1.023e-14,0.01,1.568e-07,1.833,0,300.0,100.0,103.0,200.0,79.4,71.4
HF-300060-2,HF,300,60,1.389e+09,1.17e+09,2.871e+06,9.446e-15,0.01,1.672e-07,2.111,0,1000.0,50.0,300.0,150.0,60.4,48.9
HF-300125-2,HF,300,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,74.4
HF-300147-2,HF,300,147,4.299e+10,6.671e+08,3.114e+06,8.003e-14,0.01,1.248e-06,2.169,0,1000.0,50.0,509.0,40.0,72.9,64.4
HF-301014-2,HF,301,14,1e+06,1.673e+08,2.088e+06,1.975e-14,0.01,8.988e-08,1.784,0,300.0,100.0,215.0,200.0,89.7,82.7
HF-301026-2,HF,301,26,1e+06,4.409e+08,2.242e+06,1.023e-14,0.01,1.568e-07,1.833,0,300.0,100.0,103.0,200.0,79.4,71.4
HF-301060-2,HF,301,60,1.389e+09,1.17e+09,2.871e+06,9.446e-15,0.01,1.672e-07,2.111,0,1000.0,50.0,300.0,150.0,60.4,48.9
HF-301125-2,HF,301,125,8.064e+09,1.223e+09,2.706e+06,2.045e-14,0.01,2.848e-07,2.371,0,1000.0,50.0,311.0,40.0,84.8,74.4
