"Product Group","Status","Compliance","Channel Polarity","Silicon Family","Package Name","Type","Gate Level","Wide SOA Mosfets","Configuration","OPN in older Technology","V(BR)DSS Min (V)","RDS(on) Max @ VGS = 10 V  (mΩ)","Vgs (V)","Vgs(th) Max (V)","ID Max (A)","PD Max (W)","RDS(on) Max @ VGS = 2.5 V  (mΩ)","RDS(on) Max @ VGS = 4.5 V  (mΩ)","Qg Typ @ VGS = 4.5 V (nC)","Qg Typ @ VGS = 10 V (nC)","Ciss Typ (pF)","Qgd Typ @ VGS = 4.5 V (nC)","Qrr Typ (nC)","Coss Typ (pF)","Crss Typ (pF)","Package Type","MSL Type","MSL Temp (°C)","Reference Price",
"ATP113-TL-H","Active","H Pb   ","P-Channel","PowerTrench® T1","DPAK","Low-Medium Voltage","Logic","0","Single","0","-60","29.5","20","-2.6","-35","50","-","38","-","55","2400","12","-","250","195","DPAK (Single Gauge) / ATPAK ","1 ","260 ","0.7293 ",
"ATP304-TL-H","Active","H Pb   ","P-Channel","PowerTrench® T1","DPAK","Low-Medium Voltage","Logic","0","Single","0","-60","6.5","20","2.6","-100","90","-","8.9","-","240","13000","-","-","1080","760","DPAK (Single Gauge) / ATPAK ","1 ","260 ","2.1721 ",
"ECH8308-TL-H","Active","H Pb   ","P-Channel","PowerTrench® T1","Power 33","Low-Medium Voltage","Logic","0","Single","0","-12","-","10","1.3","-10","1.6","20","12.5","-","26","230","7.1","-","720","550","SOT-28 FL / ECH-8 ","1 ","260 ","0.3191 ",
"ECH8310-TL-H","Active","H Pb   ","P-Channel","PowerTrench® T1","Power 33","Low-Medium Voltage","Logic","0","Single","0","-30","17","20","2.6","-9","1.5","-","28","-","28","1400","6","-","350","250","SOT-28 FL / ECH-8 ","1 ","260 ","0.3316 ",
"ECH8315-TL-H","Active","H Pb   ","P-Channel","PowerTrench® T1","Power 33","Low-Medium Voltage","Logic","0","Single","0","-30","25","20","2.6","-7.5","1.5","-","44","-","17","875","4.7","-","200","150","SOT-28 FL / ECH-8 ","1 ","260 ","0.2621 ",
"ECH8420-TL-H","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33","Low-Medium Voltage","Logic","0","Single","0","20","-","12","1.3","14","1.6","11.5","6.8","-","29","2430","8.7","-","410","330","SOT-28 FL / ECH-8 ","1 ","260 ","0.3263 ",
"ECH8654-TL-H","Active","H Pb   ","P-Channel","PowerTrench® T1","Power 33","Low-Medium Voltage","Logic","0","Dual","0","-20","-","10","1.3","-5","1.3","Q1=Q2=58","Q1=Q2=38","-","11","960","2.8","-","180","140","SOT-28 FL / ECH-8 ","1 ","260 ","0.2663 ",
"ECH8655R-TL-H","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33","Low-Medium Voltage","Logic","0","Dual Common Drain","0","24","-","12","1.3","9","1.4","Q1=Q2=25.5","Q1=Q2=17","-","16.8","-","4.8","-","-","-","SOT-28 FL / ECH-8 ","1 ","260 ","0.2561 ",
"ECH8657-TL-H","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33","Low-Medium Voltage","Logic","0","Dual","0","35","59","20","2.6","4.5","1.3","-","Q1=Q2=119","-","4.6","230","1","-","37","25","SOT-28 FL / ECH-8 ","1 ","260 ","0.2213 ",
"ECH8660-TL-H","Active","H Pb   ","Complementary","PowerTrench® T1","Power 33","Low-Medium Voltage","Logic","0","Dual","0","30","59","20","2.6","4.5","1.3","~NA~","119|100","~NA~","4.4","240","0.64","~NA~","45","30","SOT-28 FL / ECH-8 ","1 ","260 ","0.1996 ",
"ECH8661-TL-H","Active","H Pb   ","Complementary","PowerTrench® T1","Power 33","Low-Medium Voltage","Logic","0","Dual","0","±30","24","20","2.6","7","1.3","-","41","-","11.8","710","2","-","120","72","SOT-28 FL / ECH-8 ","1 ","260 ","0.4044 ",
"ECH8663R-TL-H","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33","Low-Medium Voltage","Logic","0","Dual Common Drain","0","30","-","12","1.3","8","1.4","Q1=Q2=28","Q1=Q2=20.5","10.8","12.3","-","2.8","-","-","-","SOT-28 FL / ECH-8 ","1 ","260 ","0.7745 ",
"ECH8667-TL-H","Active","H Pb   ","P-Channel","PowerTrench® T1","Power 33","Low-Medium Voltage","Logic","0","Dual","0","-30","39","20","2.6","-5.5","1.3","-","Q1=Q2=77","-","13","600","3.2","-","145","110","SOT-28 FL / ECH-8 ","1 ","260 ","0.3952 ",
"ECH8690-TL-H","Active","H Pb   ","Complementary","PowerTrench® T1","Power 33","Low-Medium Voltage","Logic","0","Dual","0","±60","55","20","2.6","4.7","1.5","-","74","10","18","955","2.8","-","58","45","SOT-28 FL / ECH-8 ","1 ","260 ","0.6099 ",
"ECH8693R-TL-W","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33","Low-Medium Voltage","Logic","0","Dual Common Drain","0","24","-","12","1.3","14","1.4","Q1=Q2=10.5","Q1=Q2=7","6","13","-","2.4","-","-","-","SOT-28 FL / ECH-8 ","1 ","260 ","0.2221 ",
"ECH8695R-TL-W","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33","Low-Medium Voltage","Logic","0","Dual Common Drain","0","24","-","12.5","1.3","11","1.4","Q1=Q2=13.3","Q1=Q2=9.1","37","10","-","1.5","-","-","-","SOT-28 FL / ECH-8 ","1 ","260 ","0.2633 ",
"ECH8697R-TL-W","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33","Low-Medium Voltage","Logic","0","Dual Common Drain","0","24","-","12.5","1.3","10","1.6","Q1=Q2=17.5","Q1=Q2=11.6","15","6","-","0.9","-","-","-","SOT-28 FL / ECH-8 ","1 ","260 ","0.2073 ",
"FDB0165N807L","Active","H Pb   ","N-Channel","PowerTrench® T6","D2PAK7","Low-Medium Voltage","Standard","0","Single","0","80","1.6","±20","4","310","300","-","-","-","217","16900","38","90","2350","335","D2PAK-7 / TO-263-7 ","1 ","245 ","3.8343 ",
"FDB0170N607L","Active","H Pb   ","N-Channel","PowerTrench® T6","D2PAK7","Low-Medium Voltage","Standard","0","Single","0","60","1.4","±20","4","300","250","-","-","-","89","13750","26","95","3235","240","D2PAK-7 / TO-263-7 ","1 ","245 ","2.1123 ",
"FDB0190N807L","Active","H Pb   ","N-Channel","PowerTrench® T6","D2PAK7","Low-Medium Voltage","Standard","0","Single","0","80","1.7","±20","4","270","250","-","-","-","178","13650","32","103","1990","235","D2PAK-7 / TO-263-7 ","1 ","245 ","2.4452 ",
"FDB024N08BL7","Active","H Pb   ","N-Channel","PowerTrench® T6","D2PAK7","Low-Medium Voltage","Standard","0","Single","0","80","2.4","±20","4.5","229","246","-","-","-","137","10170","28","112","1670","35","D2PAK-7 / TO-263-7 ","1 ","245 ","1.967 ",
"FDB0250N807L","Active","H Pb   ","N-Channel","PowerTrench® T6","D2PAK7","Low-Medium Voltage","Standard","0","Single","0","80","2.2","±20","4","240","214","-","-","-","143","11000","25","81","1435","115","D2PAK-7 / TO-263-7 ","1 ","245 ","2.3243 ",
"FDB0260N1007L","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK7","Low-Medium Voltage","Standard","0","Single","0","100","2.6","±20","4","200","250","-","-","-","84","6101","17","97","1343","46","D2PAK-7 / TO-263-7 ","1 ","245 ","4.6438 ",
"FDB0300N1007L","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK7","Low-Medium Voltage","Standard","0","Single","0","100","3","±20","4","200","250","-","-","-","44","5925","16","128","1220","42","D2PAK-7 / TO-263-7 ","1 ","245 ","2.6422 ",
"FDB035AN06A0","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","60","3.5","20","4","80","310","-","-","-","95","6400","24","39","1123","367","D2PAK-3 / TO-263-2 ","1 ","245 ","2.7214 ",
"FDB035N10A","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","100","3.5","±20","4","214","214","-","-","-","89","5485","25","129","2430","210","D2PAK-3 / TO-263-2 ","1 ","245 ","2.8566 ",
"FDB045AN08A0","Active"," Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","75","4.5","±20","4","80","310","-","-","-","92","6600","21","54","1000","240","D2PAK-3 / TO-263-2 ","1 ","245 ","1.8066 ",
"FDB047N10","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","100","4.7","±20","4.5","164","375","-","-","-","160","11500","36","245","1120","455","D2PAK-3 / TO-263-2 ","1 ","245 ","1.9856 ",
"FDB050AN06A0","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","60","5","20","4","80","245","-","-","-","61","3900","15","25","750","270","D2PAK-3 / TO-263-2 ","1 ","245 ","1.1292 ",
"FDB060AN08A0","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","80","6","±20","4","80","255","-","-","-","73","5150","16","38","800","230","D2PAK-3 / TO-263-2 ","1 ","245 ","1.8142 ",
"FDB0630N1507L","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK7","Low-Medium Voltage","Standard","0","Single","0","150","6.4","20","4","130","300","-","-","-","97","7065","17","229","552","27","D2PAK-7 / TO-263-7 ","1 ","245 ","3.1165 ",
"FDB0690N1507L","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK7","Low-Medium Voltage","Standard","0","Single","0","150","6.9","±20","4","115","250","-","-","-","82","6265","15","226","502","25","D2PAK-7 / TO-263-7 ","1 ","245 ","2.451 ",
"FDB070AN06A0","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","60","7","20","4","80","175","-","-","-","51","3000","16","35","510","230","D2PAK-3 / TO-263-2 ","1 ","245 ","1.6222 ",
"FDB075N15A","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","150","7.5","DC: ±20, AC: ±30","4","130","333","-","-","-","77","5525","16","264","516","21","D2PAK-3 / TO-263-2 ","1 ","245 ","2.2967 ",
"FDB082N15A","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","150","8.2","DC: ±20, AC: ±30","4","117","294","-","-","-","64.5","4645","13.5","268","460","20","D2PAK-3 / TO-263-2 ","1 ","245 ","2.9563 ",
"FDB088N08","Active"," Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","80","8.8","±20","4","85","160","-","-","-","91","4960","28","80.7","355","200","D2PAK-3 / TO-263-2 ","1 ","245 ","1.0827 ",
"FDB110N15A","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","150","11","DC: ±20, AC: ±30","4","92","234","-","-","-","47","3390","9.7","255","334","14","D2PAK-3 / TO-263-2 ","1 ","245 ","2.2223 ",
"FDB120N10","Active"," Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","100","12","±20","4.5","74","170","-","-","-","66","4215","20","67","405","170","D2PAK-3 / TO-263-2 ","1 ","245 ","1.5076 ",
"FDB13AN06A0","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","60","13.5","20","4","62","115","-","-","-","22","1350","6.4","17","260","90","D2PAK-3 / TO-263-2 ","1 ","245 ","0.9396 ",
"FDB150N10","Active"," Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","100","15","±20","4.5","57","110","-","-","-","53","3580","15","70","340","140","D2PAK-3 / TO-263-2 ","1 ","245 ","1.9057 ",
"FDB16AN08A0","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","80","16","±20","4","58","117","-","-","-","28","1857","6.4","36","288","88","D2PAK-3 / TO-263-2 ","1 ","245 ","1.26 ",
"FDB1D7N10CL7","Active","H Pb   ","N-Channel","PowerTrench® T8","D2PAK7","Low-Medium Voltage","Standard","0","Single","0","100","1.75","±20","4","268","250","-","-","-","116","8285","-","869","5025","50","D2PAK-7 / TO-263-7 ","1 ","245 ","3.4397 ",
"FDB2532","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","150","16","±20","4","79","310","-","-","-","82","5870","19","327","615","135","D2PAK-3 / TO-263-2 ","1 ","245 ","2.1073 ",
"FDB2552","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","150","36","±20","4","37","150","-","-","-","39","5870","8.3","242","285","55","D2PAK-3 / TO-263-2 ","1 ","245 ","1.0049 ",
"FDB2572","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","150","54","±20","4","29","135","-","-","-","26","1770","6","169","183","40","D2PAK-3 / TO-263-2 ","1 ","245 ","0.9288 ",
"FDB2614","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","200","27","±30","5","62","260","-","-","-","76","5435","18","810","505","110","D2PAK-3 / TO-263-2 ","1 ","245 ","2.2578 ",
"FDB2710","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","250","42.5","±30","5","50","260","-","-","-","78","5470","18","1300","426","97","D2PAK-3 / TO-263-2 ","1 ","245 ","2.3999 ",
"FDB33N25TM","Active"," Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","250","94","±30","5","33","235","-","-","-","36.8","1640","17","1710","330","39","D2PAK-3 / TO-263-2 ","1 ","245 ","0.9929 ",
"FDB3502","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","75","47","±20","4.5","14","41","-","-","-","11","615","3","17","75","35","D2PAK-3 / TO-263-2 ","1 ","245 ","0.6455 ",
"FDB3632","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","100","9","±20","4","80","310","-","-","-","84","6000","20","120","820","200","D2PAK-3 / TO-263-2 ","1 ","245 ","1.5074 ",
"FDB3652","Active, Not Rec","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","100","16","±20","4","61","150","-","-","-","41","2880","10","45","390","100","D2PAK-3 / TO-263-2 ","1 ","245 ","0.9474 ",
"FDB3682","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","100","36","±20","4","32","95","-","-","17","18.5","1250","4.6","90","190","45","D2PAK-3 / TO-263-2 ","1 ","245 ","1.0194 ",
"FDB390N15A","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","150","39","±20","4","27","75","-","-","-","14.3","965","3.5","131","96","5.8","D2PAK-3 / TO-263-2 ","1 ","245 ","0.8002 ",
"FDB44N25TM","Active"," Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","250","69","±30","5","44","307","-","-","-","47","2210","24","1800","450","60","D2PAK-3 / TO-263-2 ","1 ","245 ","1.1544 ",
"FDB52N20TM","Active"," Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","200","49","±30","5","52","357","-","-","-","49","2230","24","1300","540","66","D2PAK-3 / TO-263-2 ","1 ","245 ","1.1254 ",
"FDB5800","Active"," Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","60","6","20","2.5","80","242","-","-","120","104","6625","20.1","57","628","262","D2PAK-3 / TO-263-2 ","1 ","245 ","1.457 ",
"FDB86102LZ","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Logic","0","Single","0","100","24","±20","3","30","3.1","-","35","-","7.6","959","2.5","40","181","9","D2PAK-3 / TO-263-2 ","1 ","245 ","0.6936 ",
"FDB86135","Active","H Pb   ","N-Channel","PowerTrench® T1","D2PAK","Low-Medium Voltage","Standard","0","Single","0","100","3.5","±20","4","176","227","-","-","-","89","5485","25","129","2430","210","D2PAK-3 / TO-263-2 ","1 ","245 ","2.76 ",
"FDB86563-F085","Active","H Pb A P ","N-Channel","PowerTrench® T6","D2PAK","Low-Medium Voltage","Standard","0","Single","0","60","1.8","20","4","110","333","-","-","-","126","10100","18","150","2355","186","D2PAK-3 / TO-263-2 ","1 ","245 ","1.5845 ",
"FDBL0065N40","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","40","0.65","±20","4","300","429","-","-","-","29","15900","41","228","4025","604","TO-LL 8L ","1 ","245 ","2.8295 ",
"FDBL0090N40","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","40","0.9","±20","4","240","357","-","-","-","22","12000","16","178","3260","442","TO-LL 8L ","1 ","245 ","2.1175 ",
"FDBL0110N60","Active","H Pb   ","N-Channel","PowerTrench® T6","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","60","1.1","±20","4","300","429","-","-","-","24","13650","24","183","3375","255","TO-LL 8L ","1 ","260 ","2.661 ",
"FDBL0150N60","Active","H Pb   ","N-Channel","PowerTrench® T6","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","60","1.5","±20","4","240","357","-","-","-","19","10300","20","131","2590","270","TO-LL 8L ","1 ","245 ","3.4081 ",
"FDBL0150N80","Active","H Pb   ","N-Channel","PowerTrench® T6","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","80","1.4","±20","4","300","429","-","-","-","172","12800","~NA~","205","1925","139","TO-LL 8L ","1 ","260 ","2.112 ",
"FDBL0200N100","Active","H Pb   ","N-Channel","PowerTrench® T8","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","100","2","±20","4.5","300","429","-","-","-","95","6970","20","172","3950","29","TO-LL 8L ","1 ","245 ","3.4937 ",
"FDBL0210N80","Active","H Pb   ","N-Channel","PowerTrench® T6","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","80","2","±20","4","240","357","-","-","-","18","10000","24","118","1540","70","TO-LL 8L ","1 ","245 ","2.5201 ",
"FDBL0240N100","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","100","2.8","±20","4","210","300","-","-","-","79","5835","16","151","1235","41","TO-LL 8L ","1 ","245 ","2.5798 ",
"FDBL0260N100","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","100","2.6","±20","4","200","250","-","-","-","83","6175","16","121","1330","40","TO-LL 8L ","1 ","245 ","2.546 ",
"FDBL0330N80","Active","H Pb   ","N-Channel","PowerTrench® T6","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","80","3","±20","4","220","300","-","-","-","12","6320","18","95","1030","32","TO-LL 8L ","1 ","245 ","2.3306 ",
"FDBL0630N150","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","150","6.3","±20","4","169","500","-","-","-","70","5805","10","323","536","16","TO-LL 8L ","1 ","245 ","2.5137 ",
"FDBL86062-F085","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","100","4.3","±20","4.5","300","429","~NA~","~NA~","~NA~","95","6970","20","172","3950","29","TO-LL 8L ","1 ","260 ","3.2341 ",
"FDBL86062-F085AW","Active","H Pb A P ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","H-PSOF8L 9.90x10.38x2.30 ","1 ","260 ","0.0 ",
"FDBL86063","Active","H Pb   ","N-Channel","PowerTrench® T8","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","100","2.6","20","4","240","357","-","-","-","73","5120","17","175","3220","32","TO-LL 8L ","1 ","260 ","3.1577 ",
"FDBL86063-F085","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","100","5.6","±20","4","240","357","~NA~","~NA~","~NA~","73","5120","17","175","3220","32","TO-LL 8L ","1 ","260 ","3.1098 ",
"FDBL86063-F085AW","Active","H Pb A P ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","H-PSOF8L 9.90x10.38x2.30 ","1 ","260 ","0.0 ",
"FDBL86066-F085","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","100","4.1","± 20","2.9","240","300","~NA~","~NA~","~NA~","47","3240","10","243","1950","26","TO-LL 8L ","1 ","260 ","1.5095 ",
"FDBL86066-F085AW","Active","H Pb A P ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","H-PSOF8L 9.90x10.38x2.30 ","1 ","260 ","0.0 ",
"FDBL86210-F085","Active","H Pb A P ","N-Channel","PowerTrench® T1","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","150","6.3","±20","4","169","500","~NA~","~NA~","~NA~","70","5805","~NA~","323","536","16","TO-LL 8L ","1 ","260 ","2.4903 ",
"FDBL86361-F085","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","80","1.4","±20","4","300","429","~NA~","~NA~","~NA~","172","12800","~NA~","205","1925","139","TO-LL 8L ","1 ","260 ","2.4938 ",
"FDBL86361-F085AW","Active","H Pb A P ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","H-PSOF8L 9.90x10.38x2.30 ","1 ","260 ","0.0 ",
"FDBL86363-F085AW","Active","H Pb A P ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","H-PSOF8L 9.90x10.38x2.30 ","1 ","260 ","0.0 ",
"FDBL86363-F085","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 1012 (TOLL)","Low-Medium Voltage","Logic","0","Single","0","80","2","±20","4","240","357","~NA~","2","~NA~","130","10000","24","118","1540","70","TO-LL 8L ","1 ","260 ","1.8574 ",
"FDBL86366-F085","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 1012 (TOLL)","Low-Medium Voltage","Logic","0","Single","0","80","3","±20","4","220","300","~NA~","3","~NA~","86","6320","18","95","1030","32","TO-LL 8L ","1 ","260 ","1.3393 ",
"FDBL86366-F085AW","Active","H Pb A P ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","H-PSOF8L 9.90x10.38x2.30 ","1 ","260 ","0.0 ",
"FDBL86561-F085","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","60","1.1","±20","4","300","429","-","-","-","170","13650","24","183","3375","255","TO-LL 8L ","1 ","260 ","2.29 ",
"FDBL86563-F085","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","60","1.5","±20","4","240","357","-","-","-","130","10300","20","131","2590","270","TO-LL 8L ","1 ","260 ","2.1753 ",
"FDBL86566-F085","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","60","4.5","±20","4","240","300","-","-","-","80","6655","10","100","1745","57","TO-LL 8L ","1 ","260 ","1.3697 ",
"FDBL9401-F085T6","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","40","0.67","20","4","240","180.7","~NA~","~NA~","~NA~","148","10000","~NA~","218","5100","177","TO-LL 8L ","1 ","260 ","3.9882 ",
"FDBL9403-F085T6","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","40","0.95","20","4","300","159.6","~NA~","~NA~","~NA~","108","6985","~NA~","172","3720","68","TO-LL 8L ","1 ","260 ","2.7821 ",
"FDBL9406-F085T6","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 1012 (TOLL)","Low-Medium Voltage","Standard","0","Single","0","40","1.21","20","4","240","1.21","~NA~","~NA~","~NA~","75","4960","~NA~","101","2800","62","TO-LL 8L ","1 ","260 ","2.3837 ",
"FDD10AN06A0","Active","H Pb   ","N-Channel","PowerTrench® T1","DPAK","Low-Medium Voltage","Standard","0","Single","0","60","10.5","±20","4","50","135","-","-","-","28","1840","7.8","23","340","110","DPAK-3 / TO-252-3 ","1 ","260 ","0.868 ",
"FDD120AN15A0","Active","H Pb   ","N-Channel","PowerTrench® T1","DPAK","Low-Medium Voltage","Standard","0","Single","0","150","120","±20","4","14","65","-","-","15","11.2","770","2.6","109","85","17","DPAK-3 / TO-252-3 ","1 ","260 ","0.3435 ",
"FDD13AN06A0","Active","H Pb   ","N-Channel","PowerTrench® T1","DPAK","Low-Medium Voltage","Standard","0","Single","0","60","13.5","±20","4","50","115","-","-","-","22","1350","6.4","15","260","90","DPAK-3 / TO-252-3 ","1 ","260 ","0.7789 ",
"FDD1600N10ALZ","Active","H Pb   ","N-Channel","PowerTrench® T1","DPAK","Low-Medium Voltage","Logic","0","Single","0","100","124","±20","2.8","6.8","14.9","-","200","-","2.78","169","0.56","42","43","2.04","DPAK-3 / TO-252-3 ","1 ","260 ","0.3374 ",
"FDD16AN08A0","Active","H Pb   ","N-Channel","PowerTrench® T1","DPAK","Low-Medium Voltage","Standard","0","Single","0","75","16","±20","4","50","135","-","-","-","31","1874","7.2","31","290","91","DPAK-3 / TO-252-3 ","1 ","260 ","0.8096 ",
"FDD18N20LZ","Active","H Pb   ","N-Channel","PowerTrench® T1","DPAK","Low-Medium Voltage","Logic","0","Single","0","200","125","±20","2.5","16","89","-","150","-","30","1185","8.5","400","190","25","DPAK-3 / TO-252-3 ","1 ","260 ","0.8 ",
"FDD2572","Active","H Pb   ","N-Channel","PowerTrench® T1","DPAK","Low-Medium Voltage","Standard","0","Single","0","150","54","±20","4","29","135","-","-","-","3.3","1770","6","169","183","40","DPAK-3 / TO-252-3 ","1 ","260 ","0.9297 ",
"FDD2582","Active","H Pb   ","N-Channel","PowerTrench® T1","DPAK","Low-Medium Voltage","Standard","0","Single","0","150","66","±20","4","21","95","-","-","-","2.4","1295","4.2","134","145","30","DPAK-3 / TO-252-3 ","1 ","260 ","0.4748 ",
"FDD2670","Active","H Pb   ","N-Channel","PowerTrench® T1","DPAK","Low-Medium Voltage","Standard","0","Single","0","200","130","±20","4.5","3.6","70","-","-","-","27","1228","10","-","112","17","DPAK-3 / TO-252-3 ","1 ","260 ","0.7914 ",
"FDD306P","Active"," Pb   ","P-Channel","PowerTrench® T1","DPAK","Low-Medium Voltage","Logic","0","Single","0","-12","-","8","-1.5","-6.7","52","41","28","-","15","1290","-","-","-","-","DPAK-3 / TO-252-3 ","1 ","260 ","0.3823 ",
"FDD3670","Active","H Pb   ","N-Channel","PowerTrench® T1","DPAK","Low-Medium Voltage","Standard","0","Single","0","100","32","±20","4","34","83","-","-","-","57","2490","15","-","265","80","DPAK-3 / TO-252-3 ","1 ","260 ","1.1656 ",
