"Product Group","Status","Compliance","Channel Polarity","Silicon Family","Package Name","Type","Gate Level","Wide SOA Mosfets","Configuration","OPN in older Technology","V(BR)DSS Min (V)","RDS(on) Max @ VGS = 10 V  (mΩ)","Vgs (V)","Vgs(th) Max (V)","ID Max (A)","PD Max (W)","RDS(on) Max @ VGS = 2.5 V  (mΩ)","RDS(on) Max @ VGS = 4.5 V  (mΩ)","Qg Typ @ VGS = 4.5 V (nC)","Qg Typ @ VGS = 10 V (nC)","Ciss Typ (pF)","Qgd Typ @ VGS = 4.5 V (nC)","Qrr Typ (nC)","Coss Typ (pF)","Crss Typ (pF)","Package Type","MSL Type","MSL Temp (°C)","Reference Price",
"NVMFWS0D9N04XMT1G","Active","H Pb A P ","N-Channel","PowerTrench® T10","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","NVMFS5C410N","40","0.9","20","3.5","273","121","~NA~","~NA~","~NA~","61.3","3896","~NA~","231","2500","35","DFNW5 4.90x5.90x1.00, 1.27P ","1 ","260 ","1.4546 ",
"NVMFWS1D1N04XMT1G","Active","H Pb A P ","N-Channel","PowerTrench® T10","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","NVMFS5C420N","40","1.05","20","3.5","233","104","~NA~","~NA~","~NA~","49.3","3138","~NA~","224","2015","29.4","DFNW5 4.90x5.90x1.00, 1.27P ","1 ","260 ","1.2457 ",
"NVMFWS1D3N04XMT1G","Active","H Pb A P ","N-Channel","PowerTrench® T10","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","NVMFS5C426N","40","1.3","20","3.5","195","90","~NA~","~NA~","~NA~","38.6","2459","~NA~","241","1578","23.3","DFNW5 4.90x5.90x1.00, 1.27P ","1 ","260 ","0.0 ",
"NVMFWS1D5N08XT1G","Active","H Pb A P ","N-Channel","PowerTrench® T10","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","80","1.5","20","2.63","505","857","~NA~","~NA~","~NA~","89.3","6024","~NA~","109","2147","56","DFNW5 4.90x5.90x1.00, 1.27P ","1 ","260 ","1.582 ",
"NVMFWS1D9N08XT1G","Active","H Pb A P ","N-Channel","PowerTrench® T10","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","80","1.9","20","3.6","201","164","~NA~","~NA~","~NA~","39","4470","~NA~","202","1290","20","DFNW5 4.90x5.90x1.00, 1.27P ","1 ","260 ","1.3205 ",
"NVMFWS2D1N08XT1G","Active","H Pb A P ","N-Channel","PowerTrench® T10","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","NVMFS6H800N","80","2.1","20","3.6","181","148","~NA~","~NA~","~NA~","33","3800","~NA~","183","1100","17","DFNW5 4.90x5.90x1.00, 1.27P ","1 ","260 ","1.164 ",
"NVMFWS2D3N04XMT1G","Active","H Pb A P ","N-Channel","PowerTrench® T10","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","NVMFS5C442N","40","2.35","20","3.5","121","63","~NA~","~NA~","~NA~","22.2","1417","~NA~","245","911","1417","DFNW5 4.90x5.90x1.00, 1.27P ","1 ","260 ","0.4427 ",
"NVMFWS2D5N08XT1G","Active","H Pb A P ","N-Channel","PowerTrench® T10","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","80","2.5","20","3.6","156","133","~NA~","~NA~","~NA~","10","3200","~NA~","167","930","14","DFNW5 4.90x5.90x1.00, 1.27P ","1 ","260 ","1.1049 ",
"NVMFWS2D9N04XMT1G","Active","H Pb A P ","N-Channel","PowerTrench® T10","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","NVMFS5C456N","40","3.1","20","3.5","94","50","~NA~","~NA~","~NA~","15.7","1000","~NA~","391","645","12.3","DFNW5 4.90x5.90x1.00, 1.27P ","1 ","260 ","0.0 ",
"NVMFWS3D0N08XT1G","Active","H Pb A P ","N-Channel","PowerTrench® T10","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","80","3","20","3.6","144","133","~NA~","~NA~","~NA~","45","3205","~NA~","164","926","14","DFNW5 4.90x5.90x1.00, 1.27P ","1 ","260 ","0.9338 ",
"NVMFWS3D5N08XT1G","Active","H Pb A P ","N-Channel","PowerTrench® T10","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","80","3.5","20","3.6","119","107","~NA~","~NA~","~NA~","33","2400","~NA~","138","700","11","DFNW5 4.90x5.90x1.00, 1.27P ","1 ","260 ","0.8817 ",
"NVMFWS4D5N08XT1G","Active","H Pb A P ","N-Channel","PowerTrench® T10","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","80","4.5","20","3.6","90","78","~NA~","~NA~","~NA~","22","1600","~NA~","101","460","7","DFNW5 4.90x5.90x1.00, 1.27P ","1 ","260 ","0.7106 ",
"NVMFWS6D2N08XT1G","Active","H Pb A P ","N-Channel","PowerTrench® T10","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","80","6.2","20","3.6","71","68","~NA~","~NA~","~NA~","19","1330","~NA~","88","390","6","DFNW5 4.90x5.90x1.00, 1.27P ","1 ","260 ","0.5791 ",
"NVMJD010N10MCLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Dual","0","100","10","20","3","62","85","~NA~","15.5","13","24","1651","3.3","tbd","697","9","LFPAK8 5.15x6.15 ","1 ","260 ","1.0626 ",
"NVMJD012N06CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Dual","0","60","11.9","20","2.2","42","42","~NA~","16.8","5.7","11.5","792","1.5","12","438","8","LFPAK8 5.15x6.15 ","1 ","260 ","0.7244 ",
"NVMJD015N06CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Dual","0","60","15","20","3","35","37","~NA~","21","4.7","9.4","643","1.2","9.8","311","5.8","LFPAK8 5.15x6.15 ","1 ","260 ","0.6698 ",
"NVMJD027N06CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Dual","0","60","26.5","20","2.2","21","24","~NA~","42.5","~NA~","5","335","0.7","7","153","4","LFPAK8 5.15x6.15 ","1 ","260 ","0.5773 ",
"NVMJD027N10MCLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 56 LFPAK","Low-Medium Voltage","Standard","0","Dual","0","100","26","20","3","28","46","~NA~","~NA~","~NA~","9.9","697","~NA~","20","272","4","LFPAK8 5.15x6.15 ","1 ","260 ","0.6207 ",
"NVMJD3D0N04CTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Standard","0","Dual","0","40","2.9","20","3.5","127","89","~NA~","~NA~","~NA~","38","2450","~NA~","35","1200","44","LFPAK8 5.15x6.15 ","1 ","260 ","1.2614 ",
"NVMJD4D7N04CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Dual","0","40","4.7","20","2.2","84","50","~NA~","7.7","11","23","1300","3","12","530","22","LFPAK8 5.15x6.15 ","1 ","260 ","0.8021 ",
"NVMJD5D4N04CTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Standard","0","Dual","0","40","5.4","20","3.5","70","3.2","~NA~","~NA~","~NA~","3","1020","~NA~","12","550","21","LFPAK8 5.15x6.15 ","1 ","260 ","0.8021 ",
"NVMJD7D4N04CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Dual","0","40","7.4","20","2.2","52","38","~NA~","12.6","7","16","997","2.2","8","354","13","LFPAK8 5.15x6.15 ","1 ","260 ","0.6788 ",
"NVMJD8D1N04CTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Standard","0","Dual","0","40","8.1","20","3.5","49","38","~NA~","~NA~","~NA~","11","659","~NA~","10","320","14","LFPAK8 5.15x6.15 ","1 ","260 ","0.6788 ",
"NVMJS0D8N04CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","40","0.72","20","2","368","180","~NA~","1.15","78","162","9600","~NA~","163","4690","119","LFPAK-8 ","1 ","260 ","1.1707 ",
"NVMJS0D9N04CTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Standard","0","Single","0","40","0.81","20","4","342","180","~NA~","~NA~","~NA~","117","7400","~NA~","148","4600","127","LFPAK-8 ","1 ","260 ","1.1652 ",
"NVMJS0D9N04CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","40","0.82","20","2","330","167","~NA~","1.2","66","143","8862","22","126","3328","77","LFPAK-8 ","1 ","260 ","1.0493 ",
"NVMJS1D0N04CTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Standard","0","Single","0","40","0.92","20","3.5","300","166","~NA~","~NA~","~NA~","86","6100","~NA~","159","3400","70","LFPAK-8 ","1 ","260 ","1.0433 ",
"NVMJS1D2N04CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","40","1.2","±20","2","237","128","~NA~","1.8","44","93","5600","~NA~","43","2600","70","LFPAK-8 ","1 ","260 ","0.7921 ",
"NVMJS1D3N04CTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Standard","0","Single","0","40","1.3","±20","3.5","235","128","~NA~","~NA~","~NA~","65","4300","~NA~","92","2100","59","LFPAK-8 ","1 ","260 ","1.2266 ",
"NVMJS1D4N06CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","60","1.3","20","2","262","180","~NA~","1.8","47","103","7430","11","175","3500","57","LFPAK-8 ","1 ","260 ","1.1707 ",
"NVMJS1D5N04CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","40","1.4","±20","2","200","110","~NA~","2.2","32","70","4300","9","80","1900","72","LFPAK-8 ","1 ","260 ","0.6389 ",
"NVMJS1D6N06CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","60","1.36","±20","2","250","167","~NA~","2.3","41","91","6660","10.9","105","2953","45","LFPAK-8 ","1 ","260 ","1.0552 ",
"NVMJS1D7N04CTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Standard","0","Single","0","40","1.7","±20","3.5","185","106","~NA~","~NA~","~NA~","47","3300","~NA~","68","1600","45","LFPAK-8 ","1 ","260 ","0.6389 ",
"NVMJS1D7N06CTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Standard","0","Single","0","60","1.68","20","4","224","168.6","~NA~","~NA~","~NA~","61","4870","~NA~","111","3505","22","LFPAK-8 ","1 ","260 ","1.2213 ",
"NVMJS2D5N06CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","60","2.4","±20","2","155","115","~NA~","3.3","24","52","3600","~NA~","60","1700","28","LFPAK-8 ","1 ","260 ","0.6785 ",
"NVMJS3D0N06CTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Standard","0","Single","0","60","2.9","20","4","139.3","112.2","~NA~","~NA~","~NA~","34","2675","~NA~","36","1920","21","LFPAK-8 ","1 ","260 ","0.7792 ",
"NVMJST0D9N04CTXG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 TCPAK","Low-Medium Voltage","Standard","0","Single","0","40","1","20","3.5","300","166","~NA~","~NA~","~NA~","86","6100","~NA~","159","3400","70","TCPAK10 5.1x7.5, 1.0P ","1 ","260 ","1.7242 ",
"NVMJST1D2N04CTXG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 TCPAK","Low-Medium Voltage","Standard","0","Single","0","40","1.2","20","4","268","150","~NA~","~NA~","~NA~","82","5340","~NA~","236","3500","140","TCPAK10 5.1x7.5, 1.0P ","1 ","260 ","1.7786 ",
"NVMJST1D3N04CTXG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 TCPAK","Low-Medium Voltage","Standard","0","Single","0","40","1.35","20","3.5","235","128","~NA~","~NA~","~NA~","65","4300","~NA~","92","2100","59","TCPAK10 5.1x7.5, 1.0P ","1 ","260 ","1.3729 ",
"NVMJST1D4N06CLTXG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 TCPAK","Low-Medium Voltage","Standard","0","Single","0","60","1.49","20","2","198","116","~NA~","~NA~","41","92.2","6555","10.5","119","3695","37.5","TCPAK10 5.1x7.5, 1.0P ","1 ","260 ","1.447 ",
"NVMJST1D6N04CTXG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 TCPAK","Low-Medium Voltage","Standard","0","Single","0","40","1.65","20","3.5","319","300","~NA~","~NA~","~NA~","47","3300","~NA~","68","1600","45","TCPAK10 5.1x7.5, 1.0P ","1 ","260 ","1.1689 ",
"NVMJST2D6N08HTXG","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 56 TCPAK","Low-Medium Voltage","Standard","0","Single","0","80","2.8","20","4","157","166","~NA~","~NA~","~NA~","64","4120","~NA~","98","586","22","TCPAK10 5.1x7.5, 1.0P ","1 ","260 ","1.3972 ",
"NVMJST3D3N04CTXG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 TCPAK","Low-Medium Voltage","Standard","0","Single","0","40","3.3","20","3.5","102","68","~NA~","~NA~","~NA~","23","1600","~NA~","23","830","28","TCPAK10 5.1x7.5, 1.0P ","1 ","260 ","0.9066 ",
"NVMTS001N06CTXG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 88","Low-Medium Voltage","Standard","0","Single","0","60","1","±20","4","254","136","~NA~","~NA~","~NA~","102","8200","~NA~","~NA~","4800","45","DFNW-8 ","1 ","260 ","3.5083 ",
"NVMTS001N06CLTXG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 88","Low-Medium Voltage","Logic","0","Single","0","60","0.81","±20","2.2","398.2","244","~NA~","1.05","74.3","165","12300","14.7","229","6225","130","DFNW-8 ","1 ","260 ","3.8378 ",
"NVMTS0D4N04CTXG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 88","Low-Medium Voltage","Standard","0","Single","0","40","0.45","20","4","558","244","~NA~","~NA~","~NA~","251","16500","~NA~","336","8310","607","DFNW-8 ","1 ","260 ","4.9733 ",
"NVMTS0D4N04CLTXG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 88","Low-Medium Voltage","Logic","0","Single","0","40","0.4","20","2.5","553.8","244","~NA~","0.64","163","341","20600","52.1","336","9500","709","DFNW-8 ","1 ","260 ","4.9195 ",
"NVMTS0D6N04CTXG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 88","Low-Medium Voltage","Standard","0","Single","0","40","0.48","20","4","468","205.4","~NA~","~NA~","~NA~","187","11800","~NA~","274","7030","5055","DFNW-8 ","1 ","260 ","3.9123 ",
"NVMTS0D6N04CLTXG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 88","Low-Medium Voltage","Logic","0","Single","0","40","0.42","20","2","469","205.4","~NA~","0.66","126","265","16013","38.4","228","6801","299","DFNW-8 ","1 ","260 ","3.8387 ",
"NVMTS0D7N04CTXG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 88","Low-Medium Voltage","Standard","0","Single","0","40","0.67","±20","4","420","205","~NA~","~NA~","~NA~","140","9281","~NA~","191","5387","176","DFNW-8 ","1 ","260 ","3.9742 ",
"NVMTS0D7N04CLTXG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 88","Low-Medium Voltage","Standard","0","Single","0","40","0.63","±20","2.5","433","205","-","-","-","99","12238","-","184","4629","129","DFNW-8 ","1 ","260 ","5.2458 ",
"NVMTS0D7N06CTXG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 88","Low-Medium Voltage","Standard","0","Single","0","60","0.72","±20","4","464","294.6","~NA~","~NA~","~NA~","152","11535","~NA~","324","8010","174","DFNW-8 ","1 ","260 ","4.9275 ",
"NVMTS0D7N06CLTXG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 88","Low-Medium Voltage","Logic","0","Single","0","60","0.68","20","2.5","447","300","~NA~","0.9","103","225","16200","~NA~","307","8490","270","DFNW-8 ","1 ","260 ","5.6003 ",
"NVMTS1D0N04CLTXG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 88","Low-Medium Voltage","Logic","0","Single","0","40","1","± 20","3","291","153","~NA~","1.5","~NA~","122","7408","20.6","96","3025","77","DFNW-8 ","1 ","260 ","2.6618 ",
"NVMTS1D1N04CTXG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 88","Low-Medium Voltage","Standard","0","Single","0","40","1.1","± 20","4","277","153","~NA~","~NA~","~NA~","86","5410","24","100","3145","82","DFNW-8 ","1 ","260 ","3.312 ",
"NVMTS1D2N08H","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 88","Low-Medium Voltage","Standard","0","Single","0","80","1.1","±20","4","295","215","N/A","N/A","N/A","148","10100","N/A","N/A","1375","50","DFNW-8 ","1 ","260 ","2.6572 ",
"NVMTS1D5N08H","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 88","Low-Medium Voltage","Standard","0","Single","0","80","1.4","20","4","273","258","~NA~","~NA~","~NA~","125","8220","~NA~","146","1190","31","DFNW-8 ","1 ","260 ","2.3162 ",
"NVMTS1D6N10MCTXG","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 88","Low-Medium Voltage","Standard","0","Single","0","100","1.7","±20","4","273","291","~NA~","~NA~","~NA~","106","7630","~NA~","385","4260","80","DFNW-8 ","1 ","260 ","2.8572 ",
"NVMTS4D3N15MC","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 88","Low-Medium Voltage","Standard","0","Single","0","150","4.45","20","4.5","165","292","-","~NA~","-","79","6514","~NA~","194","1750","12.5","DFNW-8 ","1 ","260 ","2.9469 ",
"NVMTS6D0N15MC","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 88","Low-Medium Voltage","Standard","0","Single","0","150","6.4","20","4.5","128","237","-","~NA~","-","58","4815","~NA~","125","1482","9.7","DFNW-8 ","1 ","260 ","2.1436 ",
"NVMTSC1D3N08M7TXG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 88 Dual Cool","Low-Medium Voltage","Standard","0","Single","0","80","1.25","±20","4","348","287","~NA~","~NA~","~NA~","196","14530","~NA~","152","2047","106","DFNW-8 ","1 ","260 ","2.3849 ",
"NVMTSC4D3N15MC","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 88 Dual Cool","Low-Medium Voltage","Standard","0","Single","0","150","4.5","20","4.5","165","292","-","~NA~","-","79","6514","~NA~","194","1750","12.5","DFNW-8 ","1 ","260 ","2.5845 ",
"NVMYS003N08LHTWG","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","80","3.3","±20","2","132","137","~NA~","4.3","31","64","3735","10.5","66","458","19","LFPAK-4 ","1 ","260 ","0.9605 ",
"NVMYS005N10MCLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","100","5.1","20","3","108","131","~NA~","7.1","26","55","4100","5","54","1350","22","LFPAK-4 ","1 ","260 ","1.1029 ",
"NVMYS006N08LHTWG","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","80","6.2","±20","2","77","89","~NA~","7.8","16","34","1950","5.5","45","250","11","LFPAK-4 ","1 ","260 ","0.6405 ",
"NVMYS007N10MCLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","100","7","20","3","83","107","~NA~","10","17","37","2700","4","37","950","14","LFPAK-4 ","1 ","260 ","0.8869 ",
"NVMYS008N08LHTWG","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","80","8.8","±20","2","59","73","~NA~","11","12","25","1420","4.3","36","192","11","LFPAK-4 ","1 ","260 ","0.5424 ",
"NVMYS010N04CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","40","10.3","20","2","38","28","~NA~","17.6","3.4","7.3","570","1","6","230","11","LFPAK-4 ","1 ","260 ","0.2857 ",
"NVMYS011N04CTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Standard","0","Single","0","40","12","±20","3.5","35","28","~NA~","~NA~","~NA~","7.9","420","~NA~","6.7","230","11","LFPAK-4 ","1 ","260 ","0.2852 ",
"NVMYS012N10MCLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","100","12.2","20","3","52","72","~NA~","18.3","9","19","1338","3","22","521","9","LFPAK-4 ","1 ","260 ","0.5883 ",
"NVMYS013N08LHTWG","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","80","13.1","±20","2","42","54","~NA~","17","8","17","906","2.9","25","116","6","LFPAK-4 ","1 ","260 ","0.4395 ",
"NVMYS014N06CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","60","15","±20","2","36","37","~NA~","21.5","4.5","9.7","620","1","-","340","7","LFPAK-4 ","1 ","260 ","0.311 ",
"NVMYS016N06CTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Standard","0","Single","0","60","16","20","4","33","35.7","~NA~","~NA~","~NA~","7","482","~NA~","8","313","7","LFPAK-4 ","1 ","260 ","0.3691 ",
"NVMYS016N10MCLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","100","14","20","3","46","64","~NA~","20","9","19","1250","2","24","460","8","LFPAK-4 ","1 ","260 ","0.5696 ",
"NVMYS020N08LHTWG","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","80","19.5","±20","2","30","42","~NA~","25","6","12","623","2.1","21","82","5","LFPAK-4 ","1 ","260 ","0.3829 ",
"NVMYS021N06CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","60","21","±20","2","27","28","~NA~","31.5","2.5","5","410","~NA~","7","210","7","LFPAK-4 ","1 ","260 ","0.2903 ",
"NVMYS021N10MCLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","100","23","20","3","31","49","~NA~","33","6","13","850","1.7","18","310","5","LFPAK-4 ","1 ","260 ","0.7765 ",
"NVMYS025N06CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","60","27.5","±20","2","21","24","~NA~","43","2.7","5.8","330","~NA~","7.5","172","5","LFPAK-4 ","1 ","260 ","0.2737 ",
"NVMYS029N08LHTWG","Active","H Pb A P ","N-Channel","PowerTrench® T8","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","80","29","±20","2","22","33","~NA~","38","4","9","431","1.4","16","55","4","LFPAK-4 ","1 ","260 ","0.3461 ",
"NVMYS1D2N04CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","40","1.1","±20","2","258","134","~NA~","1.7","52","109","6330","~NA~","107","3000","118","LFPAK-4 ","1 ","260 ","0.8225 ",
"NVMYS1D3N04CTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Standard","0","Single","0","40","1.15","20","3.5","252","134","~NA~","~NA~","~NA~","75","4855","~NA~","105","2565","71","LFPAK-4 ","1 ","260 ","1.2799 ",
"NVMYS1D6N04CLT1G","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","40","1.6","±20","1.5","185","185","~NA~","2.4","~NA~","71","4301","13","159","1749","46","LFPAK-4 ","1 ","260 ","0.6606 ",
"NVMYS1D6N04CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","40","1.6","20","3","185","185","~NA~","2.4","~NA~","71","4301","13","159","1749","46","LFPAK-4 ","1 ","260 ","0.7594 ",
"NVMYS1D7N04CT1G","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Standard","0","Single","0","40","1.7","±20","4","190","107.1","~NA~","~NA~","~NA~","50","3125","14.4","59","1273","30","LFPAK-4 ","1 ","260 ","0.6606 ",
"NVMYS1D7N04CTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Standard","0","Single","0","40","1.7","20","4","190","107.1","~NA~","~NA~","~NA~","50","3125","~NA~","59","1273","30","LFPAK-4 ","1 ","260 ","0.7594 ",
"NVMYS2D1N04CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","40","2.5","20","2","132","83","~NA~","3.7","23","50","3100","6.7","40","1100","37","LFPAK-4 ","1 ","260 ","0.5161 ",
"NVMYS2D2N06CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","60","2","20","2","185","134","~NA~","2.7","31","69","4850","~NA~","84","2450","25","LFPAK-4 ","1 ","260 ","0.828 ",
"NVMYS2D3N06CTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Standard","0","Single","0","60","2.3","20","4","171","134.4","~NA~","~NA~","~NA~","46","3584","~NA~","78","2581","24","LFPAK-4 ","1 ","260 ","0.8922 ",
"NVMYS2D4N04CTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Standard","0","Single","0","40","2.3","20","3.5","138","83","~NA~","~NA~","~NA~","32","2100","~NA~","40","1100","40","LFPAK-4 ","1 ","260 ","0.5299 ",
"NVMYS2D9N04CLTWG","Active","H Pb A P ","N-Channel","PowerTrench® T6","Power 56 LFPAK","Low-Medium Voltage","Logic","0","Single","0","40","2.8","20","2","110","68","~NA~","4.4","16","35","2100","~NA~","31","1000","42","LFPAK-4 ","1 ","260 ","0.4425 ",
