"Product Group","Status","Compliance","Channel Polarity","Silicon Family","Package Name","Type","Gate Level","Wide SOA Mosfets","Configuration","OPN in older Technology","V(BR)DSS Min (V)","RDS(on) Max @ VGS = 10 V  (mΩ)","Vgs (V)","Vgs(th) Max (V)","ID Max (A)","PD Max (W)","RDS(on) Max @ VGS = 2.5 V  (mΩ)","RDS(on) Max @ VGS = 4.5 V  (mΩ)","Qg Typ @ VGS = 4.5 V (nC)","Qg Typ @ VGS = 10 V (nC)","Ciss Typ (pF)","Qgd Typ @ VGS = 4.5 V (nC)","Qrr Typ (nC)","Coss Typ (pF)","Crss Typ (pF)","Package Type","MSL Type","MSL Temp (°C)","Reference Price",
"BUZ11-NR4941","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","50, ","40, ","±20, ","2, ","30, ","75, ","-, ","-, ","-, ","7, ","1500, ","-, ","250, ","750, ","250, ","TO-220-3 ","NA ","0 ","0.4812 ",
"ECH8308-TL-H","Active","H Pb   ","P-Channel, ","PowerTrench® T1, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","-12, ","-, ","10, ","1.3, ","-10, ","1.6, ","20, ","12.5, ","-, ","26, ","230, ","7.1, ","-, ","720, ","550, ","SOT-28 FL / ECH-8 ","1 ","260 ","0.3351 ",
"ECH8310-TL-H","Active","H Pb   ","P-Channel, ","PowerTrench® T1, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","-30, ","17, ","20, ","2.6, ","-9, ","1.5, ","-, ","28, ","-, ","28, ","1400, ","6, ","-, ","350, ","250, ","SOT-28 FL / ECH-8 ","1 ","260 ","0.3481 ",
"ECH8315-TL-H","Active","H Pb   ","P-Channel, ","PowerTrench® T1, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","-30, ","25, ","20, ","2.6, ","-7.5, ","1.5, ","-, ","44, ","-, ","17, ","875, ","4.7, ","-, ","200, ","150, ","SOT-28 FL / ECH-8 ","1 ","260 ","0.2752 ",
"ECH8420-TL-H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","20, ","-, ","12, ","1.3, ","14, ","1.6, ","11.5, ","6.8, ","-, ","29, ","2430, ","8.7, ","-, ","410, ","330, ","SOT-28 FL / ECH-8 ","1 ","260 ","0.3425 ",
"ECH8651R-TL-H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Dual, ","0, ","24, ","-, ","12, ","1.3, ","10, ","1.4, ","21, ","14, ","-, ","24, ","-, ","4.5, ","-, ","-, ","-, ","SOT-28 FL / ECH-8 ","1 ","260 ","0.2899 ",
"ECH8654-TL-H","Active","H Pb   ","P-Channel, ","PowerTrench® T1, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Dual, ","0, ","-20, ","-, ","10, ","1.3, ","-5, ","1.3, ","Q1=Q2=58, ","Q1=Q2=38, ","-, ","11, ","960, ","2.8, ","-, ","180, ","140, ","SOT-28 FL / ECH-8 ","1 ","260 ","0.2796 ",
"ECH8655R-TL-H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Dual Common Drain, ","0, ","24, ","-, ","12, ","1.3, ","9, ","1.4, ","Q1=Q2=25.5, ","Q1=Q2=17, ","-, ","16.8, ","-, ","4.8, ","-, ","-, ","-, ","SOT-28 FL / ECH-8 ","1 ","260 ","0.2689 ",
"ECH8657-TL-H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Dual, ","0, ","35, ","59, ","20, ","2.6, ","4.5, ","1.3, ","-, ","Q1=Q2=119, ","-, ","4.6, ","230, ","1, ","-, ","37, ","25, ","SOT-28 FL / ECH-8 ","1 ","260 ","0.2324 ",
"ECH8660-TL-H","Active","H Pb   ","Complementary, ","PowerTrench® T1, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Dual, ","0, ","30, ","59, ","20, ","2.6, ","4.5, ","1.3, ","~NA~, ","119|100, ","~NA~, ","4.4, ","240, ","0.64, ","~NA~, ","45, ","30, ","SOT-28 FL / ECH-8 ","1 ","260 ","0.2096 ",
"ECH8661-TL-H","Active","H Pb   ","Complementary, ","PowerTrench® T1, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Dual, ","0, ","±30, ","24, ","20, ","2.6, ","7, ","1.3, ","-, ","41, ","-, ","11.8, ","710, ","2, ","-, ","120, ","72, ","SOT-28 FL / ECH-8 ","1 ","260 ","0.3344 ",
"ECH8663R-TL-H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Dual Common Drain, ","0, ","30, ","-, ","12, ","1.3, ","8, ","1.4, ","Q1=Q2=28, ","Q1=Q2=20.5, ","10.8, ","12.3, ","-, ","2.8, ","-, ","-, ","-, ","SOT-28 FL / ECH-8 ","1 ","260 ","0.3616 ",
"ECH8667-TL-H","Active","H Pb   ","P-Channel, ","PowerTrench® T1, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Dual, ","0, ","-30, ","39, ","20, ","2.6, ","-5.5, ","1.3, ","-, ","Q1=Q2=77, ","-, ","13, ","600, ","3.2, ","-, ","145, ","110, ","SOT-28 FL / ECH-8 ","1 ","260 ","0.3348 ",
"ECH8690-TL-H","Active","H Pb   ","Complementary, ","PowerTrench® T1, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Dual, ","0, ","±60, ","55, ","20, ","2.6, ","4.7, ","1.5, ","-, ","74, ","10, ","18, ","955, ","2.8, ","-, ","58, ","45, ","SOT-28 FL / ECH-8 ","1 ","260 ","0.3352 ",
"ECH8693R-TL-W","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Dual Common Drain, ","0, ","24, ","-, ","12, ","1.3, ","14, ","1.4, ","Q1=Q2=10.5, ","Q1=Q2=7, ","6, ","13, ","-, ","2.4, ","-, ","-, ","-, ","SOT-28 FL / ECH-8 ","1 ","260 ","0.2332 ",
"ECH8695R-TL-W","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Dual Common Drain, ","0, ","24, ","-, ","12.5, ","1.3, ","11, ","1.4, ","Q1=Q2=13.3, ","Q1=Q2=9.1, ","37, ","10, ","-, ","1.5, ","-, ","-, ","-, ","SOT-28 FL / ECH-8 ","1 ","260 ","0.2765 ",
"ECH8697R-TL-W","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Dual Common Drain, ","0, ","24, ","-, ","12.5, ","1.3, ","10, ","1.6, ","Q1=Q2=17.5, ","Q1=Q2=11.6, ","15, ","6, ","-, ","0.9, ","-, ","-, ","-, ","SOT-28 FL / ECH-8 ","1 ","260 ","0.2177 ",
"FDB0165N807L","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","D2PAK7, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","80, ","1.6, ","±20, ","4, ","310, ","300, ","-, ","-, ","-, ","217, ","16900, ","38, ","90, ","2350, ","335, ","D2PAK-7 / TO-263-7 ","1 ","245 ","4.026 ",
"FDB0170N607L","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","D2PAK7, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","60, ","1.4, ","±20, ","4, ","300, ","250, ","-, ","-, ","-, ","89, ","13750, ","26, ","95, ","3235, ","240, ","D2PAK-7 / TO-263-7 ","1 ","245 ","2.2179 ",
"FDB0190N807L","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","D2PAK7, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","80, ","1.7, ","±20, ","4, ","270, ","250, ","-, ","-, ","-, ","178, ","13650, ","32, ","103, ","1990, ","235, ","D2PAK-7 / TO-263-7 ","1 ","245 ","2.6958 ",
"FDB024N08BL7","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","D2PAK7, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","80, ","2.4, ","±20, ","4.5, ","229, ","246, ","-, ","-, ","-, ","137, ","10170, ","28, ","112, ","1670, ","35, ","D2PAK-7 / TO-263-7 ","1 ","245 ","2.0653 ",
"FDB0250N807L","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","D2PAK7, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","80, ","2.2, ","±20, ","4, ","240, ","214, ","-, ","-, ","-, ","143, ","11000, ","25, ","81, ","1435, ","115, ","D2PAK-7 / TO-263-7 ","1 ","245 ","2.4405 ",
"FDB0260N1007L","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK7, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","2.6, ","±20, ","4, ","200, ","250, ","-, ","-, ","-, ","84, ","6101, ","17, ","97, ","1343, ","46, ","D2PAK-7 / TO-263-7 ","1 ","245 ","4.876 ",
"FDB035AN06A0","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","60, ","3.5, ","20, ","4, ","80, ","310, ","-, ","-, ","-, ","95, ","6400, ","24, ","39, ","1123, ","367, ","D2PAK-3 / TO-263-2 ","1 ","245 ","2.8575 ",
"FDB035N10A","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","3.5, ","±20, ","4, ","214, ","214, ","-, ","-, ","-, ","89, ","5485, ","25, ","129, ","2430, ","210, ","D2PAK-3 / TO-263-2 ","1 ","245 ","2.0015 ",
"FDB045AN08A0","Active"," Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","75, ","4.5, ","±20, ","4, ","80, ","310, ","-, ","-, ","-, ","92, ","6600, ","21, ","54, ","1000, ","240, ","D2PAK-3 / TO-263-2 ","1 ","245 ","1.897 ",
"FDB047N10","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","4.7, ","±20, ","4.5, ","164, ","375, ","-, ","-, ","-, ","160, ","11500, ","36, ","245, ","1120, ","455, ","D2PAK-3 / TO-263-2 ","1 ","245 ","1.9737 ",
"FDB050AN06A0","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","60, ","5, ","20, ","4, ","80, ","245, ","-, ","-, ","-, ","61, ","3900, ","15, ","25, ","750, ","270, ","D2PAK-3 / TO-263-2 ","1 ","245 ","1.1856 ",
"FDB060AN08A0","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","80, ","6, ","±20, ","4, ","80, ","255, ","-, ","-, ","-, ","73, ","5150, ","16, ","38, ","800, ","230, ","D2PAK-3 / TO-263-2 ","1 ","245 ","1.9049 ",
"FDB0630N1507L","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK7, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","150, ","6.4, ","20, ","4, ","130, ","300, ","-, ","-, ","-, ","97, ","7065, ","17, ","229, ","552, ","27, ","D2PAK-7 / TO-263-7 ","1 ","245 ","3.2723 ",
"FDB070AN06A0","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","60, ","7, ","20, ","4, ","80, ","175, ","-, ","-, ","-, ","51, ","3000, ","16, ","35, ","510, ","230, ","D2PAK-3 / TO-263-2 ","1 ","245 ","1.7033 ",
"FDB075N15A","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","150, ","7.5, ","DC: ±20, AC: ±30, ","4, ","130, ","333, ","-, ","-, ","-, ","77, ","5525, ","16, ","264, ","516, ","21, ","D2PAK-3 / TO-263-2 ","1 ","245 ","2.5322 ",
"FDB082N15A","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","150, ","8.2, ","DC: ±20, AC: ±30, ","4, ","117, ","294, ","-, ","-, ","-, ","64.5, ","4645, ","13.5, ","268, ","460, ","20, ","D2PAK-3 / TO-263-2 ","1 ","245 ","3.1041 ",
"FDB110N15A","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","150, ","11, ","DC: ±20, AC: ±30, ","4, ","92, ","234, ","-, ","-, ","-, ","47, ","3390, ","9.7, ","255, ","334, ","14, ","D2PAK-3 / TO-263-2 ","1 ","245 ","2.3334 ",
"FDB13AN06A0","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","60, ","13.5, ","20, ","4, ","62, ","115, ","-, ","-, ","-, ","22, ","1350, ","6.4, ","17, ","260, ","90, ","D2PAK-3 / TO-263-2 ","1 ","245 ","0.9865 ",
"FDB16AN08A0","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","80, ","16, ","±20, ","4, ","58, ","117, ","-, ","-, ","-, ","28, ","1857, ","6.4, ","36, ","288, ","88, ","D2PAK-3 / TO-263-2 ","1 ","245 ","1.323 ",
"FDB1D7N10CL7","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","D2PAK7, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","1.75, ","±20, ","4, ","268, ","250, ","-, ","-, ","-, ","116, ","8285, ","-, ","869, ","5025, ","50, ","D2PAK-7 / TO-263-7 ","1 ","245 ","3.7922 ",
"FDB2532","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","150, ","16, ","±20, ","4, ","79, ","310, ","-, ","-, ","-, ","82, ","5870, ","19, ","327, ","615, ","135, ","D2PAK-3 / TO-263-2 ","1 ","245 ","2.2126 ",
"FDB2552","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","150, ","36, ","±20, ","4, ","37, ","150, ","-, ","-, ","-, ","39, ","5870, ","8.3, ","242, ","285, ","55, ","D2PAK-3 / TO-263-2 ","1 ","245 ","1.0552 ",
"FDB2572","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","150, ","54, ","±20, ","4, ","29, ","135, ","-, ","-, ","-, ","26, ","1770, ","6, ","169, ","183, ","40, ","D2PAK-3 / TO-263-2 ","1 ","245 ","0.9752 ",
"FDB2614","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","200, ","27, ","±30, ","5, ","62, ","260, ","-, ","-, ","-, ","76, ","5435, ","18, ","810, ","505, ","110, ","D2PAK-3 / TO-263-2 ","1 ","245 ","2.3707 ",
"FDB2710","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","250, ","42.5, ","±30, ","5, ","50, ","260, ","-, ","-, ","-, ","78, ","5470, ","18, ","1300, ","426, ","97, ","D2PAK-3 / TO-263-2 ","1 ","245 ","2.5199 ",
"FDB33N25TM","Active"," Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","250, ","94, ","±30, ","5, ","33, ","235, ","-, ","-, ","-, ","36.8, ","1640, ","17, ","1710, ","330, ","39, ","D2PAK-3 / TO-263-2 ","1 ","245 ","1.0946 ",
"FDB3632","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","9, ","±20, ","4, ","80, ","310, ","-, ","-, ","-, ","84, ","6000, ","20, ","120, ","820, ","200, ","D2PAK-3 / TO-263-2 ","1 ","245 ","1.5828 ",
"FDB3652","Active, Not Rec","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","16, ","±20, ","4, ","61, ","150, ","-, ","-, ","-, ","41, ","2880, ","10, ","45, ","390, ","100, ","D2PAK-3 / TO-263-2 ","1 ","245 ","0.9948 ",
"FDB3682","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","36, ","±20, ","4, ","32, ","95, ","-, ","-, ","17, ","18.5, ","1250, ","4.6, ","90, ","190, ","45, ","D2PAK-3 / TO-263-2 ","1 ","245 ","1.0704 ",
"FDB390N15A","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","150, ","39, ","±20, ","4, ","27, ","75, ","-, ","-, ","-, ","14.3, ","965, ","3.5, ","131, ","96, ","5.8, ","D2PAK-3 / TO-263-2 ","1 ","245 ","0.8822 ",
"FDB44N25TM","Active"," Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","250, ","69, ","±30, ","5, ","44, ","307, ","-, ","-, ","-, ","47, ","2210, ","24, ","1800, ","450, ","60, ","D2PAK-3 / TO-263-2 ","1 ","245 ","1.2121 ",
"FDB52N20TM","Active"," Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","200, ","49, ","±30, ","5, ","52, ","357, ","-, ","-, ","-, ","49, ","2230, ","24, ","1300, ","540, ","66, ","D2PAK-3 / TO-263-2 ","1 ","245 ","1.2408 ",
"FDB5800","Active"," Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","60, ","6, ","20, ","2.5, ","80, ","242, ","-, ","-, ","120, ","104, ","6625, ","20.1, ","57, ","628, ","262, ","D2PAK-3 / TO-263-2 ","1 ","245 ","1.5298 ",
"FDB86102LZ","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","100, ","24, ","±20, ","3, ","30, ","3.1, ","-, ","35, ","-, ","7.6, ","959, ","2.5, ","40, ","181, ","9, ","D2PAK-3 / TO-263-2 ","1 ","245 ","0.7648 ",
"FDB86135","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","3.5, ","±20, ","4, ","176, ","227, ","-, ","-, ","-, ","89, ","5485, ","25, ","129, ","2430, ","210, ","D2PAK-3 / TO-263-2 ","1 ","245 ","3.0429 ",
"FDB86563-F085","Active","H Pb A P ","N-Channel, ","PowerTrench® T6, ","D2PAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","60, ","1.8, ","20, ","4, ","110, ","333, ","-, ","-, ","-, ","126, ","10100, ","18, ","150, ","2355, ","186, ","D2PAK-3 / TO-263-2 ","1 ","245 ","1.8037 ",
"FDBL0065N40","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 1012 (TOLL), ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","40, ","0.65, ","±20, ","4, ","300, ","429, ","-, ","-, ","-, ","220, ","15900, ","41, ","228, ","4025, ","604, ","TO-LL 8L ","1 ","245 ","2.0562 ",
"FDBL0090N40","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 1012 (TOLL), ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","40, ","0.9, ","±20, ","4, ","240, ","357, ","-, ","-, ","-, ","144, ","12000, ","16, ","178, ","3260, ","442, ","TO-LL 8L ","1 ","245 ","1.7405 ",
"FDBL0110N60","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 1012 (TOLL), ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","60, ","1.1, ","±20, ","4, ","300, ","429, ","-, ","-, ","-, ","24, ","13650, ","24, ","183, ","3375, ","255, ","TO-LL 8L ","1 ","260 ","2.794 ",
"FDBL0150N60","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 1012 (TOLL), ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","60, ","1.5, ","±20, ","4, ","240, ","357, ","-, ","-, ","-, ","19, ","10300, ","20, ","131, ","2590, ","270, ","TO-LL 8L ","1 ","245 ","3.7575 ",
"FDBL0150N80","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 1012 (TOLL), ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","80, ","1.4, ","±20, ","4, ","300, ","429, ","-, ","-, ","-, ","172, ","12800, ","~NA~, ","205, ","1925, ","139, ","TO-LL 8L ","1 ","260 ","2.3284 ",
"FDBL0200N100","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 1012 (TOLL), ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","2, ","±20, ","4.5, ","300, ","429, ","-, ","-, ","-, ","95, ","6970, ","20, ","172, ","3950, ","29, ","TO-LL 8L ","1 ","245 ","3.8518 ",
"FDBL0210N80","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 1012 (TOLL), ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","80, ","2, ","±20, ","4, ","240, ","357, ","-, ","-, ","-, ","130, ","10000, ","24, ","118, ","1540, ","70, ","TO-LL 8L ","1 ","245 ","2.6462 ",
"FDBL0240N100","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 1012 (TOLL), ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","2.8, ","±20, ","4, ","210, ","300, ","-, ","-, ","-, ","79, ","5835, ","16, ","151, ","1235, ","41, ","TO-LL 8L ","1 ","245 ","2.8443 ",
"FDBL0260N100","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 1012 (TOLL), ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","2.6, ","±20, ","4, ","200, ","250, ","-, ","-, ","-, ","83, ","6175, ","16, ","121, ","1330, ","40, ","TO-LL 8L ","1 ","245 ","2.8069 ",
"FDBL0330N80","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 1012 (TOLL), ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","80, ","3, ","±20, ","4, ","220, ","300, ","-, ","-, ","-, ","86, ","6320, ","18, ","95, ","1030, ","32, ","TO-LL 8L ","1 ","245 ","2.5694 ",
"FDBL0630N150","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 1012 (TOLL), ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","150, ","6.3, ","±20, ","4, ","169, ","500, ","-, ","-, ","-, ","70, ","5805, ","10, ","323, ","536, ","16, ","TO-LL 8L ","1 ","245 ","2.7714 ",
"FDBL86062-F085AW","Active","H Pb A P ","N-Channel, ","PowerTrench® T8, ","Power 1012 (TOLL), ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","4.3, ","20, ","4.5, ","300, ","429, ","~NA~, ","~NA~, ","~NA~, ","95, ","6970, ","20, ","172, ","3950, ","29, ","H-PSOF-8 10.43x9.90x2.30, 1.20P ","1 ","260 ","3.9371 ",
"FDBL86062-F085","Active","H Pb A P ","N-Channel, ","PowerTrench® T8, ","Power 1012 (TOLL), ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","4.3, ","±20, ","4.5, ","300, ","429, ","~NA~, ","~NA~, ","~NA~, ","95, ","6970, ","20, ","172, ","3950, ","29, ","TO-LL 8L ","1 ","260 ","3.3958 ",
"FDBL86063","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 1012 (TOLL), ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","2.6, ","20, ","4, ","240, ","357, ","-, ","-, ","-, ","73, ","5120, ","17, ","175, ","3220, ","32, ","TO-LL 8L ","1 ","260 ","3.3156 ",
"FDBL86063-F085","Active","H Pb A P ","N-Channel, ","PowerTrench® T8, ","Power 1012 (TOLL), ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","5.6, ","±20, ","4, ","240, ","357, ","~NA~, ","~NA~, ","~NA~, ","73, ","5120, ","17, ","175, ","3220, ","32, ","TO-LL 8L ","1 ","260 ","3.2653 ",
"FDBL86066-F085","Active","H Pb A P ","N-Channel, ","PowerTrench® T8, ","Power 1012 (TOLL), ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","4.1, ","± 20, ","2.9, ","240, ","300, ","~NA~, ","~NA~, ","~NA~, ","47, ","3240, ","10, ","243, ","1950, ","26, ","TO-LL 8L ","1 ","260 ","1.5849 ",
"FDBL86066-F085AW","Active","H Pb A P ","-, ","-, ","-, ","-, ","-, ","-, ","-, ","-, ","-, ","-, ","-, ","-, ","-, ","-, ","-, ","-, ","-, ","-, ","-, ","-, ","-, ","-, ","-, ","H-PSOF-8 10.43x9.90x2.30, 1.20P ","1 ","260 ","1.8376 ",
"FDBL86210-F085","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","Power 1012 (TOLL), ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","150, ","6.3, ","±20, ","4, ","169, ","500, ","~NA~, ","~NA~, ","~NA~, ","70, ","5805, ","~NA~, ","323, ","536, ","16, ","TO-LL 8L ","1 ","260 ","2.6149 ",
"FDBL86361-F085","Active","H Pb A P ","N-Channel, ","PowerTrench® T6, ","Power 1012 (TOLL), ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","80, ","1.4, ","±20, ","4, ","300, ","429, ","~NA~, ","~NA~, ","~NA~, ","172, ","12800, ","~NA~, ","205, ","1925, ","139, ","TO-LL 8L ","1 ","260 ","2.6184 ",
"FDBL86363-F085","Active","H Pb A P ","N-Channel, ","PowerTrench® T6, ","Power 1012 (TOLL), ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","80, ","2, ","±20, ","4, ","240, ","357, ","~NA~, ","2, ","~NA~, ","130, ","10000, ","24, ","118, ","1540, ","70, ","TO-LL 8L ","1 ","260 ","1.9503 ",
"FDBL86366-F085","Active","H Pb A P ","N-Channel, ","PowerTrench® T6, ","Power 1012 (TOLL), ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","80, ","3, ","±20, ","4, ","220, ","300, ","~NA~, ","3, ","~NA~, ","86, ","6320, ","18, ","95, ","1030, ","32, ","TO-LL 8L ","1 ","260 ","1.4062 ",
