"Product Group","Status","Compliance","Channel Polarity","Silicon Family","Package Name","Type","Gate Level","Wide SOA Mosfets","Configuration","OPN in older Technology","V(BR)DSS Min (V)","RDS(on) Max @ VGS = 10 V  (mΩ)","VGS Max (V)","Vgs(th) Max (V)","Id Max (A)","PD Max (W)","RDS(on) Max @ VGS = 2.5 V  (mΩ)","RDS(on) Max @ VGS = 4.5 V  (mΩ)","Qg Typ @ VGS = 4.5 V (nC)","Qg Typ @ VGS = 10 V (nC)","Ciss Typ (pF)","Qgd Typ @ VGS = 4.5 V (nC)","Qrr Typ (nC)","Coss Typ (pF)","Crss Typ (pF)","Package Type","MSL Type","MSL Temp (°C)","Reference Price",
"FQA40N25","Active"," Pb   ","N-Channel","PowerTrench® T1","TO-3PN","Small Signal","Standard","0","Single","0","250","70","±30","5","40","280","-","-","-","85","3100","46","2000","620","70","TO-3P-3L ","NA ","0 ","1.8884 ",
"FQA70N10","Active"," Pb   ","N-Channel","PowerTrench® T1","TO-3PN","Small Signal","Standard","0","Single","0","100","23","±25","4","70","214","-","-","-","85","2500","42","430","720","150","TO-3P-3L ","NA ","0 ","1.4153 ",
"FQA70N15","Active"," Pb   ","N-Channel","PowerTrench® T1","TO-3PN","Small Signal","Standard","0","Single","0","150","28","±25","4","70","330","-","-","-","135","4150","65","670","840","135","TO-3P-3L ","NA ","0 ","2.0409 ",
"FQP17P06","Active","H Pb   ","P-Channel","PowerTrench® T1","TO-220","Small Signal","Standard","0","Single","0","-60","120","±25","-4","-17","79","-","-","-","21","690","10","320","325","80","TO-220-3 ","NA ","0 ","0.7212 ",
"FQP17P10","Active","H Pb   ","P-Channel","PowerTrench® T1","TO-220","Small Signal","Standard","0","Single","0","-100","190","±30","-4","-16.5","100","-","-","-","30","850","17","520","310","100","TO-220-3 ","NA ","0 ","0.6669 ",
"FQP27P06","Active","H Pb   ","P-Channel","PowerTrench® T1","TO-220","Small Signal","Standard","0","Single","0","-60","70","±25","-4","-27","120","-","-","-","33","1100","18","410","510","120","TO-220-3 ","NA ","0 ","0.8124 ",
"FQP45N15V2","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220","Small Signal","Standard","0","Single","0","150","40","±25","4","45","220","-","-","-","72","2330","31","1190","510","135","TO-220-3 ","NA ","0 ","1.0982 ",
"FQP47P06","Active","H Pb   ","P-Channel","PowerTrench® T1","TO-220","Small Signal","Standard","0","Single","0","-60","26","±25","-4","-47","160","-","-","-","84","2800","44","550","1300","320","TO-220-3 ","NA ","0 ","1.3964 ",
"FQPF19N20C","Active"," Pb   ","N-Channel","PowerTrench® T1","TO-220FP","Small Signal","Standard","0","Single","0","200","170","±30","4","19","43","-","-","-","40.5","830","22.5","1630","195","85","TO-220-3 FullPak ","NA ","0 ","0.6613 ",
"FQPF27N25","Active"," Pb   ","N-Channel","PowerTrench® T1","TO-220FP","Small Signal","Standard","0","Single","0","250","110","±30","5","14","55","-","-","-","50","1900","26","1800","360","45","TO-220-3 FullPak ","NA ","0 ","1.6208 ",
"FQPF27P06","Active"," Pb   ","P-Channel","PowerTrench® T1","TO-220FP","Small Signal","Standard","0","Single","0","-60","70","±25","-4","-17","47","-","-","-","33","1100","18","410","510","120","TO-220-3 FullPak ","NA ","0 ","0.7826 ",
"FQPF47P06","Active"," Pb   ","P-Channel","PowerTrench® T1","TO-220FP","Small Signal","Standard","0","Single","0","-60","26","±25","-4","-30","62","-","-","-","84","2800","44","550","1300","320","TO-220-3 FullPak ","NA ","0 ","1.3511 ",
"FQPF7P20","Active"," Pb   ","P-Channel","PowerTrench® T1","TO-220FP","Small Signal","Standard","0","Single","0","-200","690","±30","-5","-5.2","45","-","-","-","19","590","9.5","1070","140","25","TO-220-3 FullPak ","NA ","0 ","0.6784 ",
"FQT3P20TF","Active"," Pb   ","P-Channel","PowerTrench® T1","SOT-223-4","Small Signal","Standard","0","Single","0","-200","2700","±30","-5","-0.67","2.5","-","-","-","6","190","2.9","340","45","7.5","SOT-223-4 / TO-261-4 ","1 ","260 ","0.2525 ",
"FQT4N20LTF","Active"," Pb   ","N-Channel","PowerTrench® T1","SC-4","Small Signal","Logic","0","Single","0","200","1350","±30","2","0.85","2.2","-","1400","-","4","240","1.9","250","36","6","SOT-223-4 / TO-261-4 ","1 ","260 ","0.2767 ",
"FQT5P10TF","Active"," Pb   ","P-Channel","PowerTrench® T1","SC-4","Small Signal","Standard","0","Single","0","-100","1050","±30","-4","-1","2","-","-","-","6.3","190","3","270","70","18","SOT-223-4 / TO-261-4 ","1 ","260 ","0.2637 ",
"FQT7N10LTF","Active"," Pb   ","N-Channel","PowerTrench® T1","SC-4","Small Signal","Standard","0","Single","0","100","350","±20","2","1.7","2","-","-","-","4.6","220","2.6","140","55","12","SOT-223-4 / TO-261-4 ","1 ","260 ","0.2504 ",
"HUF75321P3","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220","Small Signal","Standard","0","Single","0","55","34","±20","4","35","93","-","-","-","21","680","9","82","270","60","TO-220-3 ","NA ","0 ","0.5919 ",
"HUF75332P3","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220","Small Signal","Standard","0","Single","0","55","19","±20","4","60","145","-","-","-","40","1300","15","140","480","115","TO-220-3 ","NA ","0 ","0.8253 ",
"HUF75339P3","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220","Small Signal","Standard","0","Single","0","55","12","±20","4","75","200","-","-","-","60","2000","23","160","700","160","TO-220-3 ","NA ","0 ","0.8668 ",
"HUF75344G3","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-247","Small Signal","Standard","0","Single","0","55","8","±20","4","75","285","-","-","-","90","3200","39","210","1170","310","TO-247-3 ","NA ","0 ","1.8758 ",
"HUF75344P3","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220","Small Signal","Standard","0","Single","0","55","8","±20","4","75","285","-","-","-","90","3200","39","210","1170","310","TO-220-3 ","NA ","0 ","1.4318 ",
"HUF75345G3","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-247","Small Signal","Standard","0","Single","0","55","7","±20","4","75","325","-","-","-","125","4000","58","80","1450","450","TO-247-3 ","NA ","0 ","2.1145 ",
"HUF75345P3","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220","Small Signal","Standard","0","Single","0","55","7","±20","4","75","325","-","-","-","125","4000","58","80","1450","450","TO-220-3 ","NA ","0 ","1.2332 ",
"HUF75542P3","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220","Small Signal","Standard","0","Single","0","80","14","±20","4","75","230","-","-","-","80","2750","33","255","700","250","TO-220-3 ","NA ","0 ","1.6 ",
"HUF75545P3","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220","Small Signal","Standard","0","Single","0","80","10","±20","4","75","270","-","-","-","105","3750","43","300","1100","350","TO-220-3 ","NA ","0 ","1.3196 ",
"HUF75639G3","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-247","Small Signal","Standard","0","Single","0","100","25","±20","4","56","200","-","-","-","57","2000","24","320","500","65","TO-247-3 ","NA ","0 ","1.672 ",
"HUF75639P3","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220","Small Signal","Standard","0","Single","0","100","25","±20","4","56","200","-","-","-","57","2000","24","320","500","65","TO-220-3 ","NA ","0 ","1.1132 ",
"HUF75645P3","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220","Small Signal","Standard","0","Single","0","100","14","±20","4","75","310","-","-","-","106","3790","41","360","810","230","TO-220-3 ","NA ","0 ","1.346 ",
"HUF75652G3","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-247","Small Signal","Standard","0","Single","0","100","8","±20","4","75","515","-","-","-","211","7585","74","490","2345","630","TO-247-3 ","NA ","0 ","5.3451 ",
"HUF75852G3","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-247","Small Signal","Standard","0","Single","0","150","16","±20","4","75","500","-","-","13","215","7690","66","1830","1650","535","TO-247-3 ","NA ","0 ","7.6286 ",
"HUFA76407DK8T-F085","Active","H Pb A P ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Dual","0","60","90","±16","3","3.8","2.5","-","110","5.3","9.4","330","2.4","89","100","18","SOIC-8 ","1 ","260 ","1.0044 ",
"HUF76423P3","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220","Small Signal","Logic","0","Single","0","60","30","±16","3","33","85","-","38","38","15","1060","7","205","315","65","TO-220-3 ","NA ","0 ","0.6068 ",
"IRFM120ATF","Active"," Pb   ","N-Channel","PowerTrench® T1","SC-4","Small Signal","Standard","0","Single","0","100","200","±20","4","2.3","2.4","-","-","-","16","370","4.4","590","55","8","SOT-223-4 / TO-261-4 ","1 ","250 ","0.2799 ",
"MCH6341-TL-W","Active","H Pb   ","P-Channel","PowerTrench® T1","SC-6","Small Signal","Logic","0","Single","0","-30","59","20","2.6","-5","1.5","-","100","-","10","430","2.5","-","105","75","SC-88FL / MCPH-6 ","1 ","260 ","0.1541 ",
"MCH6351-TL-W","Active","H Pb   ","P-Channel","PowerTrench® T1","SC-6","Small Signal","Logic","0","Single","0","-12","-","10","1.3","-9","1.5","24","16.5","5.1","20.5","2200","3.2","-","350","320","SC-88FL / MCPH-6 ","1 ","260 ","0.2095 ",
"MCH6353-TL-W","Active","H Pb   ","P-Channel","PowerTrench® T1","SC-6","Small Signal","Logic","0","Single","0","-12","-","10","1.4","-6","1.4","48","35","-","12","1250","2.1","-","160","150","SC-88FL / MCPH-6 ","1 ","260 ","0.1464 ",
"MGSF1N02LT1G","Active","H Pb   ","N-Channel","PowerTrench® T1","SOT-23","Small Signal","Logic","0","Single","0","20","90","20","2.4","0.35","0.4","-","130","-","3.2","125","-","-","120","45","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.1188 ",
"MGSF1N03LT1G","Active","H Pb   ","N-Channel","PowerTrench® T1","SOT-23","Small Signal","Logic","0","Single","0","30","100","20","2.4","2.1","0.69","-","145","-","3.2","140","-","-","100","40","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.1391 ",
"MGSF2N02ELT1G","Active","H Pb   ","N-Channel","PowerTrench® T1","SOT-23","Small Signal","Logic","0","Single","0","20","-","8","1","2.8","1.25","115","85","-","3.5","150","1.5","-","130","45","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.1033 ",
"MMBF0201NLT1G","Active","H Pb   ","N-Channel","PowerTrench® T1","SOT-23","Small Signal","Logic","0","Single","0","20","1000","20","2.4","0.3","0.225","-","1400","-","1","45","-","-","25","5","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0667 ",
"MMBF170","Active","H Pb   ","N-Channel","PowerTrench® T1","SOT-23","Small Signal","Standard","0","Single","0","60","5000","±20","3","0.5","0.3","-","-","-","0.65","24","-","-","17","7","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0387 ",
"MMBF170LT1G","Active","H Pb   ","N-Channel","PowerTrench® T1","SOT-23","Small Signal","Standard","0","Single","0","60","5000","20","3","0.5","0.225","-","-","-","-","60","-","-","-","-","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0377 ",
"MMBF2201NT1G","Active, Not Rec","H Pb   ","N-Channel","PowerTrench® T1","SC-3","Small Signal","Logic","0","Single","0","20","1000","20","2.4","0.3","0.15","-","1400","-","-","45","-","-","25","5","SC-70-3 / SOT-323-3 ","1 ","260 ","0.0807 ",
"MTP3055VL","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220","Small Signal","Logic","0","Single","0","60","-","±15","2","12","48","-","180","-","7.8","345","-","-","114","410","TO-220-3 ","NA ","0 ","0.6692 ",
"MVGSF1N02LT1G","Active","H Pb A P ","N-Channel","PowerTrench® T1","SOT-23","Small Signal","Logic","0","NA","0","20","90","20","2.4","0.75","0.4","-","130","-","6","125","-","-","-","-","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.2875 ",
"MVGSF1N03LT1G","Active","H Pb A P ","N-Channel","PowerTrench® T1","SOT-23","Small Signal","Logic","0","NA","0","30","100","20","2.4","1.6","0.42","-","145","3.5","6","140","-","-","100","40","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.3227 ",
"MVMBF0201NLT1G","Active","H Pb A P ","N-Channel","PowerTrench® T1","SOT-23","Small Signal","Logic","0","NA","0","20","1000","20","2.4","0.3","0.225","-","1400","61.5","1.4","45","-","-","25","5","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.2227 ",
"MVSF2N02ELT1G","Active","H Pb A P ","N-Channel","PowerTrench® T1","SOT-23","Small Signal","Logic","0","NA","0","20","-","8","1","2.8","1.25","115","85","17","3.5","150","1.5","-","130","45","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.39 ",
"NDC7001C","Active","H Pb   ","Complementary","PowerTrench® T1","SC-6","Small Signal","Logic","0","NA","0","±60","N: 2000, P: 5000","±20","2.5","-0.34","0.096","-","N: 4000, P: 7500","-","1.6","20","N: 0.4, P: 0.3","N: 16, P: 11","N: 11, P: 13","N: 16, P: 11","TSOT-23-6 ","1 ","260 ","0.1383 ",
"NDC7002N","Active","H Pb   ","N-Channel","PowerTrench® T1","SC-6","Small Signal","Logic","0","NA","0","50","Q1: 2000, Q2: 2000","20","2.5","0.51","0.96","-","Q1: 4000, Q2: 4000","-","1","20","0.33","-","13","5","TSOT-23-6 ","1 ","260 ","0.1259 ",
"NDC7003P","Active","H Pb   ","P-Channel","PowerTrench® T1","SC-6","Small Signal","Logic","0","NA","0","-60","Q1=Q2=5000","±20","-3.5","-0.34","0.96","-","Q1=Q2=7000","-","1.6","66","0.3","-","13","6","TSOT-23-6 ","1 ","260 ","0.1573 ",
"NDP6060","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220","Small Signal","Standard","0","NA","0","60","25","±20","4","48","100","-","-","-","39","1190","22","-","475","150","TO-220-3 ","NA ","0 ","1.3705 ",
"NDP6060L","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220","Small Signal","Logic","0","NA","0","60","20","±20","2","48","49","-","25","3.5","36","1630","21","-","460","150","TO-220-3 ","NA ","0 ","1.4729 ",
"NDS0605","Active","H Pb   ","P-Channel","PowerTrench® T1","SOT-23","Small Signal","Logic","0","NA","0","-60","5000","±20","-3","-0.18","0.36","-","7500","-","1.8","79","51","-","1130","380","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0357 ",
"NDS0610","Active","H Pb   ","P-Channel","PowerTrench® T1","SOT-23","Small Signal","Logic","0","NA","0","-60","10000","±20","-3.5","-0.12","40","-","20000","11","1.8","79","0.4","15","10","4","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0833 ",
"NDS331N","Active","H Pb   ","N-Channel","PowerTrench® T1","SOT-23","Small Signal","Logic","0","NA","0","20","-","8","1","1.3","0.5","210","160","1.3","3.5","162","-","-","-","-","SOT-23-3 ","1 ","260 ","0.1315 ",
"NDS332P","Active","H Pb   ","P-Channel","PowerTrench® T1","SOT-23","Small Signal","Logic","0","NA","0","-20","-","8","-1","-1","0.5","410","300","2","3.7","195","-","-","-","-","SOT-23-3 ","1 ","260 ","0.1393 ",
"NDS352AP","Active","H Pb   ","P-Channel","PowerTrench® T1","SOT-23","Small Signal","Logic","0","NA","0","-30","300","20","-3","-0.9","0.5","-","500","3.5","2","135","-","-","-","-","SOT-23-3 ","1 ","260 ","0.1305 ",
"NDS355AN","Active","H Pb   ","N-Channel","PowerTrench® T1","SOT-23","Small Signal","Logic","0","NA","0","30","85","20","2","1.7","43","-","125","3.4","3.5","195","-","-","-","-","SOT-23-3 ","1 ","260 ","0.1619 ",
"NDS7002A","Active","H Pb   ","N-Channel","PowerTrench® T1","SOT-23","Small Signal","Logic","0","NA","0","60","2000","±20","2.5","0.28","96","-","3000","40","0.6","20","-","-","11","4","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0413 ",
"NDS9407","Active","H Pb   ","P-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","NA","0","-60","150","±20","-3","-3","50","-","240","-","16","732","3.3","-","86","38","SOIC-8 ","1 ","260 ","0.2573 ",
"NDS9945","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","NA","0","60","Q1: 100.0, Q2: 100.0","±20","3","3.5","49","-","Q1: 200.0, Q2: 200.0","-","12.9","345","3.2","-","110","25","SOIC-8 ","1 ","260 ","0.7736 ",
"NDS9948","Active","H Pb   ","P-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","NA","0","-60","Q1=Q2=250","±20","-3","-2.3","60","-","Q1=Q2=500","-","9","394","1.7","-","53","23","SOIC-8 ","1 ","260 ","0.2417 ",
"NDT014","Active"," Pb   ","N-Channel","PowerTrench® T1","SC-4","Small Signal","Standard","0","NA","0","60","200","±20","4","2.7","43","-","-","-","5","155","2","-","60","15","SOT-223-4 / TO-261-4 ","1 ","260 ","0.3953 ",
"NDT014L","Active"," Pb   ","N-Channel","PowerTrench® T1","SC-4","Small Signal","Logic","0","NA","0","60","160","±20","3","2.8","115","-","200","-","3.6","155","1.4","-","70","27","SOT-223-4 / TO-261-4 ","1 ","260 ","0.3957 ",
"NDT2955","Active"," Pb   ","P-Channel","PowerTrench® T1","SC-4","Small Signal","Logic","0","NA","0","-60","300","±20","-4","-2.5","1","-","500","-","11","601","2.7","40","85","35","SOT-223-4 / TO-261-4 ","1 ","260 ","0.2332 ",
"NDT3055","Active"," Pb   ","N-Channel","PowerTrench® T1","SC-4","Small Signal","Standard","0","NA","0","60","100","±20","4","4","72","-","-","-","9","250","2.6","-","100","30","SOT-223-4 / TO-261-4 ","1 ","260 ","0.3749 ",
"NDT3055L","Active"," Pb   ","N-Channel","PowerTrench® T1","SC-4","Small Signal","Logic","0","NA","0","60","100","±20","2","4","3","-","120","-","13","345","3.2","-","110","30","SOT-223-4 / TO-261-4 ","1 ","260 ","0.4045 ",
"NDT451AN","Active"," Pb   ","N-Channel","PowerTrench® T1","SC-4","Small Signal","Logic","0","NA","0","30","35","20","3","7.2","3","-","50","-","19","720","-","-","-","-","SOT-223-4 / TO-261-4 ","1 ","260 ","0.4368 ",
"NDT452AP","Active"," Pb   ","P-Channel","PowerTrench® T1","SC-4","Small Signal","Logic","0","NA","0","-30","65","20","-3","-5","3","-","100","-","22","690","-","-","-","-","SOT-223-4 / TO-261-4 ","1 ","260 ","0.3637 ",
"NDT456P","Active"," Pb   ","P-Channel","PowerTrench® T1","SC-4","Small Signal","Logic","0","NA","0","-30","30","20","-3","-7.5","3","-","45","-","47","1440","-","-","-","-","SOT-223-4 / TO-261-4 ","1 ","260 ","0.8533 ",
"NTA4001NT1G","Active","H Pb   ","N-Channel","PowerTrench® T1","SC-3","Small Signal","Logic","0","NA","0","20","-","10","1.5","0.3","0.301","3500","3000","1.82","-","11.5","-","-","10","3.5","SC-75-3 ","1 ","260 ","0.0443 ",
"NTA4151PT1G","Active","H Pb   ","P-Channel","PowerTrench® T1","SC-3","Small Signal","Logic","0","NA","0","-20","~NA~","6","~NA~","0.8","0.301","350","260","~NA~","2.1","156","0.5","-","28","18","SC-75-3 ","1 ","260 ","0.0511 ",
"NTA4153NT1G","Active","H Pb   ","N-Channel","PowerTrench® T1","SC-3","Small Signal","Logic","0","NA","0","20","-","6","1.1","0.9","0.3","275","230","-","1.82","110","-","-","16","12","SC-75-3 ","1 ","260 ","0.0484 ",
"NTA7002NT1G","Active","H Pb   ","N-Channel","PowerTrench® T1","SC-3","Small Signal","Logic","0","NA","0","30","-","10","1.5","0.2","0.3","7500","7000","-","-","11.5","-","-","10","3.5","SC-75-3 ","1 ","260 ","0.0341 ",
"NVA7002NT1G","Consult Sales Office","H Pb A P ","N-Channel","PowerTrench® T1","SC-3","Small Signal","Logic","0","NA","0","30","-","10","1.5","0.2","0.3","7500","7000","-","-","11.5","-","-","10","3.5","SC-75-3 ","1 ","260 ","0.0 ",
"NTE4151PT1G","Active","H Pb   ","P-Channel","PowerTrench® T1","SC-3","Small Signal","Logic","0","NA","0","-20","-","6"," -","0.8","0.301","350","260","-","2.1","156","0.5","-","28","18","SC-89-3 ","1 ","260 ","0.0824 ",
"NTE4153NT1G","Active","H Pb   ","N-Channel","PowerTrench® T1","SC-3","Small Signal","Logic","0","NA","0","20","-","6","1.1","0.9","0.33","275","230","-","1.82","110","0.5","-","16","10","SC-89-3 ","1 ","260 ","0.0632 ",
"NTF2955T1G","Active","H Pb   ","P-Channel","PowerTrench® T1","SC-4","Small Signal","Standard","0","NA","0","-60","180","20","4","-2.6","2.3","-","-","7.6","14","492","5.2","0.139","165","50","SOT-223-4 / TO-261-4D ","1 ","260 ","0.4521 ",
"NTF3055-100T1G","Active","H Pb   ","N-Channel","PowerTrench® T1","SC-4","Small Signal","Standard","0","NA","0","60","110","20","4","3","2.1","-","-","-","11","324","-","40","25","110","SOT-223-4 / TO-261-4D ","1 ","260 ","0.3569 ",
"NTF3055L108T1G","Active","H Pb   ","N-Channel","PowerTrench® T1","SC-4","Small Signal","Logic","0","NA","0","60","-","15","2","3","2.1","-","120","3.8","8","313","-","44","112","40","SOT-223-4 / TO-261-4D ","1 ","260 ","0.3016 ",
"NTF5P03T3G","Active","H Pb   ","P-Channel","PowerTrench® T1","SC-4","Small Signal","Logic","0","NA","0","-30","100","20","-3","-5.2","3.13","-","150","-","15","500","-","0.036","153","58","SOT-223-4 / TO-261-4D ","1 ","260 ","0.3877 ",
"NTF6P02T3G","Active","H Pb   ","P-Channel","PowerTrench® T1","SC-4","Small Signal","Logic","0","NA","0","-20","-","8","-1","-10","1.6","70","50","-","15","900","6","0.036","350","90","SOT-223-4 / TO-261-4D ","1 ","260 ","0.5364 ",
"NTGD1100LT1G","Consult Sales Office","H Pb   ","P-Channel","PowerTrench® T1","SC-6","Small Signal","Logic","0","NA","0","-8","-","8","1.2","3.3","0.83","55","40","3.7","-","NA","-","-","-","-","SC-74 ","1 ","260 ","0.0 ",
"NTGD3148NT1G","Active","H Pb   ","N-Channel","PowerTrench® T1","SC-6","Small Signal","Logic","0","NA","0","20","-","12","1.5","3","1","Q1=Q2=100","Q1=Q2=70","-","3.8","300","1.1","2.5","73","44","TSOP-6 ","1 ","260 ","0.1596 ",
"NTGD4167CT1G","Active","H Pb   ","Complementary","PowerTrench® T1","SC-6","Small Signal","Logic","0","NA","0","±30","-","12","1.5","2.6","0.9","N: 125, P: 300","N:90 , P: 170","13.2","3.7","295","0.8","3","48","27","TSOP-6 ","1 ","260 ","0.1929 ",
"NTGS3441T1G","Active","H Pb   ","P-Channel","PowerTrench® T1","SC-6","Small Signal","Logic","0","NA","0","-20","-","8","-1.5","-1","1","135","90","8","6.2","480","2.5","-","265","100","TSOP-6 ","1 ","260 ","0.18 ",
"NTGS3443T1G","Active","H Pb   ","P-Channel","PowerTrench® T1","SC-6","Small Signal","Logic","0","NA","0","-20","-","12","1.5","4.4","1","100","65","-","7.5","565","2.9","-","320","120","TSOP-6 ","1 ","260 ","0.1548 ",
"NTGS3446T1G","Active","H Pb   ","N-Channel","PowerTrench® T1","SC-6","Small Signal","Logic","0","NA","0","20","-","12","1.2","5.1","1","55","45","-","8","510","2","0.01","200","60","TSOP-6 ","1 ","260 ","0.1984 ",
"NTGS3455T1G","Active","H Pb   ","P-Channel","PowerTrench® T1","SC-6","Small Signal","Logic","0","NA","0","-30","100","20","-3","-3.5","1","-","170","6","9","480","2","-","220","60","TSOP-6 ","1 ","260 ","0.1779 ",
"NTGS4111PT1G","Active","H Pb   ","P-Channel","PowerTrench® T1","SC-6","Small Signal","Logic","0","NA","0","-30","38","20","3","3.7","0.63","-","68","-","15.25","750","3.4","8","140","105","TSOP-6 ","1 ","260 ","0.1629 ",
"NTGS4141NT1G","Active","H Pb   ","N-Channel","PowerTrench® T1","SC-6","Small Signal","Logic","0","NA","0","30","21.5","20","3","5","1","-","30","-","12","560","3","8","115","75","TSOP-6 ","1 ","260 ","0.1401 ",
"NTGS5120PT1G","Active","H Pb   ","P-Channel","PowerTrench® T1","SC-6","Small Signal","Logic","0","NA","0","-60","111","20","3","2.5","1.1","-","142","4","18.1","942","3.6","15.1","72","48","TSOP-6 ","1 ","260 ","0.1481 ",
"NTHD3100CT1G","Active","H Pb   ","Complementary","PowerTrench® T1","CHIPFET-8","Small Signal","Logic","0","NA","0","±20","-","12","1.5","2.9","1.1","N:77.0, P: 85.0","N:85, P: 64","7.9","7.4","N: 165, P: 680","0.7","6","80","25","ChipFET-8 ","1 ","260 ","0.3973 ",
"NTHD4102PT1G","Active","H Pb   ","P-Channel","PowerTrench® T1","CHIPFET-8","Small Signal","Logic","0","NA","0","-20","-","8","1.5","2.9","1.1","Q1=Q2=84","Q1=Q2=64","2.6","7.6","750","2.6","0.01","100","45","ChipFET-8 ","1 ","260 ","0.3971 ",
"NTHS4101PT1G","Active","H Pb   ","P-Channel","PowerTrench® T1","CHIPFET-8","Small Signal","Logic","0","NA","0","-20","-","8","1.5","4.8","1.3","30","21","-","25","2100","7","-","290","200","ChipFET-8 ","1 ","260 ","0.4133 ",
"NTJD1155LT1G","Active","H Pb   ","P-Channel","PowerTrench® T1","SC-6","Small Signal","Logic","0","NA","0","-8","-","8","1","1.3","0.4","170","130","1.3","-","NA","-","-","-","-","SC-88-6 / SC-70-6 / SOT-363-6 ","1 ","260 ","0.1431 ",
"NTJD1155LT2G","Active","H Pb   ","P-Channel","PowerTrench® T1","SC-6","Small Signal","Standard","0","NA","0","-8","-","-","-","-1.3","-","-","-","-","-","NA","-","-","-","-","SC-88-6 / SC-70-6 / SOT-363-6 ","1 ","260 ","0.1168 ",
"NTJD4001NT1G","Active","H Pb   ","N-Channel","PowerTrench® T1","SC-6","Small Signal","Logic","0","NA","0","30","-","20","1.5","0.25","0.272","Q1=Q2=2500","Q1=Q2=1500","0.9","-","20","0.2","-","19","7.25","SC-88-6 / SC-70-6 / SOT-363-6 ","1 ","260 ","0.0813 ",
"NTJD4105CT2G","Active","H Pb   ","Complementary","PowerTrench® T1","SC-6","Small Signal","Logic","0","NA","0","-","-","12","1.5","0.63","0.27","N:445.0 , P:460.0","N: 375.0, P: 300","0.9","1.3","N(20V):33, P(-8V): 160","0.4","-","13","2.8","SC-88-6 / SC-70-6 / SOT-363-6 ","1 ","260 ","0.0953 ",
"NTJD4105CT1G","Active","H Pb   ","Complementary","PowerTrench® T1","SC-6","Small Signal","Logic","0","NA","0","-","-","12","1.5","0.63","0.27","N:445.0 , P:460.0","N: 375.0, P: 300","0.9","1.3","N(20V):33, P(-8V): 160","0.4","-","13","2.8","SC-88-6 / SC-70-6 / SOT-363-6 ","1 ","260 ","0.102 ",
"NTJD4152PT1G","Active","H Pb   ","P-Channel","PowerTrench® T1","SC-6","Small Signal","Logic","0","NA","0","-20","-","12"," -","0.88","0.272","Q1=Q2=345","Q1=Q2=215","1.3","2.2","155","0.65","-","25","18","SC-88-6 / SC-70-6 / SOT-363-6 ","1 ","260 ","0.1121 ",
"NTJD4158CT1G","Active","H Pb   ","Complementary","PowerTrench® T1","SC-6","Small Signal","Logic","0","NA","0","30","~NA~","20","1.5","0.25","0.27","2500","260","0.9","0.9","155","0.2","~NA~","19","7.25","SC-88-6 / SC-70-6 / SOT-363-6 ","1 ","260 ","0.098 ",
