"Product Group","Status","Compliance","Channel Polarity","Silicon Family","Package Name","Type","Gate Level","Wide SOA Mosfets","Configuration","OPN in older Technology","V(BR)DSS Min (V)","RDS(on) Max @ VGS = 10 V  (mΩ)","VGS Max (V)","Vgs(th) Max (V)","Id Max (A)","PD Max (W)","RDS(on) Max @ VGS = 2.5 V  (mΩ)","RDS(on) Max @ VGS = 4.5 V  (mΩ)","Qg Typ @ VGS = 4.5 V (nC)","Qg Typ @ VGS = 10 V (nC)","Ciss Typ (pF)","Qgd Typ @ VGS = 4.5 V (nC)","Qrr Typ (nC)","Coss Typ (pF)","Crss Typ (pF)","Package Type","MSL Type","MSL Temp (°C)","Reference Price",
"FDP52N20","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220","Small Signal","Standard","0","Single","0","200","49","±30","5","52","357","-","-","-","49","2230","24","1300","540","66","TO-220-3 ","NA ","0 ","1.0633 ",
"FDP5800","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220","Small Signal","Logic","0","Single","0","60","7","±20","2.5","80","242","-","7.2","17","58","6890","18","106","750","295","TO-220-3 ","NA ","0 ","1.1278 ",
"FDP61N20","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220","Small Signal","Standard","0","Single","0","200","41","±30","5","61","417","-","-","-","58","2615","24","1500","645","80","TO-220-3 ","NA ","0 ","1.221 ",
"FDP8D5N10C","Active","H Pb   ","N-Channel","PowerTrench® T8","TO-220","Small Signal","Standard","0","Single","0","100","8.5","20","4","76","107","-","-","-","25","1765","5","53","1010","16","TO-220-3 ","NA ","0 ","1.1845 ",
"FDPF035N06B-F154","Active","H Pb   ","N-Channel","PowerTrench® T6","TO-220","Small Signal","Standard","0","Single","0","60","3.5","±20","4","88","46.3","~NA~","~NA~","~NA~","76","6035","~NA~","78","1685","55","TO-220 FULLPACK, 3-LEAD (ULTRA NARROW LEAD) ","NA ","0 ","1.3188 ",
"FDPF041N06BL1-F154","Active","H Pb   ","N-Channel","PowerTrench® T6","TO-220","Small Signal","Standard","0","Single","0","60","4.1","±20","4","77","44.1","~NA~","~NA~","~NA~","53","4280","~NA~","63","1050","23","TO-220 FULLPACK, 3-LEAD (ULTRA NARROW LEAD) ","NA ","0 ","0.8353 ",
"FDPF045N10A","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220FP","Small Signal","Standard","0","Single","0","100","4.5","±20","4","67","43","-","-","-","57","3961","13","120","925","34","TO-220-3 FullPak ","NA ","0 ","1.7488 ",
"FDPF085N10A","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220FP","Small Signal","Standard","0","Single","0","100","8.5","±20","4","40","33.3","-","-","-","31","2025","7.5","80","468","20","TO-220-3 FullPak ","NA ","0 ","1.1053 ",
"FDPF18N20FT","Active"," Pb   ","N-Channel","PowerTrench® T1","TO-220FP","Small Signal","Standard","0","Single","0","200","140","±30","5","18","41","-","-","-","20","885","9","240","200","24","TO-220-3 FullPak ","NA ","0 ","0.6933 ",
"FDPF190N15A","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220FP","Small Signal","Standard","0","Single","0","150","19","±20","4","27.4","33","-","-","-","30","2020","7.3","180","700","56","TO-220-3 FullPak ","NA ","0 ","1.2498 ",
"FDPF2710T","Active"," Pb   ","N-Channel","PowerTrench® T1","TO-220FP","Small Signal","Standard","0","Single","0","250","42.5","±30","5","25","62.5","-","-","-","78","5470","18","1300","426","97","TO-220-3 FullPak ","NA ","0 ","2.2243 ",
"FDPF2D3N10C","Active","H Pb   ","N-Channel","PowerTrench® T8","TO-220FP","Small Signal","Standard","0","Single","0","100","2.3","4","4","222","45","-","-","-","108","7980","22","191","4490","40","TO-220-3 FullPak ","NA ","0 ","3.2945 ",
"FDPF320N06L","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220FP","Small Signal","Logic","0","Single","0","60","25","±20","2.5","21","26","-","38","-","12.7","1105","6.3","23","115","64","TO-220-3 FullPak ","NA ","0 ","0.8734 ",
"FDPF33N25T","Active"," Pb   ","N-Channel","PowerTrench® T1","TO-220FP","Small Signal","Standard","0","Single","0","250","94","±30","5","33","37","-","-","-","36.8","1640","17","1710","330","39","TO-220-3 FullPak ","NA ","0 ","1.0664 ",
"FDPF3860T","Active"," Pb   ","N-Channel","PowerTrench® T1","TO-220FP","Small Signal","Standard","0","Single","0","100","38.2","±20","4.5","20","33.8","-","-","-","23","1350","8","56","145","60","TO-220-3 FullPak ","NA ","0 ","0.5687 ",
"FDPF390N15A","Active","H Pb   ","N-Channel","PowerTrench® T1","TO-220FP","Small Signal","Standard","0","Single","0","150","40","±20","4","15","22","-","-","-","14.3","965","3.5","131","96","5.8","TO-220-3 FullPak ","NA ","0 ","0.6308 ",
"FDPF39N20","Active"," Pb   ","N-Channel","PowerTrench® T1","TO-220FP","Small Signal","Standard","0","Single","0","200","66","±30","5","15","37","-","-","-","38","1640","16.5","1100","400","57","TO-220-3 FullPak ","NA ","0 ","0.9302 ",
"FDPF44N25T","Active"," Pb   ","N-Channel","PowerTrench® T1","TO-220FP","Small Signal","Standard","0","Single","0","250","69","±30","5","44","38","-","-","-","47","2210","24","1800","450","60","TO-220-3 FullPak ","NA ","0 ","1.15 ",
"FDPF4D5N10C","Active","H Pb   ","N-Channel","PowerTrench® T8","TO-220FP","Small Signal","Standard","0","Single","0","100","4.5","20","4","128","37.5","-","-","-","48","3615","9","106","2330","18","TO-220-3 FullPak ","NA ","0 ","2.6054 ",
"FDPF51N25","Active"," Pb   ","N-Channel","PowerTrench® T1","TO-220FP","Small Signal","Standard","0","Single","0","250","60","±30","5","51","38","-","-","-","55","2620","27","4000","530","63","TO-220-3 FullPak ","NA ","0 ","1.0596 ",
"FDPF55N06","Active"," Pb   ","N-Channel","PowerTrench® T1","TO-220FP","Small Signal","Standard","0","Single","0","60","22","±20","4","55","48","-","-","-","30","1160","7.5","55","375","60","TO-220-3 FullPak ","NA ","0 ","0.806 ",
"FDPF8D5N10C","Active","H Pb   ","N-Channel","PowerTrench® T8","TO-220FP","Small Signal","Standard","0","Single","0","100","8.5","20","4","76","35","-","-","-","25","1765","5","53","1010","16","TO-220-3 FullPak ","NA ","0 ","1.6891 ",
"FDS2572","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Single","0","150","47","±20","4","4.9","2.5","-","-","-","4","2050","6","158","220","48","SOIC-8 ","1 ","260 ","0.7333 ",
"FDS2582","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Single","0","150","66","±20","4","4.1","2.5","-","-","-","2.3","1290","4.4","116","150","32","SOIC-8 ","1 ","260 ","0.51 ",
"FDS2670","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Single","0","200","130","±20","4.5","3","2.5","-","-","-","27","1228","10","-","112","17","SOIC-8 ","1 ","260 ","0.8013 ",
"FDS2672","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Single","0","200","70","±20","4","3.9","2.5","-","-","-","33","1905","7","179","100","30","SOIC-8 ","1 ","260 ","0.8382 ",
"FDS2734","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Single","0","250","117","±30","4","3","2.5","-","-","-","32","1960","8","185","85","26","SOIC-8 ","1 ","260 ","0.8948 ",
"FDS3572","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Single","0","80","16","±20","4","8.9","2.5","-","-","-","4","1990","7.5","70","320","85","SOIC-8 ","1 ","260 ","0.7152 ",
"FDS3580","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Single","0","80","29","±20","4","7.6","2.5","-","-","-","34","1800","6.9","-","180","90","SOIC-8 ","1 ","260 ","0.6227 ",
"FDS3590","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Single","0","80","39","±20","4","6.5","2.5","-","-","-","25","1180","5.8","-","171","50","SOIC-8 ","1 ","260 ","0.3553 ",
"FDS3672","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Single","0","100","23","±20","4","7.5","2.5","-","-","-","4","2015","6","90","285","70","SOIC-8 ","1 ","260 ","0.6065 ",
"FDS3692","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Single","0","100","60","±20","4","4.5","2.5","-","-","-","1.4","746","2.8","64","115","27","SOIC-8 ","1 ","260 ","0.4667 ",
"FDS3890","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Dual","0","80","Q1: 44.0, Q2: 44.0","±20","4","4.7","2","-","-","-","25","1180","5.8","-","171","50","SOIC-8 ","1 ","260 ","0.7904 ",
"FDS3992","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Dual","0","100","Q1: 62.0, Q2: 62.0","±20","4","4.5","2.5","-","-","-","1.4","750","2.8","65","118","27","SOIC-8 ","1 ","260 ","0.624 ",
"FDS4141","Active","H Pb   ","P-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","-40","13","±20","-3","-10.8","5","-","19","16","19","2005","7","14","355","190","SOIC-8 ","1 ","260 ","0.4204 ",
"FDS4435BZ","Active","H Pb   ","P-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","-30","20","25","-3","-8.8","2.5","-","35","86","16","1385","-","-","-","-","SOIC-8 ","1 ","260 ","0.2405 ",
"FDS4465","Active","H Pb   ","P-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","-20","-","8","-1.5","-13.5","2.5","10.5","8.5","-","86","8237","-","-","-","-","SOIC-8 ","1 ","260 ","0.6585 ",
"FDS4559","Active","H Pb   ","Complementary","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Dual","0","±60","N:55.0,P:105.0","±20","±3","N: 4.5, P: -3.5","2","-","N:75.0,P:135.0","-","15","N: 650, P: 759","N: 2.6, P: 3.0","-","N: 80, P: 90","N: 35, P: 39","SOIC-8 ","1 ","260 ","0.312 ",
"FDS4672A","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","40","-","±20","2","11","2.5","-","13","-","35","4766","8.8","-","346","155","SOIC-8 ","1 ","260 ","0.5335 ",
"FDS4675","Active","H Pb   ","P-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","-40","13","±20","-3","-11","2.4","-","17","-","40","4350","13","-","622","290","SOIC-8 ","1 ","260 ","0.5481 ",
"FDS4685","Active","H Pb   ","P-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","-40","27","±20","-3","-8.2","2.5","-","35","-","19","1872","6.1","15","256","134","SOIC-8 ","1 ","260 ","0.4303 ",
"FDS4935A","Active","H Pb   ","P-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Dual","0","-30","Q1=Q2=23","20","-3","-7","1.6","-","Q1=Q2=35","-","15","1233","-","-","-","-","SOIC-8 ","1 ","260 ","0.3992 ",
"FDS4935BZ","Active","H Pb   ","P-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Dual","0","-30","Q1=Q2=22","25","-3","-6.9","1.6","-","Q1=Q2=35","-","16","1360","-","-","-","-","SOIC-8 ","1 ","260 ","0.364 ",
"FDS5351","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","60","35","±20","3","6.1","5","-","42","-","9","985","3.5","15","90","50","SOIC-8 ","1 ","260 ","0.2868 ",
"FDS5670","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Single","0","60","14","±20","4","10","2.5","-","-","-","49","2900","10.4","-","685","180","SOIC-8 ","1 ","260 ","0.8816 ",
"FDS5672","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Single","0","60","10","±20","4","12","2.5","-","-","-","4.2","2200","9.3","40","410","130","SOIC-8 ","1 ","260 ","0.7333 ",
"FDS6375","Active","H Pb   ","P-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","-20","-","8","-1.5","-8","2.5","32","24","75","26","2694","-","-","-","-","SOIC-8 ","1 ","260 ","0.3647 ",
"FDS6670A","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","30","8","20","3","13","2.5","-","10","46","21","2220","-","-","-","-","SOIC-8 ","1 ","260 ","0.3227 ",
"FDS6673BZ","Active","H Pb   ","P-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","-30","7.8","25","-3","-14.5","2.5","-","12","30","46","3500","-","-","-","-","SOIC-8 ","1 ","260 ","0.5043 ",
"FDS6675BZ","Active","H Pb   ","P-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","-30","13","25","-3","-11","2.5","21.8","13","-","25","1855","-","-","-","-","SOIC-8 ","1 ","260 ","0.3183 ",
"FDS6679AZ","Active","H Pb   ","P-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","-30","9.3","25","-3","-13","2.5","-","14.8","12","38","2890","-","-","-","-","SOIC-8 ","1 ","260 ","0.376 ",
"FDS6680A","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","30","9.5","20","3","12.5","2.5","-","13","105","16","1620","-","-","-","-","SOIC-8 ","1 ","260 ","0.3589 ",
"FDS6681Z","Active","H Pb   ","P-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","-30","4.6","25","-3","-20","2.5","-","6.5","12","105","7540","-","-","-","-","SOIC-8 ","1 ","260 ","0.9418 ",
"FDS6690A","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","30","12.5","20","3","11","2.5","-","17","12","12","1205","-","-","-","-","SOIC-8 ","1 ","260 ","0.2787 ",
"FDS6890A","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Dual","0","20","-","8","1.5","7.5","2","Q1=Q2=22","Q1=Q2=18","16","23","2130","-","-","-","-","SOIC-8 ","1 ","260 ","0.5988 ",
"FDS6898A","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Dual","0","20","-","12","1.5","9.4","2","Q1=Q2=18","Q1=Q2=14","-","16","1821","-","-","-","-","SOIC-8 ","1 ","260 ","0.4219 ",
"FDS6898AZ","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Dual","0","20","-","12","1.5","9.4","2","Q1=Q2=18","Q1=Q2=14","5.8","16","1821","-","-","-","-","SOIC-8 ","1 ","260 ","0.4788 ",
"FDS6912A","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Dual","0","30","Q1=Q2=28","20","3","6","1.6","-","Q1=Q2=35","2.7","5.8","575","-","-","-","-","SOIC-8 ","1 ","260 ","0.2809 ",
"FDS6975","Active","H Pb   ","P-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Dual","0","-30","Q1=Q2=32","20","-3","-6","2","-","Q1=Q2=45","5","14.5","1540","-","-","-","-","SOIC-8 ","1 ","260 ","0.5888 ",
"FDS8447","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","40","10.5","±20","3","12.8","2.5","-","12.3","-","19","2000","7","9.5","250","150","SOIC-8 ","1 ","260 ","0.5817 ",
"FDS86106","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Single","0","100","105","±20","4","3.4","5","-","-","-","1.6","156","0.8","22","47","2","SOIC-8 ","1 ","260 ","0.4419 ",
"FDS86140","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Single","0","100","9.8","±20","4","11.2","5","-","-","-","16.5","1940","6.5","59","440","20","SOIC-8 ","1 ","260 ","1.2073 ",
"FDS86141","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Single","0","100","23","±20","4","7","2.5","-","-","-","6.7","703","3.1","39","186","8.6","SOIC-8 ","1 ","260 ","0.8593 ",
"FDS86240","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Single","0","150","19.8","±20","4","7.5","5","-","-","-","16","1930","5.3","109","198","8.3","SOIC-8 ","1 ","260 ","1.1903 ",
"FDS86242","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Single","0","150","67","±20","4","4.1","5","-","-","-","4.9","570","2","71","64","2.9","SOIC-8 ","1 ","260 ","0.2484 ",
"FDS86252","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Single","0","150","55","±20","4","4.5","5","-","-","-","5.2","718","2.3","74","77","3.3","SOIC-8 ","1 ","260 ","0.3624 ",
"FDS86267P","Active","H Pb   ","P-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Single","0","-150","255","±25","-4","-2.2","2.5","-","-","-","7","806","1.9","157","54","1.6","SOIC-8 ","1 ","260 ","0.5597 ",
"FDS8638","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","40","4.3","±20","3","18","2.5","-","5.4","10","27","4270","7.2","30","1175","120","SOIC-8 ","1 ","260 ","0.706 ",
"FDS86540","Active","H Pb   ","N-Channel","PowerTrench® T6","SOIC-8","Small Signal","Standard","0","Single","0","60","4.5","±20","4","18","5","-","-","-","53","4820","13","44","1610","67","SOIC-8 ","1 ","260 ","1.3659 ",
"FDS8840NZ","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","40","4.5","±20","3","18.6","2.5","-","6","-","54","5665","19","21","650","445","SOIC-8 ","1 ","260 ","0.7669 ",
"FDS8842NZ","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","40","7","±20","3","14.9","2.5","-","11.6","45","27","2890","9.7","15","340","220","SOIC-8 ","1 ","260 ","0.4401 ",
"FDS8858CZ","Active","H Pb   ","Complementary","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Dual","0","±30","N: 1.0, P:20.5","25","±3","N: 8.6, P: -7.3","2","-","N: 20.0, P:34.5","15","33","1675","-","-","-","-","SOIC-8 ","1 ","260 ","0.3709 ",
"FDS8878","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","30","14","20","2.5","10.2","2.5","-","17","8","9","897","-","-","-","-","SOIC-8 ","1 ","260 ","0.1993 ",
"FDS8880","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","30","10","20","2.5","11.6","2.5","-","12","5","12","1235","-","-","-","-","SOIC-8 ","1 ","260 ","0.2817 ",
"FDS8884","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","30","23","20","2.5","8.5","2.5","-","30","-","5","475","-","-","-","-","SOIC-8 ","1 ","260 ","0.2133 ",
"FDS8896","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","30","6","20","2.5","15","2.5","-","7.3","-","28","2525","-","-","-","-","SOIC-8 ","1 ","260 ","0.2743 ",
"FDS89141","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Dual","0","100","Q1=Q2=62","±20","4","3.5","31","-","-","-","2.9","299","1.3","23","70","4.7","SOIC-8 ","1 ","260 ","1.0948 ",
"FDS89161","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Standard","0","Dual","0","100","Q1=Q2=105","±20","4","2.7","31","-","-","-","1.7","158","0.8","21","43","3","SOIC-8 ","1 ","260 ","0.6031 ",
"FDS89161LZ","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Dual","0","100","Q1:105.0, Q2: 105.0","±20","2.2","2.7","2","-","Q1:160.0, Q2: 160.0","-","2.1","227","0.7","20","44","3","SOIC-8 ","1 ","260 ","0.5026 ",
"FDS8949","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Dual","0","40","Q1=Q2=29","±20","3","6","2","-","Q1=Q2=36","-","7.7","715","2.8","7","105","60","SOIC-8 ","1 ","260 ","0.44 ",
"FDS8984","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Dual","0","30","Q1=Q2=23","20","2.5","7","1.6","-","Q1=Q2=30","5","5","475","-","-","-","-","SOIC-8 ","1 ","260 ","0.2473 ",
"FDS9431A","Active","H Pb   ","P-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","-20","-","8","-1","-3.5","2.5","180","130","6.2","6","405","1.3","-","170","45","SOIC-8 ","1 ","260 ","0.3161 ",
"FDS9435A","Active","H Pb   ","P-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Single","0","-30","50","25","-3","-5.3","2.5","-","80","7","10","528","-","-","-","-","SOIC-8 ","1 ","260 ","0.2363 ",
"FDS9926A","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Dual","0","20","-","10","1.5","6.5","2","Q1=Q2=43","Q1=Q2=30","-","6.2","650","-","-","-","-","SOIC-8 ","1 ","260 ","0.2437 ",
"FDS9934C","Active","H Pb   ","Complementary","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Dual","0","±20","-","12","Q1:1.5, Q2: -1.2","-5","2","N: 43, P: 90","N: 30, P: 55","-","8.7","955","-","-","-","-","SOIC-8 ","1 ","260 ","0.3351 ",
"FDS9945","Active","H Pb   ","N-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Dual","0","60","Q1=Q2=100","±20","3","3.5","2","-","Q1=Q2=200","-","8","420","2.5","-","48","20","SOIC-8 ","1 ","260 ","0.2297 ",
"FDS9958","Active","H Pb   ","P-Channel","PowerTrench® T1","SOIC-8","Small Signal","Logic","0","Dual","0","-60","Q1=Q2=105","±20","-3","-2.9","2","-","Q1=Q2=135","-","8","765","3","21","90","40","SOIC-8 ","1 ","260 ","0.4048 ",
"FDT1600N10ALZ","Active","H Pb   ","N-Channel","PowerTrench® T1","SC-4","Small Signal","Standard","0","Single","0","100","160","±20","2.8","5.6","10.42","-","-","-","2.9","169","0.64","32.7","43","2.04","SOT-223-4 / TO-261-4 ","1 ","260 ","0.2307 ",
"FDT3612","Active"," Pb   ","N-Channel","PowerTrench® T1","SC-4","Small Signal","Standard","0","Single","0","100","120","±20","4","3.7","3","-","-","-","14","632","3.8","-","40","20","SOT-223-4 / TO-261-4 ","1 ","260 ","0.2443 ",
"FDT439N","Active"," Pb   ","N-Channel","PowerTrench® T1","SC-4","Small Signal","Logic","0","Single","0","30","-","8","1","6.3","3","58","45","-","10.7","500","-","-","-","-","SOT-223-4 / TO-261-4 ","1 ","260 ","0.3483 ",
"FDT457N","Active"," Pb   ","N-Channel","PowerTrench® T1","SC-4","Small Signal","Logic","0","Single","0","30","60","20","3","5","3","-","90","-","4.2","235","-","-","-","-","SOT-223-4 / TO-261-4 ","1 ","260 ","0.3829 ",
"FDT458P","Active"," Pb   ","P-Channel","PowerTrench® T1","SC-4","Small Signal","Logic","0","Single","0","-30","130","20","-3","-3.4","3","-","200","-","2.5","205","-","-","-","-","SOT-223-4 / TO-261-4 ","1 ","260 ","0.2717 ",
"FDT86102LZ","Active","H Pb   ","N-Channel","PowerTrench® T1","SC-4","Small Signal","Logic","0","Single","0","100","28","±20","3","6.6","2.2","-","38","-","8.3","1118","2.2","36","181","7.5","SOT-223-4 / TO-261-4 ","1 ","260 ","0.8167 ",
"FDT86106LZ","Active","H Pb   ","N-Channel","PowerTrench® T1","SC-4","Small Signal","Logic","0","Single","0","100","108","±20","2.2","3.2","2.2","-","153","-","2.4","234","0.9","21","46","3.1","SOT-223-4 / TO-261-4 ","1 ","260 ","0.4692 ",
"FDT86113LZ","Active","H Pb   ","N-Channel","PowerTrench® T1","SC-4","Small Signal","Logic","0","Single","0","100","100","±20","2.5","3.3","2.2","-","145","-","2.3","234","0.85","21","46","3.1","SOT-223-4 / TO-261-4 ","1 ","260 ","0.3174 ",
"FDT86244","Active","H Pb   ","N-Channel","PowerTrench® T1","SC-4","Small Signal","Standard","0","Single","0","150","128","±20","4","2.8","2.2","-","-","-","2.8","295","1.3","44","33","2.4","SOT-223-4 / TO-261-4 ","1 ","260 ","0.2912 ",
"FDT86246","Active","H Pb   ","N-Channel","PowerTrench® T1","SC-4","Small Signal","Standard","0","Single","0","150","236","±20","4","2","2.2","-","-","-","1.7","161","0.8","31","21","1.6","SOT-223-4 / TO-261-4 ","1 ","260 ","0.415 ",
"FDT86246L","Active","H Pb   ","N-Channel","PowerTrench® T1","SC-4","Small Signal","Logic","0","Single","0","150","228","±20","4","2","2.2","-","280","-","2.3","238","1","31","20","2","SOT-223-4 / TO-261-4 ","1 ","260 ","0.3102 ",
"FDV301N","Active","H Pb   ","N-Channel","PowerTrench® T1","SOT-23","Small Signal","Logic","0","Single","0","25","-","8","1.06","0.22","0.35","5000","4000","0.49","0.49","9.5","0.07","-","6","1.3","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0328 ",
"FDV303N","Active","H Pb   ","N-Channel","PowerTrench® T1","SOT-23","Small Signal","Logic","0","Single","0","25","-","8","1","0.68","0.35","600","450","2.3","-","50","0.45","-","28","9","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0493 ",
"FDV304P","Active","H Pb   ","P-Channel","PowerTrench® T1","SOT-23","Small Signal","Logic","0","Single","0","-25","-","-8","-1.5","-0.46","0.35","1500","1100","-","1.1","63","-","-","-","-","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0771 ",
"FDV305N","Active","H Pb   ","N-Channel","PowerTrench® T1","SOT-23","Small Signal","Logic","0","Single","0","20","-","12","1.5","0.9","0.35","300","220","-","1.1","109","-","-","-","-","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0788 ",
"FDY1002PZ","Active","H Pb   ","P-Channel","PowerTrench® T1","SC-6","Small Signal","Logic","0","Dual","0","-20","-","8","-1","-0.83","0.625","700","500","0.8","2.2","100","-","-","-","-","SOT-563 ","1 ","260 ","0.1631 ",
"FDY102PZ","Active","H Pb   ","P-Channel","PowerTrench® T1","SC-3","Small Signal","Logic","0","Single","0","-20","-","8","-1","-0.83","0.625","700","500","0.8","2.2","100","-","-","-","-","SOT-523FL ","1 ","260 ","0.076 ",
"FDZ1323NZ","Active","H Pb   ","N-Channel","PowerTrench® T1","WLCSP","Small Signal","Logic","0","Dual Common Drain","0","20","-","12","1.2","10","2","Q1=Q2=18","Q1=Q2=13","-","17","1545","-","-","-","-","WLCSP-6 ","1 ","260 ","0.4934 ",
"FQA140N10","Active"," Pb   ","N-Channel","PowerTrench® T1","TO-3PN","Small Signal","Standard","0","Single","0","100","10","±25","4","140","375","-","-","-","220","6100","114","730","2000","420","TO-3P-3L ","NA ","0 ","3.7578 ",
"FQA36P15","Active"," Pb   ","P-Channel","PowerTrench® T1","TO-3P-3","Small Signal","Standard","0","Single","0","-150","90","±30","-4","-36","294","-","-","-","81","2550","42","1450","710","110","TO-3P-3L ","NA ","0 ","1.7034 ",
