Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"FET Type","Technology","Drain to Source Voltage (Vdss)","Current - Continuous Drain (Id) @ 25°C","Drive Voltage (Max Rds On, Min Rds On)","Rds On (Max) @ Id, Vgs","Vgs(th) (Max) @ Id","Gate Charge (Qg) (Max) @ Vgs","Vgs (Max)","Input Capacitance (Ciss) (Max) @ Vds","FET Feature","Power Dissipation (Max)","Operating Temperature","Mounting Type","Supplier Device Package","Package / Case","Grade","Qualification"
"https://assets.nexperia.com/documents/data-sheet/BUK964R2-80E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1048/568-D2PAK%2CSOT404.jpg","1727-1896-2-ND,1727-1896-1-ND,1727-1896-6-ND","BUK964R2-80E,118","Nexperia USA Inc.","Nexperia USA Inc.","MOSFET N-CH 80V 120A D2PAK","5.099","2.35","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchMOS™","Active","N-Channel","MOSFET (Metal Oxide)","80 V","120A (Tc)","5V","4mOhm @ 25A, 10V","2.1V @ 1mA","123 nC @ 5 V","±10V","17130 pF @ 25 V","-","349W (Tc)","-55°C ~ 175°C (TJ)","Surface Mount","D2PAK","TO-263-3, D2PAK (2 Leads + Tab), TO-263AB","Automotive","AEC-Q101"
"https://www.infineon.com/dgdl/Infineon-IPP057N08N3-DS-v01_02-en.pdf?folderId=5546d4694909da4801490a07012f053b&fileId=db3a304317a748360117cf0cf5951d06","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4843/448_TO-220-3.jpg","448-IPP057N08N3GXKSA1-ND","IPP057N08N3GXKSA1","Infineon Technologies","Infineon Technologies","MOSFET N-CH 80V 80A TO220-3","1.215","2.47","0","1","Tube","OptiMOS™","Active","N-Channel","MOSFET (Metal Oxide)","80 V","80A (Tc)","6V, 10V","5.7mOhm @ 80A, 10V","3.5V @ 90µA","69 nC @ 10 V","±20V","4750 pF @ 40 V","-","150W (Tc)","-55°C ~ 175°C (TJ)","Through Hole","PG-TO220-3","TO-220-3","-","-"
"https://www.infineon.com/dgdl/Infineon-IPP024N08NF2S-DataSheet-v02_00-EN.pdf?fileId=5546d46276c4f5350176f70288ae1698","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4350/IPP016N08NF2SAKMA1.jpg","448-IPP024N08NF2SAKMA1-ND","IPP024N08NF2SAKMA1","Infineon Technologies","Infineon Technologies","TRENCH 40<-<100V","236","2.47","0","1","Tube","StrongIRFET™ 2","Active","N-Channel","MOSFET (Metal Oxide)","80 V","28A (Ta), 182A (Tc)","6V, 10V","2.4mOhm @ 100A, 10V","3.8V @ 139µA","133 nC @ 10 V","±20V","6200 pF @ 40 V","-","3.8W (Ta), 214W (Tc)","-55°C ~ 175°C (TJ)","Through Hole","PG-TO220-3","TO-220-3","-","-"
"https://www.renesas.com/us/en/document/dst/rjk0853dpb-datasheet?r=1342566","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2581/SOT-669-5%2C%20SC-100%2C%20MO-235.jpg","RJK0853DPB-00#J5TR-ND,RJK0853DPB-00#J5CT-ND,RJK0853DPB-00#J5DKR-ND","RJK0853DPB-00#J5","Renesas Electronics Corporation","Renesas Electronics Corporation","MOSFET N-CH 80V 40A LFPAK","2.500","2.48","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","80 V","40A (Ta)","4.5V, 10V","8mOhm @ 20A, 10V","-","40 nC @ 4.5 V","±20V","6170 pF @ 10 V","-","65W (Tc)","150°C (TJ)","Surface Mount","LFPAK","SC-100, SOT-669","-","-"
"https://www.infineon.com/dgdl/IPP037N08N3_Rev2.1.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30431add1d95011ae8426111565b","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4843/448_TO-220-3.jpg","IPP037N08N3GXKSA1-ND","IPP037N08N3GXKSA1","Infineon Technologies","Infineon Technologies","MOSFET N-CH 80V 100A TO220-3","2.165","2.49","0","1","Tube","OptiMOS™","Active","N-Channel","MOSFET (Metal Oxide)","80 V","100A (Tc)","6V, 10V","3.75mOhm @ 100A, 10V","3.5V @ 155µA","117 nC @ 10 V","±20V","8110 pF @ 40 V","-","214W (Tc)","-55°C ~ 175°C (TJ)","Through Hole","PG-TO220-3","TO-220-3","-","-"
"https://www.onsemi.com/pdf/datasheet/ntmfsc004n08mc-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2614/488%7E506EG%7E%7E8-Top.jpg","488-NTMFSC004N08MCTR-ND,488-NTMFSC004N08MCCT-ND,488-NTMFSC004N08MCDKR-ND","NTMFSC004N08MC","onsemi","onsemi","MOSFET N-CH 80V 86A/136A 8DFN","860","2.51","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Dual Cool™","Active","N-Channel","MOSFET (Metal Oxide)","80 V","86A (Ta), 136A (Tc)","6V, 10V","4mOhm @ 44A, 10V","4V @ 250µA","43.4 nC @ 10 V","±20V","2980 pF @ 40 V","-","51W (Ta), 127W (Tc)","-55°C ~ 150°C (TJ)","Surface Mount","8-DFN (5x6.15)","8-PowerVDFN","-","-"
"https://www.vishay.com/docs/66838/sqjq186er.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4274/MFG_PowerPAK-8X8LR.jpg","742-SQJQ186ER-T1_GE3TR-ND,742-SQJQ186ER-T1_GE3CT-ND,742-SQJQ186ER-T1_GE3DKR-ND","SQJQ186ER-T1_GE3","Vishay Siliconix","Vishay Siliconix","AUTOMOTIVE N-CHANNEL 80 V (D-S)","1.984","2.57","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchFET® Gen IV","Active","N-Channel","MOSFET (Metal Oxide)","80 V","329A (Tc)","10V","2.3mOhm @ 20A, 10V","3.5V @ 250µA","185 nC @ 10 V","±20V","10552 pF @ 25 V","-","600W (Tc)","-55°C ~ 175°C (TJ)","Surface Mount","PowerPAK® 8 x 8","8-PowerSMD, Gull Wing","Automotive","AEC-Q101"
"https://www.infineon.com/dgdl/Infineon-IPP019N08NF2S-DataSheet-v02_00-EN.pdf?fileId=5546d46276c4f5350176f7027bd71695","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4350/IPP016N08NF2SAKMA1.jpg","448-IPP019N08NF2SAKMA1-ND","IPP019N08NF2SAKMA1","Infineon Technologies","Infineon Technologies","TRENCH 40<-<100V","912","2.59","0","1","Tube","StrongIRFET™ 2","Active","N-Channel","MOSFET (Metal Oxide)","80 V","32A (Ta), 191A (Tc)","6V, 10V","1.9mOhm @ 100A, 10V","3.8V @ 194µA","186 nC @ 10 V","±20V","8700 pF @ 40 V","-","3.8W (Ta), 250W (Tc)","-55°C ~ 175°C (TJ)","Through Hole","PG-TO220-3","TO-220-3","-","-"
"https://www.digikey.com/en/pdf/i/infineon-technologies/fundamentals-of-power-semiconductors","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/448_TO252-3.jpg","448-IPD90N08S405ATMA1TR-ND,448-IPD90N08S405ATMA1CT-ND,448-IPD90N08S405ATMA1DKR-ND","IPD90N08S405ATMA1","Infineon Technologies","Infineon Technologies","MOSFET N-CH 80V 90A TO252-3","6.995","2.59","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","OptiMOS™","Active","N-Channel","MOSFET (Metal Oxide)","80 V","90A (Tc)","10V","5.3mOhm @ 90A, 10V","4V @ 90µA","68 nC @ 10 V","±20V","4800 pF @ 25 V","-","144W (Tc)","-55°C ~ 175°C (TJ)","Surface Mount","PG-TO252-3-313","TO-252-3, DPAK (2 Leads + Tab), SC-63","Automotive","AEC-Q101"
"https://www.infineon.com/dgdl/Infineon-IPB031N08N5-DS-v02_00-EN.pdf?fileId=5546d4624a75e5f1014ac9cfdf5b1b81","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2435/D%C2%B2Pak%2CTO-263_418AA-01.jpg","IPB031N08N5ATMA1TR-ND,IPB031N08N5ATMA1CT-ND,IPB031N08N5ATMA1DKR-ND","IPB031N08N5ATMA1","Infineon Technologies","Infineon Technologies","MOSFET N-CH 80V 120A D2PAK","5.372","2.64","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","OptiMOS™","Active","N-Channel","MOSFET (Metal Oxide)","80 V","120A (Tc)","6V, 10V","3.1mOhm @ 100A, 10V","3.8V @ 108µA","87 nC @ 10 V","±20V","6240 pF @ 40 V","-","167W (Tc)","-55°C ~ 175°C (TJ)","Surface Mount","PG-TO263-3","TO-263-3, D2PAK (2 Leads + Tab), TO-263AB","-","-"
"https://www.st.com/content/ccc/resource/technical/document/datasheet/49/3a/75/18/89/08/44/39/DM00069191.pdf/files/DM00069191.pdf/jcr:content/translations/en.DM00069191.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/761/497%3B8231817-typeC%3B8.jpg","497-13965-2-ND,497-13965-1-ND,497-13965-6-ND","STL130N8F7","STMicroelectronics","STMicroelectronics","MOSFET N-CH 80V 130A POWERFLAT","10.953","2.66","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","DeepGATE™, STripFET™ VII","Active","N-Channel","MOSFET (Metal Oxide)","80 V","130A (Tc)","10V","3.6mOhm @ 13A, 10V","4.5V @ 250µA","96 nC @ 10 V","±20V","6340 pF @ 40 V","-","135W (Tc)","-55°C ~ 175°C (TJ)","Surface Mount","PowerFlat™ (5x6)","8-PowerVDFN","-","-"
"https://www.onsemi.com/pdf/datasheet/ntmfs6h800n-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4955/488;-488AA;-;-5.jpg","NTMFS6H800NT1GOSTR-ND,NTMFS6H800NT1GOSCT-ND,NTMFS6H800NT1GOSDKR-ND","NTMFS6H800NT1G","onsemi","onsemi","MOSFET N-CH 80V 28A/203A 5DFN","199","2.67","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","80 V","28A (Ta), 203A (Tc)","6V, 10V","2.1mOhm @ 50A, 10V","4V @ 330µA","85 nC @ 10 V","±20V","5530 pF @ 40 V","-","3.8W (Ta), 200W (Tc)","-55°C ~ 175°C (TJ)","Surface Mount","5-DFN (5x6) (8-SOFL)","8-PowerTDFN, 5 Leads","-","-"
"https://www.vishay.com/docs/76718/sqjq480e.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2324/MFG_742;-6026-Single;-;-4.jpg","SQJQ480E-T1_GE3TR-ND,SQJQ480E-T1_GE3CT-ND,SQJQ480E-T1_GE3DKR-ND","SQJQ480E-T1_GE3","Vishay Siliconix","Vishay Siliconix","MOSFET N-CH 80V 150A PPAK 8 X 8","5.838","2.68","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchFET®","Active","N-Channel","MOSFET (Metal Oxide)","80 V","150A (Tc)","10V","3mOhm @ 20A, 10V","3.5V @ 250µA","144 nC @ 10 V","±20V","8625 pF @ 25 V","-","136W (Tc)","-55°C ~ 175°C (TJ)","Surface Mount","PowerPAK® 8 x 8","PowerPAK® 8 x 8","Automotive","AEC-Q101"
"https://www.vishay.com/docs/68293/sup60030e.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/540/SIHP7N60E-GE3.JPG","SUP60030E-GE3-ND","SUP60030E-GE3","Vishay Siliconix","Vishay Siliconix","MOSFET N-CH 80V 120A TO220AB","1.296","2.7","0","1","Bulk","TrenchFET®","Active","N-Channel","MOSFET (Metal Oxide)","80 V","120A (Tc)","7.5V, 10V","3.4mOhm @ 30A, 10V","4V @ 250µA","141 nC @ 10 V","±20V","7910 pF @ 40 V","-","375W (Tc)","-55°C ~ 175°C (TJ)","Through Hole","TO-220AB","TO-220-3","-","-"
"https://assets.nexperia.com/documents/data-sheet/PSMN4R4-80BS.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1048/568-D2PAK%2CSOT404.jpg","1727-7123-2-ND,1727-7123-1-ND,1727-7123-6-ND","PSMN4R4-80BS,118","Nexperia USA Inc.","Nexperia USA Inc.","MOSFET N-CH 80V 100A D2PAK","7.790","2.73","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","80 V","100A (Tc)","10V","4.5mOhm @ 25A, 10V","4V @ 1mA","125 nC @ 10 V","±20V","8400 pF @ 40 V","-","306W (Tc)","-55°C ~ 175°C (TJ)","Surface Mount","D2PAK","TO-263-3, D2PAK (2 Leads + Tab), TO-263AB","-","-"
"https://toshiba.semicon-storage.com/info/docget.jsp?did=70293&prodName=TK3R3E08QM","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4844/264_TO-220-3.jpg","264-TK3R3E08QMS1X-ND","TK3R3E08QM,S1X","Toshiba Semiconductor and Storage","Toshiba Semiconductor and Storage","UMOS10 TO-220AB 80V 3.3MOHM","163","2.76","0","1","Tube","U-MOSX-H","Active","N-Channel","MOSFET (Metal Oxide)","80 V","120A (Tc)","6V, 10V","3.3mOhm @ 50A, 10V","3.5V @ 1.3mA","110 nC @ 10 V","±20V","7670 pF @ 40 V","-","230W (Tc)","175°C","Through Hole","TO-220","TO-220-3","-","-"
"https://assets.nexperia.com/documents/data-sheet/PSMN3R3-80BS.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1048/568-D2PAK%2CSOT404.jpg","1727-7108-2-ND,1727-7108-1-ND,1727-7108-6-ND","PSMN3R3-80BS,118","Nexperia USA Inc.","Nexperia USA Inc.","MOSFET N-CH 80V 120A D2PAK","17.504","2.78","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","80 V","120A (Tc)","10V","3.5mOhm @ 25A, 10V","4V @ 1mA","111 nC @ 10 V","±20V","8161 pF @ 40 V","-","306W (Tc)","-55°C ~ 175°C (TJ)","Surface Mount","D2PAK","TO-263-3, D2PAK (2 Leads + Tab), TO-263AB","-","-"
"https://www.infineon.com/dgdl/Infineon-IAUT165N08S5N029-DS-v01_00-EN.pdf?fileId=5546d46258fc0bc10158fda2c4bd0569","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2417/448%3B-P%5EPG-HPSOF-8-1%3B-%3B-8%28bottom%29.jpg","IAUT165N08S5N029ATMA2TR-ND,IAUT165N08S5N029ATMA2CT-ND,IAUT165N08S5N029ATMA2DKR-ND","IAUT165N08S5N029ATMA2","Infineon Technologies","Infineon Technologies","MOSFET N-CH 80V 165A 8HSOF","2.000","2.78","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","OptiMOS™","Active","N-Channel","MOSFET (Metal Oxide)","80 V","165A (Tc)","6V, 10V","2.9mOhm @ 80A, 10V","3.8V @ 108µA","90 nC @ 10 V","±20V","6370 pF @ 40 V","-","167W (Tc)","-55°C ~ 175°C (TJ)","Surface Mount","PG-HSOF-8-1","8-PowerSFN","-","-"
"https://www.st.com/content/ccc/resource/technical/document/datasheet/d0/7c/f5/a3/88/cb/45/6c/DM00130467.pdf/files/DM00130467.pdf/jcr:content/translations/en.DM00130467.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2660/497%7ETO220-3TO220AB%7E%7E3.JPG","497-STP140N8F7-ND","STP140N8F7","STMicroelectronics","STMicroelectronics","MOSFET N-CH 80V 90A TO220","949","2.84","0","1","Tube","DeepGATE™, STripFET™ VII","Active","N-Channel","MOSFET (Metal Oxide)","80 V","90A (Tc)","10V","4.3mOhm @ 45A, 10V","4.5V @ 250µA","96 nC @ 10 V","±20V","6340 pF @ 40 V","-","200W (Tc)","-55°C ~ 175°C (TJ)","Through Hole","TO-220","TO-220-3","-","-"
"https://www.st.com/content/ccc/resource/technical/document/datasheet/b0/73/80/6a/2b/2f/48/5f/DM00130458.pdf/files/DM00130458.pdf/jcr:content/translations/en.DM00130458.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3175/497%7E8159712%7E%7E2.JPG","497-14534-2-ND,497-14534-1-ND,497-14534-6-ND","STH140N8F7-2","STMicroelectronics","STMicroelectronics","MOSFET N-CH 80V 90A H2PAK-2","950","2.88","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","DeepGATE™, STripFET™ VII","Active","N-Channel","MOSFET (Metal Oxide)","80 V","90A (Tc)","10V","4mOhm @ 45A, 10V","4.5V @ 250µA","96 nC @ 10 V","±20V","6340 pF @ 40 V","-","200W (Tc)","-55°C ~ 175°C (TJ)","Surface Mount","H2PAK-2","TO-263-3, D2PAK (2 Leads + Tab), TO-263AB","-","-"
"https://www.onsemi.com/pdf/datasheet/fdp027n08b-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/261_TO-220-3.jpg","FDP027N08B-F102-ND","FDP027N08B-F102","onsemi","onsemi","MOSFET N-CH 80V 120A TO220-3","630","2.88","0","1","Tube","PowerTrench®","Active","N-Channel","MOSFET (Metal Oxide)","80 V","120A (Tc)","10V","2.7mOhm @ 100A, 10V","4.5V @ 250µA","178 nC @ 10 V","±20V","13530 pF @ 40 V","-","246W (Tc)","-55°C ~ 175°C (TJ)","Through Hole","TO-220-3","TO-220-3","-","-"
"https://www.infineon.com/dgdl/Infineon-IAUS165N08S5N029-DS-v01_00-EN.pdf?fileId=5546d462636cc8fb016440702dce6199","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2582/MFG_448%3B-P%5EPG-HSOG-8-1%3B-%3B-8-Bottom.jpg","IAUS165N08S5N029ATMA1TR-ND,IAUS165N08S5N029ATMA1CT-ND,IAUS165N08S5N029ATMA1DKR-ND","IAUS165N08S5N029ATMA1","Infineon Technologies","Infineon Technologies","MOSFET N-CH 80V 165A HSOG-8","1.370","3.11","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","OptiMOS™","Active","N-Channel","MOSFET (Metal Oxide)","80 V","165A (Tc)","6V, 10V","2.9mOhm @ 80A, 10V","3.8V @ 108µA","90 nC @ 10 V","±20V","6370 pF @ 40 V","-","167W (Tc)","-55°C ~ 175°C (TJ)","Surface Mount","PG-HSOG-8-1","8-PowerSMD, Gull Wing","Automotive","AEC-Q101"
"https://rocelec.widen.net/view/pdf/rkduem07mj/ONSM-S-A0003590078-1.pdf?t.download=true&u=5oefqw","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5972/488%7EMKT-TO263A02%7E%7E2.jpg","HUF75545S3STTR-ND,HUF75545S3STCT-ND,HUF75545S3STDKR-ND","HUF75545S3ST","onsemi","onsemi","MOSFET N-CH 80V 75A D2PAK","64.870","3.21","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","UltraFET™","Active","N-Channel","MOSFET (Metal Oxide)","80 V","75A (Tc)","10V","10mOhm @ 75A, 10V","4V @ 250µA","235 nC @ 20 V","±20V","3750 pF @ 25 V","-","270W (Tc)","-55°C ~ 175°C (TJ)","Surface Mount","TO-263 (D2PAK)","TO-263-3, D2PAK (2 Leads + Tab), TO-263AB","-","-"
"https://assets.nexperia.com/documents/data-sheet/BUK763R8-80E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1048/568-D2PAK%2CSOT404.jpg","1727-1890-2-ND,1727-1890-1-ND,1727-1890-6-ND","BUK763R8-80E,118","Nexperia USA Inc.","Nexperia USA Inc.","MOSFET N-CH 80V 120A D2PAK","4.777","3.32","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchMOS™","Active","N-Channel","MOSFET (Metal Oxide)","80 V","120A (Tc)","10V","3.8mOhm @ 25A, 10V","4V @ 1mA","169 nC @ 10 V","±20V","12030 pF @ 25 V","-","357W (Tc)","-55°C ~ 175°C (TJ)","Surface Mount","D2PAK","TO-263-3, D2PAK (2 Leads + Tab), TO-263AB","Automotive","AEC-Q101"
"https://www.vishay.com/docs/62006/sqjq186e.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4484/MFG_PowerPAK-8x8L.jpg","742-SQJQ186E-T1_GE3TR-ND,742-SQJQ186E-T1_GE3CT-ND,742-SQJQ186E-T1_GE3DKR-ND","SQJQ186E-T1_GE3","Vishay Siliconix","Vishay Siliconix","AUTOMOTIVE N-CHANNEL 80 V (D-S)","2.000","3.41","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchFET® Gen IV","Active","N-Channel","MOSFET (Metal Oxide)","80 V","245A (Tc)","10V","2.3mOhm @ 20A, 10V","3.5V @ 250µA","185 nC @ 10 V","±20V","10552 pF @ 25 V","-","357W (Tc)","-55°C ~ 175°C (TJ)","Surface Mount","PowerPAK® 8 x 8","PowerPAK® 8 x 8","Automotive","AEC-Q101"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/742/IAUS200N08S5N023.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2582/MFG_448%3B-P%5EPG-HSOG-8-1%3B-%3B-8-Bottom.jpg","IAUS200N08S5N023ATMA1TR-ND,IAUS200N08S5N023ATMA1CT-ND,IAUS200N08S5N023ATMA1DKR-ND","IAUS200N08S5N023ATMA1","Infineon Technologies","Infineon Technologies","MOSFET N-CH 80V 200A HSOG-8","484","3.44","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","OptiMOS™","Active","N-Channel","MOSFET (Metal Oxide)","80 V","200A (Tc)","6V, 10V","2.3mOhm @ 100A, 10V","3.8V @ 130µA","110 nC @ 10 V","±20V","7670 pF @ 40 V","-","200W (Tc)","-55°C ~ 175°C (TJ)","Surface Mount","PG-HSOG-8-1","8-PowerSMD, Gull Wing","Automotive","AEC-Q101"
"https://www.infineon.com/dgdl/Infineon-IAUT240N08S5N019-DS-v01_00-EN.pdf?fileId=5546d4625debb399015e0506723e791a","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2417/448%3B-P%5EPG-HPSOF-8-1%3B-%3B-8%28bottom%29.jpg","IAUT240N08S5N019ATMA1TR-ND,IAUT240N08S5N019ATMA1CT-ND,IAUT240N08S5N019ATMA1DKR-ND","IAUT240N08S5N019ATMA1","Infineon Technologies","Infineon Technologies","MOSFET N-CH 80V 240A 8HSOF","1.013","3.49","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","OptiMOS™-5","Active","N-Channel","MOSFET (Metal Oxide)","80 V","240A (Tc)","6V, 10V","1.9mOhm @ 100A, 10V","3.8V @ 160µA","130 nC @ 10 V","±20V","9264 pF @ 40 V","-","230W (Tc)","-55°C ~ 175°C (TJ)","Surface Mount","PG-HSOF-8-1","8-PowerSFN","-","-"
"https://www.infineon.com/dgdl/Infineon-BSC019N08NS5-DataSheet-v02_00-EN.pdf?fileId=5546d46278d64ffd0178edf8c9466c45","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/306/MFG_448%3B-P-PG-TSON-8-3%3B-%3B-8.jpg","448-BSC019N08NS5ATMA1TR-ND,448-BSC019N08NS5ATMA1CT-ND,448-BSC019N08NS5ATMA1DKR-ND","BSC019N08NS5ATMA1","Infineon Technologies","Infineon Technologies","MOSFET N-CH 80V 28A/237A TSON-8","4.990","3.65","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","OptiMOS™ 5","Active","N-Channel","MOSFET (Metal Oxide)","80 V","28A (Ta), 237A (Tc)","6V, 10V","1.9mOhm @ 50A, 10V","3.8V @ 146µA","117 nC @ 10 V","±20V","8600 pF @ 40 V","-","3W (Ta), 214W (Tc)","-55°C ~ 175°C (TJ)","Surface Mount","PG-TSON-8-3","8-PowerTDFN","-","-"
"https://www.infineon.com/dgdl/IPP_B_I120N08S4-03-Data-Sheet-10-Infineon.pdf?fileId=5546d4614755559a014763906e790512","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4843/448_TO-220-3.jpg","448-IPP120N08S403AKSA1-ND","IPP120N08S403AKSA1","Infineon Technologies","Infineon Technologies","MOSFET N-CH 80V 120A TO220-3","8.121","3.73","0","1","Tube","OptiMOS™","Active","N-Channel","MOSFET (Metal Oxide)","80 V","120A (Tc)","10V","2.8mOhm @ 100A, 10V","4V @ 223µA","167 nC @ 10 V","±20V","11550 pF @ 25 V","-","278W (Tc)","-55°C ~ 175°C (TJ)","Through Hole","PG-TO220-3-1","TO-220-3","Automotive","AEC-Q101"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/734/IAUS240N08S5N019.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2582/MFG_448%3B-P%5EPG-HSOG-8-1%3B-%3B-8-Bottom.jpg","IAUS240N08S5N019ATMA1TR-ND,IAUS240N08S5N019ATMA1CT-ND,IAUS240N08S5N019ATMA1DKR-ND","IAUS240N08S5N019ATMA1","Infineon Technologies","Infineon Technologies","MOSFET N-CH 80V 240A HSOG-8","2.516","3.93","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","OptiMOS™","Active","N-Channel","MOSFET (Metal Oxide)","80 V","240A (Tc)","6V, 10V","1.9mOhm @ 100A, 10V","3.8V @ 160µA","130 nC @ 10 V","±20V","9264 pF @ 40 V","-","230W (Tc)","-55°C ~ 175°C (TJ)","Surface Mount","PG-HSOG-8-1","8-PowerSMD, Gull Wing","Automotive","AEC-Q101"
"https://www.infineon.com/dgdl/Infineon-IST019N08NM5-DataSheet-v02_00-EN.pdf?fileId=5546d46277921c320177aa91f80b7eca","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4757/MFG_IST011N06NM5AUMA1.jpg","448-IST019N08NM5AUMA1TR-ND,448-IST019N08NM5AUMA1CT-ND,448-IST019N08NM5AUMA1DKR-ND","IST019N08NM5AUMA1","Infineon Technologies","Infineon Technologies","TRENCH 40<-<100V PG-HSOF-5","977","3.96","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","OptiMOS™5","Active","N-Channel","MOSFET (Metal Oxide)","80 V","32A (Ta), 290A (Tc)","6V, 10V","1.9mOhm @ 100A, 10V","3.8V @ 148µA","132 nC @ 10 V","±20V","6600 pF @ 40 V","-","3.8W (Ta), 313W (Tc)","-55°C ~ 175°C (TJ)","Surface Mount","PG-HSOF-5-4","5-PowerSFN","-","-"
"https://www.onsemi.com/pdf/datasheet/fdbl86363_f085-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2097/261%3B%20MKT-PSOF08AREV3%3B%20%3B%208.jpg","FDBL86363-F085TR-ND,FDBL86363-F085CT-ND,FDBL86363-F085DKR-ND","FDBL86363-F085","onsemi","onsemi","MOSFET N-CH 80V 240A 8HPSOF","3.870","3.97","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","PowerTrench®","Active","N-Channel","MOSFET (Metal Oxide)","80 V","240A (Tc)","10V","2mOhm @ 80A, 10V","4V @ 250µA","169 nC @ 10 V","±20V","10000 pF @ 40 V","-","357W (Tj)","-55°C ~ 175°C (TJ)","Surface Mount","8-HPSOF","8-PowerSFN","Automotive","AEC-Q101"
