Part number,Part link,Package link,Product status,OPN,Infineon package,Package name,Qualification,VDS max,ID  (@25°C) max,Technology,Polarity,Datasheet link,VGS(th),VGS(th) min,VGS(th) max,RDS (on) (@10V) max,QG (typ @10V),Budgetary Price €/1k,QG (typ @10V) max,RDS (on) (@4.5V) max,QG (typ @4.5V),QG (typ @4.5V) max
IPP60R280P7,https://www.infineon.com/part/IPP60R280P7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP60R280P7XKSA1,PG-TO220-3,TO220,Industrial,600 V,12 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r280p7-ds-en.pdf,3.5 V,3 V,4 V,280 mΩ,18 nC,0.65 ,,,,
IPA80R900P7,https://www.infineon.com/part/IPA80R900P7,https://www.infineon.com/package/PG-TO220-3-317,active and preferred,IPA80R900P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,800 V,6 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa80r900p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,900 mΩ,15 nC,0.49 ,,,,
IPD80R900P7,https://www.infineon.com/part/IPD80R900P7,https://www.infineon.com/package/PG-TO252-3-342,active and preferred,IPD80R900P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,6 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r900p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,900 mΩ,15 nC,0.42 ,,,,
IPA80R360P7,https://www.infineon.com/part/IPA80R360P7,https://www.infineon.com/package/PG-TO220-3-317,active and preferred,IPA80R360P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,800 V,13 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa80r360p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,360 mΩ,30 nC,0.88 ,,,,
IPD80R360P7,https://www.infineon.com/part/IPD80R360P7,https://www.infineon.com/package/PG-TO252-3-342,active and preferred,IPD80R360P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,13 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r360p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,360 mΩ,30 nC,0.84 ,,,,
IPAN80R360P7,https://www.infineon.com/part/IPAN80R360P7,,active and preferred,IPAN80R360P7XKSA1,PG-TO220-3,TO220 FullPAK narrow leads,Industrial,800 V,13 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipan80r360p7-ds-en.pdf,3 V,2.5 V,3.5 V,360 mΩ,30 nC,0.89 ,,,,
IPD80R1K2P7,https://www.infineon.com/part/IPD80R1K2P7,https://www.infineon.com/package/PG-TO252-3-341,active and preferred,IPD80R1K2P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,4.5 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r1k2p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,1200 mΩ,11 nC,0.35 ,,,,
IPD80R3K3P7,https://www.infineon.com/part/IPD80R3K3P7,https://www.infineon.com/package/PG-TO252-3-342,active and preferred,IPD80R3K3P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,1.9 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r3k3p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,2400 mΩ,5.8 nC,0.22 ,,,,
IPU80R600P7,https://www.infineon.com/part/IPU80R600P7,https://www.infineon.com/package/PG-TO251-3-341,active and preferred,IPU80R600P7AKMA1,PG-TO251-3,IPAK,Industrial,800 V,8 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipu80r600p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,600 mΩ,20 nC,0.55 ,,,,
IPD80R600P7,https://www.infineon.com/part/IPD80R600P7,https://www.infineon.com/package/PG-TO252-3-341,active and preferred,IPD80R600P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,8 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r600p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,600 mΩ,20 nC,0.55 ,,,,
IPA80R600P7,https://www.infineon.com/part/IPA80R600P7,https://www.infineon.com/package/PG-TO220-3-317,active and preferred,IPA80R600P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,800 V,8 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa80r600p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,600 mΩ,20 nC,0.61 ,,,,
IPD60R280P7,https://www.infineon.com/part/IPD60R280P7,https://www.infineon.com/package/PG-TO252-3-341,active and preferred,IPD60R280P7ATMA1,PG-TO252-3,DPAK,Industrial,600 V,12 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r280p7-datasheet-en.pdf,3.5 V,3 V,4 V,280 mΩ,18 nC,0.52 ,,,,
IPD80R2K4P7,https://www.infineon.com/part/IPD80R2K4P7,https://www.infineon.com/package/PG-TO252-3-341,active and preferred,IPD80R2K4P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,2.5 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r2k4p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,2400 mΩ,7.5 nC,0.25 ,,,,
IPN60R360P7S,https://www.infineon.com/part/IPN60R360P7S,https://www.infineon.com/package/PG-SOT223-3-1,active and preferred,IPN60R360P7SATMA1,PG-SOT223-3,SOT-223-3,Standard,600 V,9 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn60r360p7s-ds-en.pdf,3.5 V,2 V,4 V,360 mΩ,13 nC,0.26 ,,,,
IPN60R600P7S,https://www.infineon.com/part/IPN60R600P7S,https://www.infineon.com/package/PG-SOT223-3-1,active and preferred,IPN60R600P7SATMA1,PG-SOT223-3,SOT-223-3,Standard,600 V,6 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn60r600p7s-ds-en.pdf,3.5 V,3 V,4 V,600 mΩ,9 nC,0.21 ,,,,
IPN70R1K4P7S,https://www.infineon.com/part/IPN70R1K4P7S,https://www.infineon.com/package/PG-SOT223-3-1,active and preferred,IPN70R1K4P7SATMA1,PG-SOT223-3,SOT-223-3,Standard,700 V,4 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn70r1k4p7s-ds-en.pdf,3 V,2.5 V,3.5 V,1400 mΩ,4.7 nC,0.15 ,,,,
IPN70R360P7S,https://www.infineon.com/part/IPN70R360P7S,https://www.infineon.com/package/PG-SOT223-3-1,active and preferred,IPN70R360P7SATMA1,PG-SOT223-3,SOT-223-3,Standard,700 V,12.5 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn70r360p7s-ds-en.pdf,3 V,2.5 V,3.5 V,360 mΩ,16.4 nC,0.29 ,,,,
IPN70R600P7S,https://www.infineon.com/part/IPN70R600P7S,https://www.infineon.com/package/PG-SOT223-3-1,active and preferred,IPN70R600P7SATMA1,PG-SOT223-3,SOT-223-3,Standard,700 V,8.5 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn70r600p7s-ds-en.pdf,3 V,2.5 V,3.5 V,600 mΩ,10.5 nC,0.23 ,,,,
IPN80R1K4P7,https://www.infineon.com/part/IPN80R1K4P7,https://www.infineon.com/package/PG-SOT223-3-1,active and preferred,IPN80R1K4P7ATMA1,PG-SOT223-3,SOT-223-3,Industrial,800 V,4 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn80r1k4p7-ds-en.pdf,3 V,2.5 V,3.5 V,1400 mΩ,10 nC,0.28 ,,,,
IPN80R4K5P7,https://www.infineon.com/part/IPN80R4K5P7,https://www.infineon.com/package/PG-SOT223-3-1,active and preferred,IPN80R4K5P7ATMA1,PG-SOT223-3,SOT-223-3,Industrial,800 V,1.5 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn80r4k5p7-ds-en.pdf,3 V,2.5 V,3.5 V,4500 mΩ,4 nC,0.18 ,,,,
IPA60R600P7S,https://www.infineon.com/part/IPA60R600P7S,https://www.infineon.com/package/PG-TO220-3-312,active and preferred,IPA60R600P7SXKSA1,PG-TO220-3,TO220 FullPAK,Standard,600 V,6 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r600p7s-datasheet-en.pdf,3.5 V,3 V,4 V,600 mΩ,9 nC,0.32 ,,,,
IPA60R280P7S,https://www.infineon.com/part/IPA60R280P7S,https://www.infineon.com/package/PG-TO220-3-312,active and preferred,IPA60R280P7SXKSA1,PG-TO220-3,TO220 FullPAK,Standard,600 V,12 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r280p7s-datasheet-en.pdf,3.5 V,3 V,4 V,280 mΩ,18 nC,0.47 ,,,,
IPA60R360P7S,https://www.infineon.com/part/IPA60R360P7S,https://www.infineon.com/package/PG-TO220-3-312,active and preferred,IPA60R360P7SXKSA1,PG-TO220-3,TO220 FullPAK,Standard,600 V,9 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r360p7s-datasheet-en.pdf,3.5 V,3 V,4 V,360 mΩ,13 nC,0.39 ,,,,
IPD60R280P7S,https://www.infineon.com/part/IPD60R280P7S,https://www.infineon.com/package/PG-TO252-3-344,active and preferred,IPD60R280P7SAUMA1,PG-TO252-3,DPAK,Standard,600 V,12 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r280p7s-datasheet-en.pdf,3.5 V,3 V,4 V,280 mΩ,18 nC,0.36 ,,,,
IPD60R360P7S,https://www.infineon.com/part/IPD60R360P7S,https://www.infineon.com/package/PG-TO252-3-344,active and preferred,IPD60R360P7SAUMA1,PG-TO252-3,DPAK,Standard,600 V,9 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r360p7s-datasheet-en.pdf,3.5 V,3 V,4 V,360 mΩ,13 nC,0.27 ,,,,
IPA60R170CFD7,https://www.infineon.com/part/IPA60R170CFD7,https://www.infineon.com/package/PG-TO220-3-317,active and preferred,IPA60R170CFD7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,8 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r170cfd7-datasheet-en.pdf,4 V,3.5 V,4.5 V,170 mΩ,28 nC,0.97 ,,,,
IPL60R075CFD7,https://www.infineon.com/part/IPL60R075CFD7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R075CFD7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,33 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r075cfd7-ds-en.pdf,4 V,3.5 V,4.5 V,75 mΩ,67 nC,2.63 ,,,,
IPP60R070CFD7,https://www.infineon.com/part/IPP60R070CFD7,https://www.infineon.com/package/PG-TO220-3-123,active and preferred,IPP60R070CFD7XKSA1,PG-TO220-3,TO220,Industrial,600 V,31 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r070cfd7-ds-en.pdf,4 V,3.5 V,4.5 V,70 mΩ,67 nC,2.43 ,,,,
IPP60R280CFD7,https://www.infineon.com/part/IPP60R280CFD7,https://www.infineon.com/package/PG-TO220-3-123,active and preferred,IPP60R280CFD7XKSA1,PG-TO220-3,TO220,Industrial,600 V,9 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r280cfd7-ds-en.pdf,4 V,3.5 V,4.5 V,280 mΩ,18 nC,0.85 ,,,,
IPL60R065P7,https://www.infineon.com/part/IPL60R065P7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R065P7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,41 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r065p7-ds-en.pdf,3.5 V,3 V,4 V,65 mΩ,67 nC,2.89 ,,,,
IPL60R085P7,https://www.infineon.com/part/IPL60R085P7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R085P7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,39 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r085p7-ds-en.pdf,3.5 V,3 V,4 V,85 mΩ,51 nC,1.94 ,,,,
IPL60R105P7,https://www.infineon.com/part/IPL60R105P7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R105P7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,33 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r105p7-ds-en.pdf,3.5 V,3 V,4 V,105 mΩ,45 nC,1.58 ,,,,
IPL60R125P7,https://www.infineon.com/part/IPL60R125P7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R125P7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,27 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r125p7-ds-en.pdf,3.5 V,3 V,4 V,125 mΩ,36 nC,1.2 ,,,,
IPL60R285P7,https://www.infineon.com/part/IPL60R285P7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R285P7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,13 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r285p7-ds-en.pdf,3.5 V,3 V,4 V,285 mΩ,18 nC,0.75 ,,,,
IPB60R120P7,https://www.infineon.com/part/IPB60R120P7,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB60R120P7ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,26 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r120p7-ds-en.pdf,3.5 V,3 V,4 V,120 mΩ,36 nC,1.22 ,,,,
IPB60R280P7,https://www.infineon.com/part/IPB60R280P7,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB60R280P7ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,12 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r280p7-ds-en.pdf,3.5 V,3 V,4 V,280 mΩ,18 nC,0.65 ,,,,
IPB60R360P7,https://www.infineon.com/part/IPB60R360P7,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB60R360P7ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,9 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r360p7-ds-en.pdf,3.5 V,3 V,4 V,360 mΩ,13 nC,0.53 ,,,,
IPN70R2K0P7S,https://www.infineon.com/part/IPN70R2K0P7S,https://www.infineon.com/package/PG-SOT223-3-1,active and preferred,IPN70R2K0P7SATMA1,PG-SOT223-3,SOT-223-3,Standard,700 V,3 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn70r2k0p7s-ds-en.pdf,3 V,2.5 V,3.5 V,2000 mΩ,3.8 nC,0.14 ,,,,
IPN80R2K4P7,https://www.infineon.com/part/IPN80R2K4P7,https://www.infineon.com/package/PG-SOT223-3-1,active and preferred,IPN80R2K4P7ATMA1,PG-SOT223-3,SOT-223-3,Industrial,800 V,2.5 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn80r2k4p7-ds-en.pdf,3 V,2.5 V,3.5 V,2400 mΩ,7.5 nC,0.23 ,,,,
IPA60R125CFD7,https://www.infineon.com/part/IPA60R125CFD7,https://www.infineon.com/package/PG-TO220-3-317,active and preferred,IPA60R125CFD7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,11 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r125cfd7-datasheet-en.pdf,4 V,3.5 V,4.5 V,125 mΩ,36 nC,1.48 ,,,,
IPP60R090CFD7,https://www.infineon.com/part/IPP60R090CFD7,https://www.infineon.com/package/PG-TO220-3-123,active and preferred,IPP60R090CFD7XKSA1,PG-TO220-3,TO220,Industrial,600 V,25 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r090cfd7-ds-en.pdf,4 V,3.5 V,4.5 V,90 mΩ,51 nC,1.91 ,,,,
IPP60R125CFD7,https://www.infineon.com/part/IPP60R125CFD7,https://www.infineon.com/package/PG-TO220-3-123,active and preferred,IPP60R125CFD7XKSA1,PG-TO220-3,TO220,Industrial,600 V,18 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r125cfd7-ds-en.pdf,4 V,3.5 V,4.5 V,125 mΩ,36 nC,1.48 ,,,,
IPL60R060CFD7,https://www.infineon.com/part/IPL60R060CFD7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R060CFD7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,40 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r060cfd7-ds-en.pdf,4 V,3.5 V,4.5 V,60 mΩ,79 nC,2.72 ,,,,
IPL60R160CFD7,https://www.infineon.com/part/IPL60R160CFD7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R160CFD7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,16 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r160cfd7-datasheet-en.pdf,4 V,3.5 V,4.5 V,160 mΩ,31 nC,1.16 ,,,,
IPL60R095CFD7,https://www.infineon.com/part/IPL60R095CFD7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R095CFD7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,25 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r095cfd7-ds-en.pdf,4 V,3.5 V,4.5 V,95 mΩ,51 nC,1.79 ,,,,
IPL60R115CFD7,https://www.infineon.com/part/IPL60R115CFD7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R115CFD7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,22 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r115cfd7-datasheet-en.pdf,4 V,3.5 V,4.5 V,115 mΩ,42 nC,1.53 ,,,,
IPP60R145CFD7,https://www.infineon.com/part/IPP60R145CFD7,https://www.infineon.com/package/PG-TO220-3-123,active and preferred,IPP60R145CFD7XKSA1,PG-TO220-3,TO220,Industrial,600 V,16 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r145cfd7-datasheet-en.pdf,4 V,3.5 V,4.5 V,145 mΩ,31 nC,1.26 ,,,,
IPA95R1K2P7,https://www.infineon.com/part/IPA95R1K2P7,https://www.infineon.com/package/PG-TO220-3-317,active and preferred,IPA95R1K2P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,950 V,6 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa95r1k2p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,1200 mΩ,15 nC,0.54 ,,,,
IPD95R2K0P7,https://www.infineon.com/part/IPD95R2K0P7,https://www.infineon.com/package/PG-TO252-3-341,active and preferred,IPD95R2K0P7ATMA1,PG-TO252-3,DPAK,Industrial,950 V,4 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd95r2k0p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,2000 mΩ,10 nC,0.37 ,,,,
IPA95R450P7,https://www.infineon.com/part/IPA95R450P7,https://www.infineon.com/package/PG-TO220-3-317,active and preferred,IPA95R450P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,950 V,14 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa95r450p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,450 mΩ,35 nC,0.85 ,,,,
IPD95R450P7,https://www.infineon.com/part/IPD95R450P7,https://www.infineon.com/package/PG-TO252-3-313,active and preferred,IPD95R450P7ATMA1,PG-TO252-3,DPAK,Industrial,950 V,14 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd95r450p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,450 mΩ,35 nC,0.79 ,,,,
IPN95R3K7P7,https://www.infineon.com/part/IPN95R3K7P7,https://www.infineon.com/package/PG-SOT223-3-1,active and preferred,IPN95R3K7P7ATMA1,PG-SOT223-3,SOT-223-3,Industrial,950 V,2 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn95r3k7p7-ds-en.pdf,3 V,2.5 V,3.5 V,3700 mΩ,6 nC,0.25 ,,,,
IPA95R750P7,https://www.infineon.com/part/IPA95R750P7,https://www.infineon.com/package/PG-TO220-3-317,active and preferred,IPA95R750P7XKSA1,PG-TO220-3,TO220 FullPAK,Non-Automotive,950 V,9 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa95r750p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,750 mΩ,23 nC,,,,,
IPD95R750P7,https://www.infineon.com/part/IPD95R750P7,https://www.infineon.com/package/PG-TO252-3-341,active and preferred,IPD95R750P7ATMA1,PG-TO252-3,DPAK,Industrial,950 V,9 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd95r750p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,750 mΩ,23 nC,0.62 ,,,,
IPD95R1K2P7,https://www.infineon.com/part/IPD95R1K2P7,https://www.infineon.com/package/PG-TO252-3-341,active and preferred,IPD95R1K2P7ATMA1,PG-TO252-3,DPAK,Industrial,950 V,6 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd95r1k2p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,1200 mΩ,15 nC,0.47 ,,,,
IPU95R750P7,https://www.infineon.com/part/IPU95R750P7,https://www.infineon.com/package/PG-TO251-3-341,active and preferred,IPU95R750P7AKMA1,PG-TO251-3,IPAK,Industrial,950 V,9 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipu95r750p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,750 mΩ,23 nC,0.61 ,,,,
IPA60R160P7,https://www.infineon.com/part/IPA60R160P7,https://www.infineon.com/package/PG-TO220-3-317,active and preferred,IPA60R160P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,20 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r160p7-datasheet-en.pdf,3.5 V,3 V,4 V,160 mΩ,31 nC,0.87 ,,,,
IPP60R160P7,https://www.infineon.com/part/IPP60R160P7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP60R160P7XKSA1,PG-TO220-3,TO220,Industrial,600 V,20 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r160p7-ds-en.pdf,3.5 V,3 V,4 V,160 mΩ,31 nC,0.87 ,,,,
IPD60R360PFD7S,https://www.infineon.com/part/IPD60R360PFD7S,https://www.infineon.com/package/PG-TO252-3-344,active and preferred,IPD60R360PFD7SAUMA1,PG-TO252-3,DPAK,Standard,600 V,10 A,CoolMOS™ PFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r360pfd7s-datasheet-en.pdf,4 V,3.5 V,4.5 V,360 mΩ,,0.38 ,,,,
IPN60R600PFD7S,https://www.infineon.com/part/IPN60R600PFD7S,https://www.infineon.com/package/PG-SOT223-3-1,active and preferred,IPN60R600PFD7SATMA1,PG-SOT223-3,SOT-223-3,Standard,600 V,6 A,CoolMOS™ PFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn60r600pfd7s-datasheet-en.pdf,4 V,3.5 V,4.5 V,600 mΩ,8.5 nC,0.26 ,,,,
IPP65R060CFD7,https://www.infineon.com/part/IPP65R060CFD7,https://www.infineon.com/package/PG-TO220-3-123,active and preferred,IPP65R060CFD7XKSA1,PG-TO220-3,TO220,Industrial,650 V,36 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp65r060cfd7-datasheet-en.pdf,4 V,3.5 V,4.5 V,60 mΩ,68 nC,2.75 ,,,,
IPDD60R075CFD7,https://www.infineon.com/part/IPDD60R075CFD7,https://www.infineon.com/package/PG-HDSOP-10-1,active and preferred,IPDD60R075CFD7XTMA1,PG-HDSOP-10,D-DPAK,Industrial,600 V,40 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdd60r075cfd7-datasheet-en.pdf,4 V,3.5 V,4.5 V,75 mΩ,51 nC,2.29 ,,,,
IPB65R090CFD7,https://www.infineon.com/part/IPB65R090CFD7,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB65R090CFD7ATMA1,PG-TO263-3,D2PAK,Industrial,650 V,25 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb65r090cfd7-datasheet-en.pdf,4 V,3.5 V,4.5 V,90 mΩ,53 nC,2.15 ,,,,
IPL65R095CFD7,https://www.infineon.com/part/IPL65R095CFD7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL65R095CFD7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,650 V,29 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl65r095cfd7-datasheet-en.pdf,4 V,3.5 V,4.5 V,95 mΩ,53 nC,2.12 ,,,,
IPD95R450PFD7,https://www.infineon.com/part/IPD95R450PFD7,https://www.infineon.com/package/PG-TO252-3-313,active and preferred,IPD95R450PFD7ATMA1,PG-TO252-3,DPAK,Industrial,950 V,13.3 A,CoolMOS™ PFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd95r450pfd7-datasheet-en.pdf,3 V,2.5 V,3.5 V,450 mΩ,43 nC,0.81 ,,,,
IPW95R060PFD7,https://www.infineon.com/part/IPW95R060PFD7,https://www.infineon.com/package/PG-TO247-3-41,active and preferred,IPW95R060PFD7XKSA1,PG-TO247-3,TO247,Industrial,950 V,74.7 A,CoolMOS™ PFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw95r060pfd7-datasheet-en.pdf,3 V,2.5 V,3.5 V,60 mΩ,315 nC,6.19 ,,,,
IPW95R130PFD7,https://www.infineon.com/part/IPW95R130PFD7,https://www.infineon.com/package/PG-TO247-3-41,active and preferred,IPW95R130PFD7XKSA1,PG-TO247-3,TO247,Industrial,950 V,36.5 A,CoolMOS™ PFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw95r130pfd7-datasheet-en.pdf,3 V,2.5 V,3.5 V,130 mΩ,141 nC,2.54 ,,,,
