"Part Number","Datasheet","Description","Life-cycle","Polarity","VDSS(V)","VGSS(V)","ID(A)","PD(W)","Ciss(pF)","Qg(nC)","QOSS(nC)","trr(ns)","Qrr(nC)","RDS(ON)Max(Ω)|VGS|=1.2V","RDS(ON)Max(Ω)|VGS|=1.5V","RDS(ON)Max(Ω)|VGS|=1.8V","RDS(ON)Max(Ω)|VGS|=2.5V","RDS(ON)Max(Ω)|VGS|=4V","RDS(ON)Max(Ω)|VGS|=4.5V","RDS(ON)Max(Ω)|VGS|=6V","RDS(ON)Max(Ω)|VGS|=8V","RDS(ON)Max(Ω)|VGS|=10V","RDS(ON)Max(Ω)|VGS|=18V","Number of pins","Surface mount package","Toshiba Package Name","Generation","Type","Width x Length x Height(mm)","Package Size(mm^2)","Drive voltage type"
"TK35A08N1","Datasheet","N-ch MOSFET, 80 V, 0.0122 Ω@10V, TO-220SIS, U-MOSⅧ-H","","N-ch","80","+/-20","55","30","1700","25","","52","82","","","","","","","","","0.0122","","3","N","TO-220SIS","U-MOSⅧ-H","High-speed switching","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK35A65W","Datasheet","N-ch MOSFET, 650 V, 0.08 Ω@10V, TO-220SIS, DTMOSⅣ","","N-ch","650","+/-30","35","50","4100","100","","430","4200","","","","","","","","","0.08","","3","N","TO-220SIS","DTMOSⅣ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK35A65W5","Datasheet","N-ch MOSFET, 650 V, 0.095 Ω@10V, TO-220SIS, DTMOSⅣ","","N-ch","650","+/-30","35","50","4100","115","","130","780","","","","","","","","","0.095","","3","N","TO-220SIS","DTMOSⅣ","High-speed diode","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK35E08N1","Datasheet","N-ch MOSFET, 80 V, 0.0122 Ω@10V, TO-220, U-MOSⅧ-H","","N-ch","80","+/-20","55","72","1700","25","","52","82","","","","","","","","","0.0122","","3","N","TO-220","U-MOSⅧ-H","High-speed switching","10.16 x 15.1 x 4.45","153.42","10V Gate Drive"
"TK35N65W","Datasheet","N-ch MOSFET, 650 V, 0.08 Ω@10V, TO-247, DTMOSⅣ","","N-ch","650","+/-30","35","270","4100","100","","430","4200","","","","","","","","","0.08","","3","N","TO-247","DTMOSⅣ","","15.94 x 20.95 x 5.02","333.94","10V Gate Drive"
"TK35N65W5","Datasheet","N-ch MOSFET, 650 V, 0.095 Ω@10V, TO-247, DTMOSⅣ","","N-ch","650","+/-30","35","270","4100","115","","130","780","","","","","","","","","0.095","","3","N","TO-247","DTMOSⅣ","High-speed diode","15.94 x 20.95 x 5.02","333.94","10V Gate Drive"
"TK35S04K3L","Datasheet","N-ch MOSFET, 40 V, 35 A, 0.0103 Ω@10V, DPAK+","","N-ch","40","+/-20","35","58","1370","28","","35","17","","","","","","","0.015","","0.0103","","3","Y","DPAK+","U-MOSⅣ","","6.5 x 9.5 x 2.3","61.75","10V Gate Drive"
"TK370A60F","Datasheet","N-ch MOSFET, 600 V, 0.37 Ω@10V, TO-220SIS, π-MOSⅨ","","N-ch","600","+/-30","15","45","2200","55","","800","8000","","","","","","","","","0.37","","3","N","TO-220SIS","π-MOSⅨ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK380A60Y","Datasheet","N-ch MOSFET, 600 V, 0.38 Ω@10V, TO-220SIS, DTMOSⅤ","","N-ch","600","+/-30","9.7","30","590","20","","240","2000","","","","","","","","","0.38","","3","N","TO-220SIS","DTMOSⅤ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK380A65Y","Datasheet","N-ch MOSFET, 650 V, 0.38 Ω@10V, TO-220SIS, DTMOSⅤ","","N-ch","650","+/-30","9.7","30","590","20","","240","2000","","","","","","","","","0.38","","3","N","TO-220SIS","DTMOSⅤ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK380P60Y","Datasheet","N-ch MOSFET, 600 V, 0.38 Ω@10V, DPAK, DTMOSⅤ","","N-ch","600","+/-30","9.7","80","590","20","","240","2000","","","","","","","","","0.38","","3","Y","DPAK","DTMOSⅤ","","6.6 x 10.0 x 2.3","66.00","10V Gate Drive"
"TK380P65Y","Datasheet","N-ch MOSFET, 650 V, 0.38 Ω@10V, DPAK, DTMOSⅤ","","N-ch","650","+/-30","9.7","80","590","20","","240","2000","","","","","","","","","0.38","","3","Y","DPAK","DTMOSⅤ","","6.6 x 10.0 x 2.3","66.00","10V Gate Drive"
"TK39A60W","Datasheet","N-ch MOSFET, 600 V, 0.065 Ω@10V, TO-220SIS, DTMOSⅣ","","N-ch","600","+/-30","38.8","50","4100","110","","450","5000","","","","","","","","","0.065","","3","N","TO-220SIS","DTMOSⅣ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK39J60W","Datasheet","N-ch MOSFET, 600 V, 0.065 Ω@10V, TO-3P(N), DTMOSⅣ","","N-ch","600","+/-30","38.8","270","4100","110","","450","5000","","","","","","","","","0.065","","3","N","TO-3P(N)","DTMOSⅣ","","15.5 x 20.0 x 4.5","310.00","10V Gate Drive"
"TK39J60W5","Datasheet","N-ch MOSFET, 600 V, 0.074 Ω@10V, TO-3P(N), DTMOSⅣ","","N-ch","600","+/-30","38.8","270","4100","135","","150","1200","","","","","","","","","0.074","","3","N","TO-3P(N)","DTMOSⅣ","High-speed diode","15.5 x 20.0 x 4.5","310.00","10V Gate Drive"
"TK39N60W","Datasheet","N-ch MOSFET, 600 V, 0.065 Ω@10V, TO-247, DTMOSⅣ","","N-ch","600","+/-30","38.8","270","4100","110","","450","5000","","","","","","","","","0.065","","3","N","TO-247","DTMOSⅣ","","15.94 x 20.95 x 5.02","333.94","10V Gate Drive"
"TK39N60W5","Datasheet","N-ch MOSFET, 600 V, 0.074 Ω@10V, TO-247, DTMOSⅣ","","N-ch","600","+/-30","38.8","270","4100","135","","150","1200","","","","","","","","","0.074","","3","N","TO-247","DTMOSⅣ","High-speed diode","15.94 x 20.95 x 5.02","333.94","10V Gate Drive"
"TK39N60X","Datasheet","N-ch MOSFET, 600 V, 0.065 Ω@10V, TO-247, DTMOSⅣ-H","","N-ch","600","+/-30","38.8","270","4100","85","","450","5000","","","","","","","","","0.065","","3","N","TO-247","DTMOSⅣ-H","High-speed switching","15.94 x 20.95 x 5.02","333.94","10V Gate Drive"
"TK39Z60X","Datasheet","N-ch MOSFET, 600 V, 0.065 Ω@10V, TO-247-4L, DTMOSⅣ-H","","N-ch","600","+/-30","38.8","270","4100","85","","450","5000","","","","","","","","","0.065","","4","N","TO-247-4L","DTMOSⅣ-H","High-speed switching","15.94 x 20.95 x 5.0","333.94","10V Gate Drive"
"TK3A60DA","Datasheet","N-ch MOSFET, 600 V, 2.8 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","600","+/-30","2.5","30","380","9.0","","","","","","","","","","","","2.8","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK3A65D","Datasheet","N-ch MOSFET, 650 V, 2.25 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","650","+/-30","3.0","35","540","11","","1000","5500","","","","","","","","","2.25","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK3A65DA","Datasheet","N-ch MOSFET, 650 V, 2.51 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","650","+/-30","2.5","35","490","11","","","","","","","","","","","","2.51","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK3A90E","Datasheet","N-ch MOSFET, 900 V, 4.6 Ω@10V, TO-220SIS, π-MOSⅧ","","N-ch","900","+/-30","2.5","35","650","15","","800","4000","","","","","","","","","4.6","","3","N","TO-220SIS","π-MOSⅧ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK3P50D","Datasheet","N-ch MOSFET, 500 V, 3.0 Ω@10V, DPAK, π-MOSⅦ","","N-ch","500","+/-30","3.0","60","280","7.0","","770","2500","","","","","","","","","3.0","","3","Y","DPAK","π-MOSⅦ","","6.6 x 10.0 x 2.3","66.00","10V Gate Drive"
"TK3P80E","Datasheet","N-ch MOSFET, 800 V, 4.9 Ω@10V, DPAK, π-MOSⅧ","","N-ch","800","+/-30","3.0","80","500","12","","800","3500","","","","","","","","","4.9","","3","Y","DPAK","π-MOSⅧ","","6.6 x 10.0 x 2.3","66.00","10V Gate Drive"
"TK3R1A04PL","Datasheet","N-ch MOSFET, 40 V, 0.0031 Ω@10V, TO-220SIS, U-MOSⅨ-H","","N-ch","40","+/-20","82","36","4670","63.4","42","50","50","","","","","","0.0038","","","0.0031","","3","N","TO-220SIS","U-MOSⅨ-H","High-speed switching","10.0 x 15.0 x 4.5","150.00","Logic-Level Gate Drive"
"TK3R1E04PL","Datasheet","N-ch MOSFET, 40 V, 0.0031 Ω@10V, TO-220, U-MOSⅨ-H","","N-ch","40","+/-20","128","87","4670","63.4","42","50","50","","","","","","0.0038","","","0.0031","","3","N","TO-220","U-MOSⅨ-H","High-speed switching","10.16 x 15.1 x 4.45","153.42","Logic-Level Gate Drive"
"TK3R1P04PL","Datasheet","N-ch MOSFET, 40 V, 0.0031 Ω@10V, DPAK, U-MOSⅨ-H","","N-ch","40","+/-20","130","87","4670","60","42","43","36","","","","","","0.0043","","","0.0031","","3","Y","DPAK","U-MOSⅨ-H","High-speed switching","6.6 x 10.0 x 2.3","66.00","Logic-Level Gate Drive"
"TK3R2A08QM","Datasheet","N-ch MOSFET, 80 V, 0.0032 Ω@10V, TO-220SIS, U-MOSⅩ-H","","N-ch","80","+/-20","92","45","7670","102","119","55","69","","","","","","","0.0041","","0.0032","","3","N","TO-220SIS","U-MOSⅩ-H","High-speed switching","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK3R2A10PL","Datasheet","N-ch MOSFET, 100 V, 0.0032 Ω@10V, TO-220SIS, U-MOSⅨ-H","","N-ch","100","+/-20","106","54","9500","161","164","75","150","","","","","","0.0043","","","0.0032","","3","N","TO-220SIS","U-MOSⅨ-H","High-speed switching","10.0 x 15.0 x 4.5","150.00","Logic-Level Gate Drive"
"TK3R2E06PL","Datasheet","N-ch MOSFET, 60 V, 0.0032 Ω@10V, TO-220, U-MOSⅨ-H","","N-ch","60","+/-20","160","168","5000","71","66","55","72","","","","","","0.0047","","","0.0032","","3","N","TO-220","U-MOSⅨ-H","High-speed switching","10.16 x 15.1 x 4.45","153.42","Logic-Level Gate Drive"
"TK3R3A06PL","Datasheet","N-ch MOSFET, 60 V, 0.0033 Ω@10V, TO-220SIS, U-MOSⅨ-H","","N-ch","60","+/-20","88","42","5000","71","66","55","72","","","","","","0.0049","","","0.0033","","3","N","TO-220SIS","U-MOSⅨ-H","High-speed switching","10.0 x 15.0 x 4.5","150.00","Logic-Level Gate Drive"
"TK3R3E08QM","Datasheet","N-ch MOSFET, 80 V, 0.0033 Ω@10V, TO-220, U-MOSⅩ-H","","N-ch","80","+/-20","120","230","7670","110","119","59","74","","","","","","","0.0042","","0.0033","","3","N","TO-220","U-MOSⅩ-H","High-speed switching","10.16 x 15.1 x 4.45","153.42","10V Gate Drive"
"TK3R9E10PL","Datasheet","N-ch MOSFET, 100 V, 0.0039 Ω@10V, TO-220, U-MOSⅨ-H","","N-ch","100","+/-20","180","230","6320","96","99","65","117","","","","","","0.0058","","","0.0039","","3","N","TO-220","U-MOSⅨ-H","High-speed switching","10.16 x 15.1 x 4.45","153.42","Logic-Level Gate Drive"
"TK40A06N1","Datasheet","N-ch MOSFET, 60 V, 0.0104 Ω@10V, TO-220SIS, U-MOSⅧ-H","","N-ch","60","+/-20","60","30","1700","23","","46","62","","","","","","","","","0.0104","","3","N","TO-220SIS","U-MOSⅧ-H","High-speed switching","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK40A10N1","Datasheet","N-ch MOSFET, 100 V, 0.0082 Ω@10V, TO-220SIS, U-MOSⅧ-H","","N-ch","100","+/-20","90","35","3000","49","","67","130","","","","","","","","","0.0082","","3","N","TO-220SIS","U-MOSⅧ-H","High-speed switching","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK40E06N1","Datasheet","N-ch MOSFET, 60 V, 0.0104 Ω@10V, TO-220, U-MOSⅧ-H","","N-ch","60","+/-20","60","67","1700","23","","46","62","","","","","","","","","0.0104","","3","N","TO-220","U-MOSⅧ-H","High-speed switching","10.16 x 15.1 x 4.45","153.42","10V Gate Drive"
"TK40E10N1","Datasheet","N-ch MOSFET, 100 V, 0.0082 Ω@10V, TO-220, U-MOSⅧ-H","","N-ch","100","+/-20","90","126","3000","49","","67","130","","","","","","","","","0.0082","","3","N","TO-220","U-MOSⅧ-H","High-speed switching","10.16 x 15.1 x 4.45","153.42","10V Gate Drive"
"TK40J20D","Datasheet","N-ch MOSFET, 200 V, 0.044 Ω@10V, TO-3P(N), π-MOSⅦ","","N-ch","200","+/-20","40","260","4300","100","","240","2200","","","","","","","","","0.044","","3","N","TO-3P(N)","π-MOSⅦ","","15.5 x 20.0 x 4.5","310.00","10V Gate Drive"
"TK40S06N1L","Datasheet","N-ch MOSFET, 60 V, 40 A, 0.0105 Ω@10V, DPAK+","","N-ch","60","+/-20","40","88.2","1650","26","","46","23","","","","","","0.018","","","0.0105","","3","Y","DPAK+","U-MOSⅧ-H","","6.5 x 9.5 x 2.3","61.75","Logic-Level Gate Drive"
"TK42A12N1","Datasheet","N-ch MOSFET, 120 V, 0.0094 Ω@10V, TO-220SIS, U-MOSⅧ-H","","N-ch","120","+/-20","88","35","3100","52","","80","190","","","","","","","","","0.0094","","3","N","TO-220SIS","U-MOSⅧ-H","High-speed switching","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK42E12N1","Datasheet","N-ch MOSFET, 120 V, 0.0094 Ω@10V, TO-220, U-MOSⅧ-H","","N-ch","120","+/-20","88","140","3100","52","","80","190","","","","","","","","","0.0094","","3","N","TO-220","U-MOSⅧ-H","High-speed switching","10.16 x 15.1 x 4.45","153.42","10V Gate Drive"
"TK430A60F","Datasheet","N-ch MOSFET, 600 V, 0.43 Ω@10V, TO-220SIS, π-MOSⅨ","","N-ch","600","+/-30","13","45","1940","48","","700","6300","","","","","","","","","0.43","","3","N","TO-220SIS","π-MOSⅨ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK46A08N1","Datasheet","N-ch MOSFET, 80 V, 0.0084 Ω@10V, TO-220SIS, U-MOSⅧ-H","","N-ch","80","+/-20","80","35","2500","37","","59","97","","","","","","","","","0.0084","","3","N","TO-220SIS","U-MOSⅧ-H","High-speed switching","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK46E08N1","Datasheet","N-ch MOSFET, 80 V, 0.0084 Ω@10V, TO-220, U-MOSⅧ-H","","N-ch","80","+/-20","80","103","2500","37","","59","97","","","","","","","","","0.0084","","3","N","TO-220","U-MOSⅧ-H","High-speed switching","10.16 x 15.1 x 4.45","153.42","10V Gate Drive"
"TK49N65W","Datasheet","N-ch MOSFET, 650 V, 0.055 Ω@10V, TO-247, DTMOSⅣ","","N-ch","650","+/-30","49.2","400","6500","160","","500","7000","","","","","","","","","0.055","","3","N","TO-247","DTMOSⅣ","","15.94 x 20.95 x 5.02","333.94","10V Gate Drive"
"TK49N65W5","Datasheet","N-ch MOSFET, 650 V, 0.057 Ω@10V, TO-247, DTMOSⅣ","","N-ch","650","+/-30","49.2","400","6500","185","","145","1100","","","","","","","","","0.057","","3","N","TO-247","DTMOSⅣ","High-speed diode","15.94 x 20.95 x 5.02","333.94","10V Gate Drive"
"TK4A50D","Datasheet","N-ch MOSFET, 500 V, 2.0 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","500","+/-30","4.0","30","380","9.0","","","","","","","","","","","","2.0","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK4A53D","Datasheet","N-ch MOSFET, 525 V, 1.7 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","525","+/-30","4.0","35","490","11","","","","","","","","","","","","1.7","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK4A55D","Datasheet","N-ch MOSFET, 550 V, 1.88 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","550","+/-30","4.0","35","490","11","","","","","","","","","","","","1.88","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK4A55DA","Datasheet","N-ch MOSFET, 550 V, 2.45 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","550","+/-30","3.5","30","380","9.0","","","","","","","","","","","","2.45","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK4A65DA","Datasheet","N-ch MOSFET, 650 V, 1.9 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","650","+/-30","3.5","35","600","12","","","","","","","","","","","","1.9","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK4A80E","Datasheet","N-ch MOSFET, 800 V, 3.5 Ω@10V, TO-220SIS, π-MOSⅧ","","N-ch","800","+/-30","4.0","35","650","15","","900","5000","","","","","","","","","3.5","","3","N","TO-220SIS","π-MOSⅧ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK4K1A60F","Datasheet","N-ch MOSFET, 600 V, 4.1 Ω@10V, TO-220SIS, π-MOSⅨ","","N-ch","600","+/-30","2.0","30","270","8","","600","2000","","","","","","","","","4.1","","3","N","TO-220SIS","π-MOSⅨ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK4P50D","Datasheet","N-ch MOSFET, 500 V, 2.0 Ω@10V, DPAK, π-MOSⅦ","","N-ch","500","+/-30","4.0","80","380","9.0","","800","4400","","","","","","","","","2.0","","3","Y","DPAK","π-MOSⅦ","","6.6 x 10.0 x 2.3","66.00","10V Gate Drive"
"TK4P55D","Datasheet","N-ch MOSFET, 550 V, 1.88 Ω@10V, DPAK, π-MOSⅦ","","N-ch","550","+/-30","4.0","80","490","11","","900","5000","","","","","","","","","1.88","","3","Y","DPAK","π-MOSⅦ","","6.6 x 10.0 x 2.3","66.00","10V Gate Drive"
"TK4P55DA","Datasheet","N-ch MOSFET, 550 V, 2.45 Ω@10V, DPAK, π-MOSⅦ","","N-ch","550","+/-30","3.5","80","380","9.0","","800","4400","","","","","","","","","2.45","","3","Y","DPAK","π-MOSⅦ","","6.6 x 10.0 x 2.3","66.00","10V Gate Drive"
"TK4P60D","Datasheet","N-ch MOSFET, 600 V, 1.7 Ω@10V, DPAK, π-MOSⅦ","","N-ch","600","+/-30","4.0","100","600","12","","1200","7000","","","","","","","","","1.7","","3","Y","DPAK","π-MOSⅦ","","6.6 x 10.0 x 2.3","66.00","10V Gate Drive"
"TK4P60DA","Datasheet","N-ch MOSFET, 600 V, 2.2 Ω@10V, DPAK, π-MOSⅦ","","N-ch","600","+/-30","3.5","80","490","11","","1000","5000","","","","","","","","","2.2","","3","Y","DPAK","π-MOSⅦ","","6.6 x 10.0 x 2.3","66.00","10V Gate Drive"
"TK4P60DB","Datasheet","N-ch MOSFET, 600 V, 2.0 Ω@10V, DPAK, π-MOSⅦ","","N-ch","600","+/-30","3.7","80","540","11","","1000","5500","","","","","","","","","2.0","","3","Y","DPAK","π-MOSⅦ","","6.6 x 10.0 x 2.3","66.00","10V Gate Drive"
"TK4Q60DA","Datasheet","N-ch MOSFET, 600 V, 2.2 Ω@10V, New PW-Mold2, π-MOSⅦ","","N-ch","600","+/-30","3.5","80","490","11","","1000","5000","","","","","","","","","2.2","","3","N","New PW-Mold2","π-MOSⅦ","","6.5 x 5.5 x 2.3","35.75","10V Gate Drive"
"TK4R1A10PL","Datasheet","N-ch MOSFET, 100 V, 0.0041 Ω@10V, TO-220SIS, U-MOSⅨ-H","","N-ch","100","+/-20","85","54","6320","104","99","65","117","","","","","","0.0059","","","0.0041","","3","N","TO-220SIS","U-MOSⅨ-H","High-speed switching","10.0 x 15.0 x 4.5","150.00","Logic-Level Gate Drive"
"TK4R3A06PL","Datasheet","N-ch MOSFET, 60 V, 0.0043 Ω@10V, TO-220SIS, U-MOSⅨ-H","","N-ch","60","+/-20","68","36","3280","48.2","39","47","57","","","","","","0.0072","","","0.0043","","3","N","TO-220SIS","U-MOSⅨ-H","High-speed switching","10.0 x 15.0 x 4.5","150.00","Logic-Level Gate Drive"
"TK4R3E06PL","Datasheet","N-ch MOSFET, 60 V, 0.0043 Ω@10V, TO-220, U-MOSⅨ-H","","N-ch","60","+/-20","106","87","3280","48.2","39","47","57","","","","","","0.0072","","","0.0043","","3","N","TO-220","U-MOSⅨ-H","High-speed switching","10.16 x 15.1 x 4.45","153.42","Logic-Level Gate Drive"
"TK4R4P06PL","Datasheet","N-ch MOSFET, 60 V, 0.0044 Ω@10V, DPAK, U-MOSⅨ-H","","N-ch","60","+/-20","106","87","3280","48.2","39","47","57","","","","","","0.0071","","","0.0044","","3","Y","DPAK","U-MOSⅨ-H","High-speed switching","6.6 x 10.0 x 2.3","66.00","Logic-Level Gate Drive"
"TK4R9E15Q5","Datasheet","N-ch MOSFET, 150 V, 0.0049 Ω@10V, Qrr=50nC@100A/μs, TO-220, U-MOSⅩ-H","New Product","N-ch","150","+/-20","120","300","7820","96","190","50","50","","","","","","","","0.0059","0.0049","","3","N","TO-220","U-MOSⅩ-H","High-speed switching / High-speed diode","10.16 x 15.1 x 4.45","153.42","10V Gate Drive"
"TK50J30D","Datasheet","N-ch MOSFET, 300 V, 0.052 Ω@10V, TO-3P(N), π-MOSⅦ","","N-ch","300","+/-20","50","410","7000","160","","345","4100","","","","","","","","","0.052","","3","N","TO-3P(N)","π-MOSⅦ","","15.5 x 20.0 x 4.5","310.00","10V Gate Drive"
"TK55S10N1","Datasheet","N-ch MOSFET, 100 V, 55 A, 0.0065 Ω@10V, DPAK+","","N-ch","100","+/-20","55","157","3280","49","","75","73","","","","","","","","","0.0065","","3","Y","DPAK+","U-MOSⅧ-H","","6.5 x 9.5 x 2.3","61.75","10V Gate Drive"
"TK560A60Y","Datasheet","N-ch MOSFET, 600 V, 0.56 Ω@10V, TO-220SIS, DTMOSⅤ","","N-ch","600","+/-30","7.0","30","380","14.5","","240","1600","","","","","","","","","0.56","","3","N","TO-220SIS","DTMOSⅤ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK560A65Y","Datasheet","N-ch MOSFET, 650 V, 0.56 Ω@10V, TO-220SIS, DTMOSⅤ","","N-ch","650","+/-30","7.0","30","380","14.5","","240","1600","","","","","","","","","0.56","","3","N","TO-220SIS","DTMOSⅤ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK560P60Y","Datasheet","N-ch MOSFET, 600 V, 0.56 Ω@10V, DPAK, DTMOSⅤ","","N-ch","600","+/-30","7.0","60","380","14.5","","240","1600","","","","","","","","","0.56","","3","Y","DPAK","DTMOSⅤ","","6.6 x 10.0 x 2.3","66.00","10V Gate Drive"
"TK560P65Y","Datasheet","N-ch MOSFET, 650 V, 0.56 Ω@10V, DPAK, DTMOSⅤ","","N-ch","650","+/-30","7.0","60","380","14.5","","240","1600","","","","","","","","","0.56","","3","Y","DPAK","DTMOSⅤ","","6.6 x 10.0 x 2.3","66.00","10V Gate Drive"
"TK56A12N1","Datasheet","N-ch MOSFET, 120 V, 0.0075 Ω@10V, TO-220SIS, U-MOSⅧ-H","","N-ch","120","+/-20","112","45","4200","69","","86","210","","","","","","","","","0.0075","","3","N","TO-220SIS","U-MOSⅧ-H","High-speed switching","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK56E12N1","Datasheet","N-ch MOSFET, 120 V, 0.007 Ω@10V, TO-220, U-MOSⅧ-H","","N-ch","120","+/-20","112","168","4200","69","","86","210","","","","","","","","","0.007","","3","N","TO-220","U-MOSⅧ-H","High-speed switching","10.16 x 15.1 x 4.45","153.42","10V Gate Drive"
"TK58A06N1","Datasheet","N-ch MOSFET, 60 V, 0.0054 Ω@10V, TO-220SIS, U-MOSⅧ-H","","N-ch","60","+/-20","105","35","3400","46","","63","100","","","","","","","","","0.0054","","3","N","TO-220SIS","U-MOSⅧ-H","High-speed switching","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK58E06N1","Datasheet","N-ch MOSFET, 60 V, 0.0054 Ω@10V, TO-220, U-MOSⅧ-H","","N-ch","60","+/-20","105","110","3400","46","","63","100","","","","","","","","","0.0054","","3","N","TO-220","U-MOSⅧ-H","High-speed switching","10.16 x 15.1 x 4.45","153.42","10V Gate Drive"
"TK5A45DA","Datasheet","N-ch MOSFET, 450 V, 1.75 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","450","+/-30","4.5","30","380","9.0","","1000","5.5","","","","","","","","","1.75","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK5A50D","Datasheet","N-ch MOSFET, 500 V, 1.5 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","500","+/-30","5.0","35","490","11","","","","","","","","","","","","1.5","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK5A53D","Datasheet","N-ch MOSFET, 525 V, 1.5 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","525","+/-30","5.0","35","540","11","","","","","","","","","","","","1.5","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK5A55D","Datasheet","N-ch MOSFET, 550 V, 1.7 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","550","+/-30","5.0","35","540","11","","","","","","","","","","","","1.7","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK5A60D","Datasheet","N-ch MOSFET, 600 V, 1.43 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","600","+/-30","5.0","35","700","16","","","","","","","","","","","","1.43","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK5A65D","Datasheet","N-ch MOSFET, 650 V, 1.43 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","650","+/-30","5.0","40","800","16","","","","","","","","","","","","1.43","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK5A65DA","Datasheet","N-ch MOSFET, 650 V, 1.67 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","650","+/-30","4.5","35","700","16","","1100","7700","","","","","","","","","1.67","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK5A80E","Datasheet","N-ch MOSFET, 800 V, 2.4 Ω@10V, TO-220SIS, π-MOSⅧ","","N-ch","800","+/-30","5.0","40","950","20","","900","6000","","","","","","","","","2.4","","3","N","TO-220SIS","π-MOSⅧ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK5A90E","Datasheet","N-ch MOSFET, 900 V, 3.1 Ω@10V, TO-220SIS, π-MOSⅧ","","N-ch","900","+/-30","4.5","40","950","20","","1000","6500","","","","","","","","","3.1","","3","N","TO-220SIS","π-MOSⅧ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
