Part number,Part link,Package link,Product status,OPN,Infineon package,Package name,Qualification,VDS max,Technology,VGS(th),VGS(th) min,VGS(th) max,RDS (on) (@10V) max,QG (typ @10V),Budgetary Price €/1k,Polarity,Datasheet link,QG (typ @10V) max,RDS (on) (@4.5V) max,QG (typ @4.5V),QG (typ @4.5V) max
IPL60R104C7,https://www.infineon.com/part/IPL60R104C7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R104C7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,CoolMOS™ C7,3.5 V,3 V,4 V,104 mΩ,42 nC,2.12 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r104c7-ds-en.pdf,,,,
IPA80R1K4P7,https://www.infineon.com/part/IPA80R1K4P7,https://www.infineon.com/package/PG-TO220-3-313,active and preferred,IPA80R1K4P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,1400 mΩ,10 nC,0.42 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa80r1k4p7-datasheet-en.pdf,,,,
IPA80R280P7,https://www.infineon.com/part/IPA80R280P7,https://www.infineon.com/package/PG-TO220-3-313,active and preferred,IPA80R280P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,280 mΩ,36 nC,1.15 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa80r280p7-datasheet-en.pdf,,,,
IPA80R450P7,https://www.infineon.com/part/IPA80R450P7,https://www.infineon.com/package/PG-TO220-3-313,active and preferred,IPA80R450P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,450 mΩ,24 nC,0.72 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa80r450p7-datasheet-en.pdf,,,,
IPD80R1K4P7,https://www.infineon.com/part/IPD80R1K4P7,https://www.infineon.com/package/PG-TO252-3-341,active and preferred,IPD80R1K4P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,1400 mΩ,10 nC,0.32 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r1k4p7-datasheet-en.pdf,,,,
IPD80R4K5P7,https://www.infineon.com/part/IPD80R4K5P7,https://www.infineon.com/package/PG-TO252-3-341,active and preferred,IPD80R4K5P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,4500 mΩ,4 nC,0.21 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r4k5p7-datasheet-en.pdf,,,,
IPD80R280P7,https://www.infineon.com/part/IPD80R280P7,https://www.infineon.com/package/PG-TO252-3-313,active and preferred,IPD80R280P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,280 mΩ,36 nC,1.08 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r280p7-datasheet-en.pdf,,,,
IPD80R450P7,https://www.infineon.com/part/IPD80R450P7,https://www.infineon.com/package/PG-TO252-3-341,active and preferred,IPD80R450P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,450 mΩ,24 nC,0.68 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r450p7-datasheet-en.pdf,,,,
IPU80R4K5P7,https://www.infineon.com/part/IPU80R4K5P7,https://www.infineon.com/package/PG-TO251-3-341,active and preferred,IPU80R4K5P7AKMA1,PG-TO251-3,IPAK,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,4500 mΩ,4 nC,0.21 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipu80r4k5p7-datasheet-en.pdf,,,,
IPD70R360P7S,https://www.infineon.com/part/IPD70R360P7S,https://www.infineon.com/package/PG-TO252-3-344,active and preferred,IPD70R360P7SAUMA1,PG-TO252-3,DPAK,Standard,700 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,360 mΩ,16.4 nC,0.29 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd70r360p7s-datasheet-en.pdf,,,,
IPA70R360P7S,https://www.infineon.com/part/IPA70R360P7S,https://www.infineon.com/package/PG-TO220-3-312,active and preferred,IPA70R360P7SXKSA1,PG-TO220-3,TO220 FullPAK,Standard,700 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,360 mΩ,16.4 nC,0.39 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa70r360p7s-datasheet-en.pdf,,,,
IPD70R600P7S,https://www.infineon.com/part/IPD70R600P7S,https://www.infineon.com/package/PG-TO252-3-344,active and preferred,IPD70R600P7SAUMA1,PG-TO252-3,DPAK,Standard,700 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,600 mΩ,10.5 nC,0.23 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd70r600p7s-datasheet-en.pdf,,,,
IPA70R600P7S,https://www.infineon.com/part/IPA70R600P7S,https://www.infineon.com/package/PG-TO220-3-312,active and preferred,IPA70R600P7SXKSA1,PG-TO220-3,TO220 FullPAK,Standard,700 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,600 mΩ,10.5 nC,0.31 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa70r600p7s-datasheet-en.pdf,,,,
IPD70R900P7S,https://www.infineon.com/part/IPD70R900P7S,https://www.infineon.com/package/PG-TO252-3-344,active and preferred,IPD70R900P7SAUMA1,PG-TO252-3,DPAK,Standard,700 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,900 mΩ,6.8 nC,0.18 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd70r900p7s-datasheet-en.pdf,,,,
IPD70R1K4P7S,https://www.infineon.com/part/IPD70R1K4P7S,https://www.infineon.com/package/PG-TO252-3-344,active and preferred,IPD70R1K4P7SAUMA1,PG-TO252-3,DPAK,Standard,700 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,1400 mΩ,4.7 nC,0.17 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd70r1k4p7s-datasheet-en.pdf,,,,
IPP60R360P7,https://www.infineon.com/part/IPP60R360P7,https://www.infineon.com/package/PG-TO220-3-123,active and preferred,IPP60R360P7XKSA1,PG-TO220-3,TO220,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,360 mΩ,13 nC,0.53 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r360p7-ds-en.pdf,,,,
IPD60R360P7,https://www.infineon.com/part/IPD60R360P7,https://www.infineon.com/package/PG-TO252-3-342,active and preferred,IPD60R360P7ATMA1,PG-TO252-3,DPAK,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,360 mΩ,13 nC,0.42 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r360p7-datasheet-en.pdf,,,,
IPL60R185P7,https://www.infineon.com/part/IPL60R185P7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R185P7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,185 mΩ,25 nC,0.81 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r185p7-ds-en.pdf,,,,
IPW60R180P7,https://www.infineon.com/part/IPW60R180P7,https://www.infineon.com/package/PG-TO247-3-41,active and preferred,IPW60R180P7XKSA1,PG-TO247-3,TO247,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,180 mΩ,25 nC,1.12 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r180p7-ds-en.pdf,,,,
IPA60R360P7,https://www.infineon.com/part/IPA60R360P7,https://www.infineon.com/package/PG-TO220-3-317,active and preferred,IPA60R360P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,360 mΩ,13 nC,0.53 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r360p7-datasheet-en.pdf,,,,
IPAN70R600P7S,https://www.infineon.com/part/IPAN70R600P7S,,active and preferred,IPAN70R600P7SXKSA1,PG-TO220-3,TO220 FullPAK narrow leads,Standard,700 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,600 mΩ,10.5 nC,0.33 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipan70r600p7s-ds-en.pdf,,,,
IPAN70R360P7S,https://www.infineon.com/part/IPAN70R360P7S,,active and preferred,IPAN70R360P7SXKSA1,PG-TO220-3,TO220 FullPAK narrow leads,Standard,700 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,360 mΩ,16.4 nC,0.41 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipan70r360p7s-ds-en.pdf,,,,
IPP60R060P7,https://www.infineon.com/part/IPP60R060P7,https://www.infineon.com/package/PG-TO220-3-123,active and preferred,IPP60R060P7XKSA1,PG-TO220-3,TO220,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,60 mΩ,67 nC,2.12 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r060p7-ds-en.pdf,,,,
IPP60R080P7,https://www.infineon.com/part/IPP60R080P7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP60R080P7XKSA1,PG-TO220-3,TO220,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,80 mΩ,51 nC,1.76 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r080p7-ds-en.pdf,,,,
IPP60R120P7,https://www.infineon.com/part/IPP60R120P7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP60R120P7XKSA1,PG-TO220-3,TO220,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,120 mΩ,36 nC,1.22 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r120p7-ds-en.pdf,,,,
IPA60R060P7,https://www.infineon.com/part/IPA60R060P7,https://www.infineon.com/package/PG-TO220-3-313,active and preferred,IPA60R060P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,60 mΩ,67 nC,2.12 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r060p7-datasheet-en.pdf,,,,
IPA60R099P7,https://www.infineon.com/part/IPA60R099P7,https://www.infineon.com/package/PG-TO220-3-313,active and preferred,IPA60R099P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,99 mΩ,45 nC,1.49 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r099p7-datasheet-en.pdf,,,,
IPA60R080P7,https://www.infineon.com/part/IPA60R080P7,https://www.infineon.com/package/PG-TO220-3-313,active and preferred,IPA60R080P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,80 mΩ,51 nC,1.76 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r080p7-datasheet-en.pdf,,,,
IPA60R120P7,https://www.infineon.com/part/IPA60R120P7,https://www.infineon.com/package/PG-TO220-3-313,active and preferred,IPA60R120P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,120 mΩ,36 nC,1.22 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r120p7-datasheet-en.pdf,,,,
IPA60R280P7,https://www.infineon.com/part/IPA60R280P7,https://www.infineon.com/package/PG-TO220-3-313,active and preferred,IPA60R280P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,280 mΩ,18 nC,0.65 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r280p7-datasheet-en.pdf,,,,
IPP60R099P7,https://www.infineon.com/part/IPP60R099P7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP60R099P7XKSA1,PG-TO220-3,TO220,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,99 mΩ,45 nC,1.49 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r099p7-ds-en.pdf,,,,
IPP60R280P7,https://www.infineon.com/part/IPP60R280P7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP60R280P7XKSA1,PG-TO220-3,TO220,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,280 mΩ,18 nC,0.65 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r280p7-ds-en.pdf,,,,
IPA80R900P7,https://www.infineon.com/part/IPA80R900P7,https://www.infineon.com/package/PG-TO220-3-317,active and preferred,IPA80R900P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,900 mΩ,15 nC,0.49 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa80r900p7-datasheet-en.pdf,,,,
IPD80R900P7,https://www.infineon.com/part/IPD80R900P7,https://www.infineon.com/package/PG-TO252-3-342,active and preferred,IPD80R900P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,900 mΩ,15 nC,0.42 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r900p7-datasheet-en.pdf,,,,
IPA80R360P7,https://www.infineon.com/part/IPA80R360P7,https://www.infineon.com/package/PG-TO220-3-317,active and preferred,IPA80R360P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,360 mΩ,30 nC,0.88 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa80r360p7-datasheet-en.pdf,,,,
IPD80R360P7,https://www.infineon.com/part/IPD80R360P7,https://www.infineon.com/package/PG-TO252-3-342,active and preferred,IPD80R360P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,360 mΩ,30 nC,0.84 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r360p7-datasheet-en.pdf,,,,
IPAN80R360P7,https://www.infineon.com/part/IPAN80R360P7,,active and preferred,IPAN80R360P7XKSA1,PG-TO220-3,TO220 FullPAK narrow leads,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,360 mΩ,30 nC,0.89 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipan80r360p7-ds-en.pdf,,,,
IPD80R1K2P7,https://www.infineon.com/part/IPD80R1K2P7,https://www.infineon.com/package/PG-TO252-3-341,active and preferred,IPD80R1K2P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,1200 mΩ,11 nC,0.35 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r1k2p7-datasheet-en.pdf,,,,
IPD80R3K3P7,https://www.infineon.com/part/IPD80R3K3P7,https://www.infineon.com/package/PG-TO252-3-342,active and preferred,IPD80R3K3P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,2400 mΩ,5.8 nC,0.22 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r3k3p7-datasheet-en.pdf,,,,
IPU80R600P7,https://www.infineon.com/part/IPU80R600P7,https://www.infineon.com/package/PG-TO251-3-341,active and preferred,IPU80R600P7AKMA1,PG-TO251-3,IPAK,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,600 mΩ,20 nC,0.55 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipu80r600p7-datasheet-en.pdf,,,,
IPD80R600P7,https://www.infineon.com/part/IPD80R600P7,https://www.infineon.com/package/PG-TO252-3-341,active and preferred,IPD80R600P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,600 mΩ,20 nC,0.55 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r600p7-datasheet-en.pdf,,,,
IPA80R600P7,https://www.infineon.com/part/IPA80R600P7,https://www.infineon.com/package/PG-TO220-3-317,active and preferred,IPA80R600P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,600 mΩ,20 nC,0.61 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa80r600p7-datasheet-en.pdf,,,,
IPD60R280P7,https://www.infineon.com/part/IPD60R280P7,https://www.infineon.com/package/PG-TO252-3-341,active and preferred,IPD60R280P7ATMA1,PG-TO252-3,DPAK,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,280 mΩ,18 nC,0.52 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r280p7-datasheet-en.pdf,,,,
IPD80R2K4P7,https://www.infineon.com/part/IPD80R2K4P7,https://www.infineon.com/package/PG-TO252-3-341,active and preferred,IPD80R2K4P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,2400 mΩ,7.5 nC,0.25 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r2k4p7-datasheet-en.pdf,,,,
IPN60R360P7S,https://www.infineon.com/part/IPN60R360P7S,https://www.infineon.com/package/PG-SOT223-3-1,active and preferred,IPN60R360P7SATMA1,PG-SOT223-3,SOT-223-3,Standard,600 V,CoolMOS™ P7,3.5 V,2 V,4 V,360 mΩ,13 nC,0.26 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn60r360p7s-ds-en.pdf,,,,
IPN60R600P7S,https://www.infineon.com/part/IPN60R600P7S,https://www.infineon.com/package/PG-SOT223-3-1,active and preferred,IPN60R600P7SATMA1,PG-SOT223-3,SOT-223-3,Standard,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,600 mΩ,9 nC,0.21 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn60r600p7s-ds-en.pdf,,,,
IPN70R1K4P7S,https://www.infineon.com/part/IPN70R1K4P7S,https://www.infineon.com/package/PG-SOT223-3-1,active and preferred,IPN70R1K4P7SATMA1,PG-SOT223-3,SOT-223-3,Standard,700 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,1400 mΩ,4.7 nC,0.15 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn70r1k4p7s-ds-en.pdf,,,,
IPN70R360P7S,https://www.infineon.com/part/IPN70R360P7S,https://www.infineon.com/package/PG-SOT223-3-1,active and preferred,IPN70R360P7SATMA1,PG-SOT223-3,SOT-223-3,Standard,700 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,360 mΩ,16.4 nC,0.29 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn70r360p7s-ds-en.pdf,,,,
IPN70R600P7S,https://www.infineon.com/part/IPN70R600P7S,https://www.infineon.com/package/PG-SOT223-3-1,active and preferred,IPN70R600P7SATMA1,PG-SOT223-3,SOT-223-3,Standard,700 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,600 mΩ,10.5 nC,0.23 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn70r600p7s-ds-en.pdf,,,,
IPN80R1K4P7,https://www.infineon.com/part/IPN80R1K4P7,https://www.infineon.com/package/PG-SOT223-3-1,active and preferred,IPN80R1K4P7ATMA1,PG-SOT223-3,SOT-223-3,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,1400 mΩ,10 nC,0.28 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn80r1k4p7-ds-en.pdf,,,,
IPN80R4K5P7,https://www.infineon.com/part/IPN80R4K5P7,https://www.infineon.com/package/PG-SOT223-3-1,active and preferred,IPN80R4K5P7ATMA1,PG-SOT223-3,SOT-223-3,Industrial,800 V,CoolMOS™ P7,3 V,2.5 V,3.5 V,4500 mΩ,4 nC,0.18 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn80r4k5p7-ds-en.pdf,,,,
IPA60R600P7S,https://www.infineon.com/part/IPA60R600P7S,https://www.infineon.com/package/PG-TO220-3-312,active and preferred,IPA60R600P7SXKSA1,PG-TO220-3,TO220 FullPAK,Standard,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,600 mΩ,9 nC,0.32 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r600p7s-datasheet-en.pdf,,,,
IPA60R280P7S,https://www.infineon.com/part/IPA60R280P7S,https://www.infineon.com/package/PG-TO220-3-312,active and preferred,IPA60R280P7SXKSA1,PG-TO220-3,TO220 FullPAK,Standard,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,280 mΩ,18 nC,0.47 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r280p7s-datasheet-en.pdf,,,,
IPA60R360P7S,https://www.infineon.com/part/IPA60R360P7S,https://www.infineon.com/package/PG-TO220-3-312,active and preferred,IPA60R360P7SXKSA1,PG-TO220-3,TO220 FullPAK,Standard,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,360 mΩ,13 nC,0.39 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r360p7s-datasheet-en.pdf,,,,
IPD60R280P7S,https://www.infineon.com/part/IPD60R280P7S,https://www.infineon.com/package/PG-TO252-3-344,active and preferred,IPD60R280P7SAUMA1,PG-TO252-3,DPAK,Standard,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,280 mΩ,18 nC,0.36 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r280p7s-datasheet-en.pdf,,,,
IPD60R360P7S,https://www.infineon.com/part/IPD60R360P7S,https://www.infineon.com/package/PG-TO252-3-344,active and preferred,IPD60R360P7SAUMA1,PG-TO252-3,DPAK,Standard,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,360 mΩ,13 nC,0.27 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r360p7s-datasheet-en.pdf,,,,
IPA60R170CFD7,https://www.infineon.com/part/IPA60R170CFD7,https://www.infineon.com/package/PG-TO220-3-317,active and preferred,IPA60R170CFD7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,170 mΩ,28 nC,0.97 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r170cfd7-datasheet-en.pdf,,,,
IPL60R075CFD7,https://www.infineon.com/part/IPL60R075CFD7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R075CFD7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,75 mΩ,67 nC,2.63 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r075cfd7-ds-en.pdf,,,,
IPP60R070CFD7,https://www.infineon.com/part/IPP60R070CFD7,https://www.infineon.com/package/PG-TO220-3-123,active and preferred,IPP60R070CFD7XKSA1,PG-TO220-3,TO220,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,70 mΩ,67 nC,2.43 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r070cfd7-ds-en.pdf,,,,
IPP60R280CFD7,https://www.infineon.com/part/IPP60R280CFD7,https://www.infineon.com/package/PG-TO220-3-123,active and preferred,IPP60R280CFD7XKSA1,PG-TO220-3,TO220,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,280 mΩ,18 nC,0.85 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r280cfd7-ds-en.pdf,,,,
IPL60R065P7,https://www.infineon.com/part/IPL60R065P7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R065P7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,65 mΩ,67 nC,2.89 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r065p7-ds-en.pdf,,,,
IPL60R085P7,https://www.infineon.com/part/IPL60R085P7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R085P7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,85 mΩ,51 nC,1.94 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r085p7-ds-en.pdf,,,,
IPL60R105P7,https://www.infineon.com/part/IPL60R105P7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R105P7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,105 mΩ,45 nC,1.58 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r105p7-ds-en.pdf,,,,
IPL60R125P7,https://www.infineon.com/part/IPL60R125P7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R125P7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,125 mΩ,36 nC,1.2 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r125p7-ds-en.pdf,,,,
IPL60R285P7,https://www.infineon.com/part/IPL60R285P7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R285P7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,285 mΩ,18 nC,0.75 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r285p7-ds-en.pdf,,,,
IPB60R120P7,https://www.infineon.com/part/IPB60R120P7,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB60R120P7ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,CoolMOS™ P7,3.5 V,3 V,4 V,120 mΩ,36 nC,1.22 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r120p7-ds-en.pdf,,,,
