Part Number,Datasheet,Stock Check,Status,Configuration,Technology,Type,Package,MSL,AEC-Q,VDS (V),VGS ±(V),ID Max. (A),VGS(th) Min. (V),VGS(th) Typ. (V),VGS(th) Max. (V),RDS(ON) @ 10V Typ. (mΩ),RDS(ON) @ 10V Max. (mΩ),RDS(ON) @ 4.5V Typ. (mΩ),RDS(ON) @ 4.5V Max. (mΩ),Qg (nC) @ 10V,Qg (nC) @ 4.5V,Qgs (nC),Qgd (nC),Ciss (pF),Coss (pF),Crss (pF),TJ Max. (°C),RoHS Compliant,Halogen-Free Standard,Solderability Standard,Terminal Finish,Product Weight(g),Flammability Rating
TSM043NB04CZ,https://services.taiwansemi.com/storage/resources/datasheet/TSM043NB04CZ_A2008.pdf,https://www.taiwansemi.com/en/stock-check/TSM043NB04CZ/,Active,Single,Trench,N-Channel,TO-220,,No,40,20,124.0,2.0,2.8,4.0,3.1,4.3,,,74.0,,23.0,16.0,4928.0,457.0,223.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,2.024,UL 94 V-0
TSM043NB04LCZ,https://services.taiwansemi.com/storage/resources/datasheet/TSM043NB04LCZ_A2008.pdf,https://www.taiwansemi.com/en/stock-check/TSM043NB04LCZ/,Active,Single,Trench,N-Channel,TO-220,,No,40,20,124.0,1.0,1.7,2.5,3.0,4.3,4.2,5.3,76.0,38.0,15.0,18.0,4387.0,464.0,276.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,2.024,UL 94 V-0
TSM043NH04CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM043NH04CR_B2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM043NH04CR/,Active,Single,PerFETTM,N-Channel,PDFN56U,1.0,No,40,20,54.0,2.4,3.1,3.6,3.1,4.3,,,37.0,,11.0,6.9,2531.0,450.0,32.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0935,UL 94 V-0
TSM043NH04LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM043NH04LCR_B2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM043NH04LCR/,Active,Single,PerFETTM,N-Channel,PDFN56U,1.0,No,40,16,54.0,1.4,1.8,2.2,2.9,4.3,3.7,6.0,42.0,20.0,8.0,6.0,2480.0,476.0,37.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0935,UL 94 V-0
TSM045NB06CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM045NB06CR_B1804.pdf,https://www.taiwansemi.com/en/stock-check/TSM045NB06CR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,60,20,104.0,2.0,3.0,4.0,4.5,5.0,,,104.0,,30.0,24.0,6870.0,395.0,126.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.101429,UL 94 V-0
TSM048NB06LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM048NB06LCR_B1804.pdf,https://www.taiwansemi.com/en/stock-check/TSM048NB06LCR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,60,20,107.0,1.0,1.8,2.5,4.0,4.8,4.8,6.8,105.0,52.0,17.0,23.0,6253.0,388.0,168.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.101429,UL 94 V-0
TSM051N04LCP,https://services.taiwansemi.com/storage/resources/datasheet/TSM051N04LCP_A1701.pdf,https://www.taiwansemi.com/en/stock-check/TSM051N04LCP/,Obsolete,Single,Trench,N-Channel,TO-252 (D-PAK),3.0,No,40,20,96.0,1.2,1.7,2.5,4.3,5.1,6.0,7.0,44.5,22.6,6.7,11.0,2456.0,250.0,139.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.32661,UL 94 V-0
TSM052NB03CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM052NB03CR_A1910.pdf,https://www.taiwansemi.com/en/stock-check/TSM052NB03CR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,30,20,90.0,1.0,1.6,2.5,3.2,5.2,5.0,8.0,41.0,21.0,5.0,13.0,2294.0,386.0,249.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0935,UL 94 V-0
TSM055N03EPQ56,https://services.taiwansemi.com/storage/resources/datasheet/TSM055N03EPQ56_B1710.pdf,https://www.taiwansemi.com/en/stock-check/TSM055N03EPQ56/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,30,20,80.0,1.2,1.6,2.5,4.5,5.5,6.3,8.5,,11.1,1.85,6.8,1210.0,190.0,100.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.093916,UL 94 V-0
TSM055N03PQ56,https://services.taiwansemi.com/storage/resources/datasheet/TSM055N03PQ56_B1710.pdf,https://www.taiwansemi.com/en/stock-check/TSM055N03PQ56/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,30,20,80.0,1.2,1.6,2.5,4.5,5.5,6.3,8.5,,11.1,1.85,6.8,1160.0,200.0,180.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.093916,UL 94 V-0
TSM056NH04CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM056NH04CR_E2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM056NH04CR/,Active,Single,PerFETTM,N-Channel,PDFN56U,1.0,No,40,20,54.0,2.4,3.0,3.6,4.3,5.6,,,27.3,,8.4,4.8,1942.0,350.0,37.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0935,UL 94 V-0
TSM056NH04CV,https://services.taiwansemi.com/storage/resources/datasheet/TSM056NH04CV_A2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM056NH04CV/,Active,Single,PerFETTM,N-Channel,PDFN33,1.0,No,40,20,54.0,2.4,3.0,3.6,4.7,5.6,,,29.0,,8.8,5.6,1828.0,366.0,35.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.028,UL 94 V-0
TSM056NH04LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM056NH04LCR_E2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM056NH04LCR/,Active,Single,PerFETTM,N-Channel,PDFN56U,1.0,No,40,16,54.0,1.4,1.8,2.2,4.0,5.6,5.3,7.8,30.4,14.2,5.7,4.6,1940.0,354.0,45.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0935,UL 94 V-0
TSM056NH04LCV,https://services.taiwansemi.com/storage/resources/datasheet/TSM056NH04LCV_B2212.pdf,https://www.taiwansemi.com/en/stock-check/TSM056NH04LCV/,Active,Single,PerFETTM,N-Channel,PDFN33,1.0,No,40,16,54.0,1.4,1.8,2.2,4.3,5.6,5.5,7.8,33.0,16.0,6.2,5.5,2076.0,351.0,34.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.028,UL 94 V-0
TSM060N03CP,https://services.taiwansemi.com/storage/resources/datasheet/TSM060N03CP_B1807.pdf,https://www.taiwansemi.com/en/stock-check/TSM060N03CP/,Active,Single,Trench,N-Channel,TO-252 (D-PAK),3.0,No,30,20,70.0,1.0,1.6,2.5,4.8,6.0,6.5,9.0,,11.1,1.85,6.8,1160.0,200.0,180.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.32661,UL 94 V-0
TSM060N03ECP,https://services.taiwansemi.com/storage/resources/datasheet/TSM060N03ECP_B1807.pdf,https://www.taiwansemi.com/en/stock-check/TSM060N03ECP/,Active,Single,Trench,N-Channel,TO-252 (D-PAK),3.0,No,30,20,70.0,1.0,1.6,2.5,4.8,6.0,6.5,9.0,,11.1,1.85,6.8,1210.0,190.0,100.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.32661,UL 94 V-0
TSM060N03PQ33,https://services.taiwansemi.com/storage/resources/datasheet/TSM060N03PQ33_C1608.pdf,https://www.taiwansemi.com/en/stock-check/TSM060N03PQ33/,Active,Single,Trench,N-Channel,PDFN33,1.0,No,30,20,62.0,1.2,1.6,2.5,4.8,6.0,6.7,9.0,25.4,12.9,3.8,5.7,1342.0,227.0,169.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.028,UL 94 V-0
TSM060NB06CZ,https://services.taiwansemi.com/storage/resources/datasheet/TSM060NB06CZ_A2008.pdf,https://www.taiwansemi.com/en/stock-check/TSM060NB06CZ/,Active,Single,Trench,N-Channel,TO-220,,No,60,20,111.0,2.0,3.0,4.0,4.7,6.0,,,103.0,,35.0,19.0,6842.0,387.0,115.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,2.052,UL 94 V-0
TSM060NB06LCZ,https://services.taiwansemi.com/storage/resources/datasheet/TSM060NB06LCZ_A2009.pdf,https://www.taiwansemi.com/en/stock-check/TSM060NB06LCZ/,Active,Single,Trench,N-Channel,TO-220,,No,60,20,111.0,1.0,1.6,2.5,4.8,6.0,5.4,7.8,107.0,52.0,18.0,23.0,6273.0,391.0,167.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,2.052,UL 94 V-0
TSM070NB04CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM070NB04CR_B1804.pdf,https://www.taiwansemi.com/en/stock-check/TSM070NB04CR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,40,20,75.0,2.0,2.9,4.0,4.7,7.0,,,40.0,,12.0,10.0,2403.0,253.0,117.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.101429,UL 94 V-0
TSM070NB04LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM070NB04LCR_B1804.pdf,https://www.taiwansemi.com/en/stock-check/TSM070NB04LCR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,40,20,75.0,1.0,1.7,2.5,4.4,7.0,6.4,9.5,39.0,20.0,6.0,11.0,2151.0,250.0,140.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.101429,UL 94 V-0
TSM070NH04CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM070NH04CR_E2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM070NH04CR/,Active,Single,PerFETTM,N-Channel,PDFN56U,1.0,No,40,20,54.0,2.4,3.0,3.6,5.8,7.0,,,19.0,,5.5,3.8,1337.0,229.0,39.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0935,UL 94 V-0
TSM070NH04CV,https://services.taiwansemi.com/storage/resources/datasheet/TSM070NH04CV_A2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM070NH04CV/,Active,Single,PerFETTM,N-Channel,PDFN33,1.0,No,40,20,54.0,2.4,3.0,3.6,6.2,7.0,,,21.0,,5.6,4.8,1233.0,249.0,31.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.028,UL 94 V-0
TSM070NH04LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM070NH04LCR_E2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM070NH04LCR/,Active,Single,PerFETTM,N-Channel,PDFN56U,1.0,No,40,16,54.0,1.4,1.8,2.2,5.6,7.0,7.5,9.8,23.0,11.0,4.3,3.5,1446.0,229.0,32.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0935,UL 94 V-0
TSM070NH04LCV,https://services.taiwansemi.com/storage/resources/datasheet/TSM070NH04LCV_A2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM070NH04LCV/,Active,Single,PerFETTM,N-Channel,PDFN33,1.0,No,40,16,54.0,1.4,1.8,2.2,5.9,7.0,7.7,9.8,24.0,11.0,4.5,3.9,1376.0,249.0,34.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.028,UL 94 V-0
TSM076NH04DCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM076NH04DCR_D2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM076NH04DCR/,Active,Dual,PerFETTM,N-Channel,PDFN56U Dual,1.0,No,40,20,34.0,2.4,3.0,3.6,6.5,7.6,,,19.0,,5.7,3.8,1217.0,235.0,17.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0866,UL 94 V-0
TSM076NH04LDCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM076NH04LDCR_D2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM076NH04LDCR/,Active,Dual,PerFETTM,N-Channel,PDFN56U Dual,1.0,No,40,16,34.0,1.4,1.8,2.2,6.1,7.6,7.7,10.6,22.4,10.7,4.3,3.3,1344.0,248.0,15.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0866,UL 94 V-0
TSM080N03EPQ56,https://services.taiwansemi.com/storage/resources/datasheet/TSM080N03E_B15.pdf,https://www.taiwansemi.com/en/stock-check/TSM080N03EPQ56/,Active,Single,Trench,N-Channel,PDFN56,3.0,No,30,20,55.0,1.0,1.6,2.5,6.5,8.0,9.5,12.5,,7.5,1.3,4.5,750.0,150.0,110.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.093916,UL 94 V-0
TSM080N03PQ56,https://services.taiwansemi.com/storage/resources/datasheet/TSM080N03PQ56_D1608.pdf,https://www.taiwansemi.com/en/stock-check/TSM080N03PQ56/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,30,20,73.0,1.0,1.6,2.5,6.5,8.0,9.5,12.5,14.4,7.2,2.6,3.3,843.0,157.0,95.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.093916,UL 94 V-0
TSM080NB03CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM080NB03CR_A1910.pdf,https://www.taiwansemi.com/en/stock-check/TSM080NB03CR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,30,20,59.0,1.0,1.8,2.5,5.8,8.0,10.0,15.0,20.0,10.0,4.0,5.0,1097.0,180.0,106.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0935,UL 94 V-0
TSM085N03PQ33,https://services.taiwansemi.com/storage/resources/datasheet/TSM085N03PQ33_D1608.pdf,https://www.taiwansemi.com/en/stock-check/TSM085N03PQ33/,Active,Single,Trench,N-Channel,PDFN33,1.0,No,30,20,52.0,1.0,1.6,2.5,6.2,8.5,9.0,13.0,14.3,7.2,2.6,3.4,817.0,155.0,96.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.028,UL 94 V-0
TSM085NB03CV,https://services.taiwansemi.com/storage/resources/datasheet/TSM085NB03CV_A2010.pdf,https://www.taiwansemi.com/en/stock-check/TSM085NB03CV/,Active,Single,Trench,N-Channel,PDFN33,1.0,No,30,20,58.0,1.0,1.7,2.5,5.4,8.5,10.2,15.0,20.0,10.0,4.0,5.0,1101.0,186.0,118.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0284,UL 94 V-0
TSM085NB03DCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM085NB03DCR_A2004.pdf,https://www.taiwansemi.com/en/stock-check/TSM085NB03DCR/,Active,Dual,Trench,N-Channel,PDFN56 Dual,1.0,No,30,20,51.0,1.3,1.8,2.5,6.5,8.5,11.0,15.0,20.0,10.0,4.0,5.0,1091.0,176.0,106.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0898,UL 94 V-0
TSM089N08LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM089N08LCR_A1608.pdf,https://www.taiwansemi.com/en/stock-check/TSM089N08LCR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,80,20,67.0,1.0,1.9,2.5,6.4,8.9,8.0,11.0,90.0,45.0,16.0,23.0,6119.0,304.0,116.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.093916,UL 94 V-0
TSM090N03CP,https://services.taiwansemi.com/storage/resources/datasheet/TSM090N03CP_B1807.pdf,https://www.taiwansemi.com/en/stock-check/TSM090N03CP/,Active,Single,Trench,N-Channel,TO-252 (D-PAK),3.0,No,30,20,50.0,1.0,1.6,2.5,7.5,9.0,10.0,13.0,,7.5,1.3,4.5,750.0,150.0,110.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.32661,UL 94 V-0
TSM090N03ECP,https://services.taiwansemi.com/storage/resources/datasheet/TSM090N03E_A15.pdf,https://www.taiwansemi.com/en/stock-check/TSM090N03ECP/,Active,Single,Trench,N-Channel,TO-252 (D-PAK),3.0,No,30,20,50.0,1.2,1.6,2.5,7.5,9.0,9.6,14.0,,7.7,1.9,2.8,680.0,150.0,70.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.32661,UL 94 V-0
TSM110NB04CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM110NB04CR_B1804.pdf,https://www.taiwansemi.com/en/stock-check/TSM110NB04CR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,40,20,54.0,2.0,3.2,4.0,7.7,11.0,,,23.0,,7.0,6.0,1443.0,147.0,80.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.09697,UL 94 V-0
TSM110NB04DCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM110NB04DCR_A1908.pdf,https://www.taiwansemi.com/en/stock-check/TSM110NB04DCR/,Active,Dual,Trench,N-Channel,PDFN56 Dual,1.0,No,40,20,48.0,2.0,2.9,4.0,8.5,11.0,,,25.0,,7.0,6.0,1506.0,144.0,75.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.095769,UL 94 V-0
TSM110NB04LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM110NB04LCR_B1804.pdf,https://www.taiwansemi.com/en/stock-check/TSM110NB04LCR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,40,20,54.0,1.0,1.9,2.5,8.0,11.0,12.0,16.0,23.0,12.0,4.0,6.0,1269.0,142.0,82.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.09697,UL 94 V-0
TSM110NB04LCV,https://services.taiwansemi.com/storage/resources/datasheet/TSM110NB04LCV_A2008.pdf,https://www.taiwansemi.com/en/stock-check/TSM110NB04LCV/,Active,Single,Trench,N-Channel,PDFN33,1.0,No,40,20,44.0,1.0,1.7,2.5,7.0,11.0,10.0,16.0,24.0,12.0,4.0,6.0,1329.0,147.0,82.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.028,UL 94 V-0
TSM110NB04LDCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM110NB04LDCR_A2001.pdf,https://www.taiwansemi.com/en/stock-check/TSM110NB04LDCR/,Active,Dual,Trench,N-Channel,PDFN56 Dual,1.0,No,40,20,48.0,1.0,1.6,2.5,8.0,11.0,11.0,16.0,23.0,12.0,4.0,6.0,1269.0,142.0,82.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.095769,UL 94 V-0
TSM120N06LCP,https://services.taiwansemi.com/storage/resources/datasheet/TSM120N06LCP_A1602.pdf,https://www.taiwansemi.com/en/stock-check/TSM120N06LCP/,Active,Single,Trench,N-Channel,TO-252 (D-PAK),3.0,No,60,20,70.0,1.2,1.7,2.5,9.7,12.0,11.0,15.0,37.0,18.0,6.0,7.5,2118.0,136.0,86.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.32661,UL 94 V-0
TSM120N06LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM120N06LCR_A1610.pdf,https://www.taiwansemi.com/en/stock-check/TSM120N06LCR/,NRND,Single,Trench,N-Channel,PDFN56,1.0,No,60,20,54.0,1.2,1.7,2.5,9.6,12.0,11.0,15.0,36.5,18.0,6.0,7.5,2116.0,136.0,85.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,,UL 94 V-0
TSM120N06LCS,https://services.taiwansemi.com/storage/resources/datasheet/TSM120N06LCS_C1710.pdf,https://www.taiwansemi.com/en/stock-check/TSM120N06LCS/,Active,Single,Trench,N-Channel,SOP-8,1.0,No,60,20,23.0,1.2,1.7,2.5,10.4,12.0,11.9,15.0,37.0,19.0,6.0,8.0,2193.0,208.0,88.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.083,UL 94 V-0
TSM130NB06CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM130NB06CR_B1804.pdf,https://www.taiwansemi.com/en/stock-check/TSM130NB06CR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,60,20,51.0,2.0,3.0,4.0,11.0,13.0,,,36.0,,12.0,8.0,2380.0,142.0,42.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.101429,UL 94 V-0
TSM130NB06LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM130NB06LCR_B1804.pdf,https://www.taiwansemi.com/en/stock-check/TSM130NB06LCR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,60,20,51.0,1.0,1.7,2.5,12.0,13.0,14.0,18.0,37.0,18.0,7.0,9.0,2175.0,142.0,63.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.101429,UL 94 V-0
TSM150NB04CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM150NB04CR_B1804.pdf,https://www.taiwansemi.com/en/stock-check/TSM150NB04CR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,40,20,41.0,2.0,3.2,4.0,10.0,15.0,,,19.0,,6.0,4.0,1092.0,113.0,63.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.09697,UL 94 V-0
TSM150NB04DCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM150NB04DCR_A1908.pdf,https://www.taiwansemi.com/en/stock-check/TSM150NB04DCR/,Active,Dual,Trench,N-Channel,PDFN56 Dual,1.0,No,40,20,38.0,2.0,3.0,4.0,11.0,15.0,,,18.0,,6.0,4.0,1132.0,110.0,51.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.095769,UL 94 V-0
TSM150NB04LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM150NB04LCR_B1804.pdf,https://www.taiwansemi.com/en/stock-check/TSM150NB04LCR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,40,20,41.0,1.0,1.8,2.5,9.0,15.0,14.0,19.0,18.0,9.0,3.0,5.0,966.0,108.0,64.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.09697,UL 94 V-0
TSM150NB04LCV,https://services.taiwansemi.com/storage/resources/datasheet/TSM150NB04LCV_A2008.pdf,https://www.taiwansemi.com/en/stock-check/TSM150NB04LCV/,Active,Single,Trench,N-Channel,PDFN33,1.0,No,40,20,36.0,1.0,1.7,2.5,9.0,15.0,13.0,19.0,19.0,9.0,4.0,4.0,1013.0,113.0,64.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.028,UL 94 V-0
TSM150NB04LDCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM150NB04LDCR_A2001.pdf,https://www.taiwansemi.com/en/stock-check/TSM150NB04LDCR/,Active,Dual,Trench,N-Channel,PDFN56 Dual,1.0,No,40,20,37.0,1.0,1.7,2.5,10.0,15.0,14.0,19.0,18.0,9.0,3.0,5.0,966.0,108.0,64.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0866,UL 94 V-0
TSM160N10LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM160N10LCR_A1610.pdf,https://www.taiwansemi.com/en/stock-check/TSM160N10LCR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,100,20,46.0,1.2,1.9,2.5,14.0,16.0,16.0,20.0,73.0,36.0,17.0,15.0,4431.0,158.0,45.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.093916,UL 94 V-0
TSM170N06CH,https://services.taiwansemi.com/storage/resources/datasheet/TSM170N06CH_A2211.pdf,https://www.taiwansemi.com/en/stock-check/TSM170N06CH/,Active,Single,Trench,N-Channel,TO-251 (I-PAK),,No,60,20,38.0,1.2,1.7,2.5,15.0,17.0,17.5,20.0,,15.0,5.5,5.0,900.0,130.0,90.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.39851,UL 94 V-0
TSM170N06CP,https://services.taiwansemi.com/storage/resources/datasheet/TSM170N06_B15.pdf,https://www.taiwansemi.com/en/stock-check/TSM170N06CP/,Active,Single,Trench,N-Channel,TO-252 (D-PAK),3.0,No,60,20,38.0,1.2,1.7,2.5,15.0,17.0,17.5,20.0,28.5,13.5,5.5,5.0,900.0,130.0,90.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.32661,UL 94 V-0
TSM170N06PQ56,https://services.taiwansemi.com/storage/resources/datasheet/TSM170N06PQ56_A1608.pdf,https://www.taiwansemi.com/en/stock-check/TSM170N06PQ56/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,60,20,44.0,1.2,1.8,2.5,12.0,17.0,14.0,20.0,29.0,14.0,5.0,7.0,1556.0,105.0,45.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.093916,UL 94 V-0
TSM180N03CS,https://services.taiwansemi.com/storage/resources/datasheet/TSM180N03CS_A14.pdf,https://www.taiwansemi.com/en/stock-check/TSM180N03CS/,Active,Single,Trench,N-Channel,SOP-8,3.0,No,30,20,9.0,1.2,1.6,2.0,16.0,18.0,23.0,28.0,,4.1,1.0,2.1,345.0,55.0,32.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.0725,UL 94 V-0
TSM180N03PQ33,https://services.taiwansemi.com/storage/resources/datasheet/TSM180N03PQ33_B1710.pdf,https://www.taiwansemi.com/en/stock-check/TSM180N03PQ33/,Active,Single,Trench,N-Channel,PDFN33,1.0,No,30,20,25.0,1.2,1.6,2.5,14.0,18.0,20.0,28.0,,4.1,1.0,2.1,345.0,55.0,32.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.028,UL 94 V-0
TSM190N08CZ,https://services.taiwansemi.com/storage/resources/datasheet/TSM190N08_B15.pdf,https://www.taiwansemi.com/en/stock-check/TSM190N08CZ/,Obsolete,Single,Trench,N-Channel,TO-220,,No,75,20,190.0,2.0,3.0,4.0,3.4,4.2,,,160.0,,35.0,40.0,8600.0,780.0,300.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.200978,UL 94 V-0
TSM1NB60CH,https://services.taiwansemi.com/storage/resources/datasheet/TSM1NB60CH_A2308.pdf,https://www.taiwansemi.com/en/stock-check/TSM1NB60CH/,Active,Single,Planar,N-Channel,TO-251 (I-PAK),,No,600,30,1.2,2.5,3.1,4.5,9400.0,10000.0,,,7.7,,1.0,4.6,150.0,11.0,8.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.39851,UL 94 V-0
